id,doi,landing_page,oa_link
https://openalex.org/W2122216841,https://doi.org/10.1257/jep.27.3.79,https://doi.org/10.1257/jep.27.3.79,https://doi.org/10.1257/jep.27.3.79
https://openalex.org/W2122845532,https://doi.org/10.1093/sf/sou102,https://doi.org/10.1093/sf/sou102,https://dukespace.lib.duke.edu/dspace/bitstream/10161/13979/1/keister-lisa-mexican-american-mobility.pdf
https://openalex.org/W2124465354,https://doi.org/10.2139/ssrn.295559,https://doi.org/10.2139/ssrn.295559,http://www.chicagofed.org/digital_assets/publications/working_papers/2001/Wp2001-18.pdf
https://openalex.org/W2127281421,https://doi.org/10.2139/ssrn.1127128,https://doi.org/10.2139/ssrn.1127128,https://ink.library.smu.edu.sg/soe_research/1631
https://openalex.org/W2131012252,https://doi.org/10.26686/lew.v0i0.1661,https://doi.org/10.26686/lew.v0i0.1661,https://ojs.victoria.ac.nz/LEW/article/download/1661/1504
https://openalex.org/W2132728629,https://doi.org/10.1111/j.1536-7150.2008.00598.x,https://doi.org/10.1111/j.1536-7150.2008.00598.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1536-7150.2008.00598.x
https://openalex.org/W2133143546,https://doi.org/10.1080/00220388.2011.646988,https://doi.org/10.1080/00220388.2011.646988,https://www.econstor.eu/bitstream/10419/51733/1/670525561.pdf
https://openalex.org/W2133321662,https://doi.org/10.2139/ssrn.2370189,https://doi.org/10.2139/ssrn.2370189,http://melbourneinstitute.unimelb.edu.au/downloads/working_paper_series/wp2013n43.pdf
https://openalex.org/W2133450989,https://doi.org/10.2139/ssrn.920645,https://doi.org/10.2139/ssrn.920645,https://www.econstor.eu/bitstream/10419/34028/1/51474703X.pdf
https://openalex.org/W2151222191,https://doi.org/10.1146/annurev-soc-071811-145521,https://doi.org/10.1146/annurev-soc-071811-145521,https://www.annualreviews.org/doi/pdf/10.1146/annurev-soc-071811-145521
https://openalex.org/W2157585414,https://doi.org/10.1111/j.1475-4991.2012.00495.x,https://doi.org/10.1111/j.1475-4991.2012.00495.x,https://www.econstor.eu/bitstream/10419/36171/1/621246921.pdf
https://openalex.org/W2171543589,https://doi.org/10.1111/j.1467-985x.2012.01053.x,https://doi.org/10.1111/j.1467-985x.2012.01053.x,https://academic.oup.com/jrsssa/article-pdf/176/2/541/49527277/jrsssa_176_2_541.pdf
https://openalex.org/W2182279624,https://doi.org/10.15195/v3.a3,https://doi.org/10.15195/v3.a3,https://doi.org/10.15195/v3.a3
https://openalex.org/W2208317766,https://doi.org/10.2139/ssrn.2612376,https://doi.org/10.2139/ssrn.2612376,https://figshare.com/articles/thesis/Intergenerational_Mobility_of_Earnings_and_Income_among_Sons_and_Daughters_in_Vietnam/17012843/1/files/31467896.pdf
https://openalex.org/W2288802977,https://doi.org/10.1111/j.1467-6419.2011.00690.x,https://doi.org/10.1111/j.1467-6419.2011.00690.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1467-6419.2011.00690.x
https://openalex.org/W2298141770,https://doi.org/10.2139/ssrn.2740221,https://doi.org/10.2139/ssrn.2740221,https://openaccess.nhh.no/nhh-xmlui/bitstream/11250/2378928/1/DP%2002.pdf
https://openalex.org/W2322954441,https://doi.org/10.1177/0003122414554947,https://doi.org/10.1177/0003122414554947,https://europepmc.org/articles/pmc4598060?pdf=render
https://openalex.org/W2332279578,https://doi.org/10.1007/s00199-024-01581-w,https://doi.org/10.1007/s00199-024-01581-w,https://link.springer.com/content/pdf/10.1007/s00199-024-01581-w.pdf
https://openalex.org/W2476394513,https://doi.org/10.1177/1536867x1601600207,https://doi.org/10.1177/1536867x1601600207,https://journals.sagepub.com/doi/pdf/10.1177/1536867X1601600207
https://openalex.org/W2482682982,https://doi.org/10.2139/ssrn.2810458,https://doi.org/10.2139/ssrn.2810458,https://www.econstor.eu/bitstream/10419/145181/1/dp10047.pdf
https://openalex.org/W2512952691,https://doi.org/10.1111/ecoj.12535,https://doi.org/10.1111/ecoj.12535,https://gupea.ub.gu.se/bitstream/2077/46464/1/gupea_2077_46464_1.pdf
https://openalex.org/W2527995213,https://doi.org/10.1002/j.1839-4655.2016.tb01236.x,https://doi.org/10.1002/j.1839-4655.2016.tb01236.x,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/j.1839-4655.2016.tb01236.x
https://openalex.org/W2565185528,https://doi.org/10.1080/00277738.2016.1262136,https://doi.org/10.1080/00277738.2016.1262136,http://ans-names.pitt.edu/ans/article/download/2119/2118
https://openalex.org/W2587329652,https://doi.org/10.1093/sf/sow109,https://doi.org/10.1093/sf/sow109,https://academic.oup.com/sf/article-pdf/95/4/1539/16933665/sow109.pdf
https://openalex.org/W2588161629,https://doi.org/10.20955/r.2017.121-137,https://doi.org/10.20955/r.2017.121-137,https://files.stlouisfed.org/research/publications/review/2017-02-15//family-achievements-how-a-college-degree-accumulates-wealth-for-whites-and-not-for-blacks.pdf
https://openalex.org/W2589434942,https://doi.org/10.21533/scjournal.v5i2.123,https://doi.org/10.21533/scjournal.v5i2.123,http://scjournal.ius.edu.ba/index.php/scjournal/article/download/123/118
https://openalex.org/W2595264819,https://doi.org/10.1007/s13524-017-0564-4,https://doi.org/10.1007/s13524-017-0564-4,https://read.dukeupress.edu/demography/article-pdf/54/2/541/838013/541bloome.pdf
https://openalex.org/W2663861583,https://doi.org/10.1590/2238-38752017v717,https://doi.org/10.1590/2238-38752017v717,http://www.scielo.br/pdf/sant/v7n1/2238-3875-sant-07-01-0157.pdf
https://openalex.org/W2716435981,https://doi.org/10.1093/sf/sox051,https://doi.org/10.1093/sf/sox051,https://academic.oup.com/sf/article-pdf/96/1/121/19498662/sox051.pdf
https://openalex.org/W2756659966,https://doi.org/10.1111/1475-4932.12445,https://doi.org/10.1111/1475-4932.12445,https://www.econstor.eu/bitstream/10419/171004/1/dp11020.pdf
https://openalex.org/W2761614070,https://doi.org/10.1111/roiw.12336,https://doi.org/10.1111/roiw.12336,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/roiw.12336
https://openalex.org/W2767134817,https://doi.org/10.1111/ecoj.12328,https://doi.org/10.1111/ecoj.12328,https://academic.oup.com/ej/article-pdf/127/605/F71/26495665/ej0f71.pdf
https://openalex.org/W2772867153,https://doi.org/10.1093/sf/sox086,https://doi.org/10.1093/sf/sox086,https://academic.oup.com/sf/article-pdf/96/4/1411/24812285/sox086.pdf
https://openalex.org/W2773177589,https://doi.org/10.1186/s40176-017-0104-4,https://doi.org/10.1186/s40176-017-0104-4,https://izajodm.springeropen.com/track/pdf/10.1186/s40176-017-0104-4
https://openalex.org/W2789684694,https://doi.org/10.1111/ecoj.12607,https://doi.org/10.1111/ecoj.12607,https://watermark.silverchair.com/ejf335.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAqEwggKdBgkqhkiG9w0BBwagggKOMIICigIBADCCAoMGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMN3eWIKttoJ33ym-DAgEQgIICVA3p-cCaaoQaDxbHIR4JzyOIbeT2J9wJahpu3hsP0RrU-7pN7rZyDj1xirCsJFFgfOwXQGWnVf6vbSHSWN9RT6sH33DpWCR_onLjGn4W-PXg5MEM3nbzmwgEFw5IdoSbqleFxlDDCMAeR6vUNqilxCcnyfngeHvPcD3P0rj_U1p9C1AAglTB8s3Q4hrIdKU2ABW08clEw-_Z72SlRQ2zg4FroEPqCK4eSAsz-NhDD8EuUgmFDF_68TwwiHU01GuzF_uXaUbTx4sHQEMvctcmUrzsd2Cdq0MV_lARYJMYrrGL6QlS8_7_WJ1GbH19PH0aPrrbGrG0sgUp5IIW91R0heVIQr1RRefwstupU3F60P6AEyogNhoDKpM__nmlUmsIRMn_SSD0z6ohZQL7WNQIr2swMvDR-b_8mC31KF8RloUbwwEPCk-RmnNB4eP3AiHc0X-4cCt0qcTy_vODv5k1b0BBMdhk7kkNe6q4ZTC_wnyd5ry5GiwQlc9BQxhuIRrrL8Rsr4Pe6QLcPRFXEGiAymtsp1tLIbo2vyH6Iv7tPml_VqC5xrPfBiUoRcNwMLbNQjci7_zRhJQH37T2BUNAL_uZUNLPs5--DzUJqas0LTcqKfB9iEfduLLLK93TffuTXthLCgQ3BVWOXysIVKwHaz1h6QUuXeJZOu-vBvmtdwEfnHQda-USDHk12yYl3fmhuCOzVgapx4PnKRvoP2JDvyLD_3j3uX2VZPJEWShCftTT5slFAyUqWDbN994dkGTr_UniT1LanQ6A2U-m3rqHY4bRmjNo
https://openalex.org/W2794220255,https://doi.org/10.1177/0891242417752436,https://doi.org/10.1177/0891242417752436,https://journals.sagepub.com/doi/pdf/10.1177/0891242417752436
https://openalex.org/W2804958844,https://doi.org/10.1093/jeg/lby026,https://doi.org/10.1093/jeg/lby026,https://figshare.com/articles/report/The_Geography_of_Family_Differences_and_Intergenerational_Mobility/15108630/1/files/29044401.pdf
https://openalex.org/W2806349642,https://doi.org/10.2139/ssrn.1976533,https://doi.org/10.2139/ssrn.1976533,https://econpapers.repec.org/scripts/redir.pf?u=https%3A%2F%2Fdocs.iza.org%2Fdp6202.pdf;h=repec:iza:izadps:dp6202
https://openalex.org/W2811219136,https://doi.org/10.1007/s13524-018-0693-4,https://doi.org/10.1007/s13524-018-0693-4,https://read.dukeupress.edu/demography/article-pdf/55/4/1547/841920/1547berger.pdf
https://openalex.org/W2889122466,https://doi.org/10.1177/2378023119881282,https://doi.org/10.1177/2378023119881282,https://journals.sagepub.com/doi/pdf/10.1177/2378023119881282
https://openalex.org/W2890853717,https://doi.org/10.26686/pq.v7i2.4383,https://doi.org/10.26686/pq.v7i2.4383,https://ojs.victoria.ac.nz/pq/article/download/4383/3876
https://openalex.org/W2896751489,https://doi.org/10.1177/2378023118805646,https://doi.org/10.1177/2378023118805646,https://journals.sagepub.com/doi/pdf/10.1177/2378023118805646
https://openalex.org/W2900408224,https://doi.org/10.1007/s00148-018-0722-z,https://doi.org/10.1007/s00148-018-0722-z,https://link.springer.com/content/pdf/10.1007/s00148-018-0722-z.pdf
https://openalex.org/W2902789768,https://doi.org/10.3390/socsci7120253,https://doi.org/10.3390/socsci7120253,https://www.mdpi.com/2076-0760/7/12/253/pdf?version=1544761239
https://openalex.org/W2906080883,https://doi.org/10.1177/0081175019886613,https://doi.org/10.1177/0081175019886613,https://journals.sagepub.com/doi/pdf/10.1177/0081175019886613
https://openalex.org/W2913916335,https://doi.org/10.3982/qe771,https://doi.org/10.3982/qe771,https://doi.org/10.3982/qe771
https://openalex.org/W2921237584,https://doi.org/10.5089/9781484396988.001,https://doi.org/10.5089/9781484396988.001,https://www.elibrary.imf.org/doc/IMF001/25764-9781484396988/25764-9781484396988/Other_formats/Source_PDF/25764-9781498301282.pdf
https://openalex.org/W2921712035,https://doi.org/10.2139/ssrn.3334749,https://doi.org/10.2139/ssrn.3334749,https://archives.kdischool.ac.kr/bitstream/11125/31216/1/WP18-18.pdf
https://openalex.org/W2924600205,https://doi.org/10.1177/2378023119831799,https://doi.org/10.1177/2378023119831799,https://journals.sagepub.com/doi/pdf/10.1177/2378023119831799
https://openalex.org/W2936910510,https://doi.org/10.3390/su11082341,https://doi.org/10.3390/su11082341,https://www.mdpi.com/2071-1050/11/8/2341/pdf?version=1556184562
https://openalex.org/W2942948331,https://doi.org/10.2139/ssrn.3390302,https://doi.org/10.2139/ssrn.3390302,https://www.econstor.eu/bitstream/10419/195779/1/GLO-DP-0343.pdf
https://openalex.org/W2943104001,https://doi.org/10.15195/v6.a15,https://doi.org/10.15195/v6.a15,https://sociologicalscience.com/download/vol-6/may/SocSci_v6_380to415.pdf
https://openalex.org/W2943543771,https://doi.org/10.5897/jdae2018.1011,https://doi.org/10.5897/jdae2018.1011,https://academicjournals.org/journal/JDAE/article-full-text-pdf/200D9BF60677.pdf
https://openalex.org/W2944091914,https://doi.org/10.4236/jss.2019.75006,https://doi.org/10.4236/jss.2019.75006,http://www.scirp.org/journal/PaperDownload.aspx?paperID=92307
https://openalex.org/W2953817338,https://doi.org/10.1007/s41996-019-00033-1,https://doi.org/10.1007/s41996-019-00033-1,https://link.springer.com/content/pdf/10.1007/s41996-019-00033-1.pdf
https://openalex.org/W2965558093,https://doi.org/10.1177/0034644619866201,https://doi.org/10.1177/0034644619866201,https://journals.sagepub.com/doi/pdf/10.1177/0034644619866201
https://openalex.org/W2967279307,https://doi.org/10.1111/labr.12164,https://doi.org/10.1111/labr.12164,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/labr.12164
https://openalex.org/W3000604125,https://doi.org/10.2139/ssrn.3541447,https://doi.org/10.2139/ssrn.3541447,https://www.econstor.eu/bitstream/10419/215101/1/cesifo1_wp8099.pdf
https://openalex.org/W3001385022,https://doi.org/10.1016/j.rssm.2020.100479,https://doi.org/10.1016/j.rssm.2020.100479,https://doi.org/10.1016/j.rssm.2020.100479
https://openalex.org/W3008379420,https://doi.org/10.26710/jbsee.v4i1.364,https://doi.org/10.26710/jbsee.v4i1.364,http://publishing.globalcsrc.org/ojs/index.php/jbsee/article/download/364/453
https://openalex.org/W3022704615,https://doi.org/10.1146/annurev-soc-121919-054814,https://doi.org/10.1146/annurev-soc-121919-054814,https://doi.org/10.1146/annurev-soc-121919-054814
https://openalex.org/W3025676006,https://doi.org/10.1177/0003122420917591,https://doi.org/10.1177/0003122420917591,https://ora.ox.ac.uk/objects/uuid:b281a16d-4cd7-4fd9-8824-f864f0d22e5b/files/sbz60cw27g
https://openalex.org/W3032637579,https://doi.org/10.2478/sbe-2020-0011,https://doi.org/10.2478/sbe-2020-0011,https://www.sciendo.com/pdf/10.2478/sbe-2020-0011
https://openalex.org/W3033668572,https://doi.org/10.1007/s11205-020-02378-9,https://doi.org/10.1007/s11205-020-02378-9,https://link.springer.com/content/pdf/10.1007/s11205-020-02378-9.pdf
https://openalex.org/W3039577330,https://doi.org/10.1016/j.jhe.2020.101710,https://doi.org/10.1016/j.jhe.2020.101710,https://unsworks.unsw.edu.au/bitstreams/5565df99-de6b-45ba-931b-f81e467e7776/download
https://openalex.org/W3039606322,https://doi.org/10.1186/s12651-020-00272-y,https://doi.org/10.1186/s12651-020-00272-y,https://labourmarketresearch.springeropen.com/track/pdf/10.1186/s12651-020-00272-y
https://openalex.org/W3044954030,https://doi.org/10.1177/0081175020931126,https://doi.org/10.1177/0081175020931126,https://doi.org/10.1177/0081175020931126
