id,Q1,Q1_1,Q2,Q2_1,Q2_2,Q3,Q4
https://openalex.org/W2899653909,No,"The paper focuses on documenting labor income mobility patterns within the top decile (and the rest of the distribution) in Switzerland, with additional emphasis on aspects such as gender inequality and the prevalence of foreign-born and self-employed individuals among top earners.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1822029666,No,"The paper does not discuss inter/multigenerational wealth/income/earning mobility; instead, it focuses on how short-term observed income changes can overstate the underlying structural economic mobility by accounting for transitory income fluctuations.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2028281379,No,The paper mainly focuses on income inequality and the dynamics of income mobility (measured through income transition matrices and panel data models) in rural China from 2003 to 2006 rather than on inter/multigenerational aspects.,N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3001018177,Yes,"The paper operationalizes county-level social mobility by linking the income ranks of individuals (based on tax records) with the income ranks of their parents, effectively examining intergenerational income mobility.",Yes,"The measure mentioned is the association between the income ranks of individuals born during 1980-1982 and the income ranks of their parents, aggregated at the county level using tax record data.",N/A,Yes,N/A
https://openalex.org/W1512287801,No,"Based solely on the title, the paper examines how income mobility affects income inequality in the US during the 1980s and 1990s, rather than focusing specifically on inter/multigenerational wealth, income, or earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2019489085,No,"The paper focuses on labour income mobility over time in Argentina and Mexico, rather than on inter/multigenerational mobility. It examines income dynamics within a generation and explores the relationship between income mobility and business cycle dynamics.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3123100291,No,"The main focus of the paper is on analyzing the relationship between changes in income inequality, pro‐poor income growth, and the reshuffling of individuals in the income pecking order, rather than on inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2120737087,Yes,"The paper examines income‐related social mobility between age 13 and 30 years, using early life measures (including parental data) and later individual data to determine whether individuals were upwardly mobile, downwardly mobile, or remained stable, and then relates these mobility patterns to health-related quality of life outcomes.",Yes,"The study categorizes participants based on their socioeconomic position over time into groups such as upwardly mobile, downwardly mobile, stably disadvantaged, and stably advantaged. These groupings, derived from income‐related data collected at age 13 (with parental input) and at age 30, serve as the measures of social mobility.",N/A,Yes,N/A
https://openalex.org/W2090360963,No,"The paper focuses on income mobility over multiple time periods for individuals, employing a mixed approach that combines parametric and non-parametric methods to analyze the multivariate distribution of incomes. It does not discuss inter/multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2098455657,No,"The paper primarily focuses on long-term income inequality and income mobility at the individual level by aggregating income streams into a measure of permanent income, rather than on inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2122903902,No,"The main focus of the paper is on analysing neighbourhood change by examining income developments of in-migrants, out-migrants, and non-migrants, rather than inter/multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2517538278,No,"The paper focuses on examining the convergence and transitional dynamics of rural household income in China, analyzing how income distributions evolve over time at both national and provincial levels.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2766152179,No,"The main focus of the paper is on illustrating income mobility through new measures such as the Three Is of Mobility (TIM) curve and re-ranking curves, which examine positional changes within the income distribution.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1607875766,No,"The paper focuses on measuring household income mobility in the Philippines over time using longitudinal data, rather than on inter- or multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1600995453,No,"The paper focuses on overall family income mobility over time in the U.S., examining how families’ real incomes change and the increasing dependence on their initial income levels, with an emphasis on differences by race.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3006749294,No,"The paper focuses on analyzing income distribution and short-term income mobility patterns using household surveys and tax records, rather than inter/multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W51215970,No,"The paper focuses on estimating individual income mobility in Argentina using a dynamic pseudo-panel and addressing measurement error, rather than inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2021551603,No,The paper primarily focuses on investigating income and expenditure inequalities and the mobility of relative income positions from year to year in Hungary during the post-transitional period.,N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2887752238,No,"The paper primarily focuses on examining income inequality and income mobility in India using nationally representative panel data, without addressing inter/multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W4256502197,No,"Based solely on the provided information, the paper appears to focus on income mobility in general rather than explicitly discussing inter/multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1888252106,No,"The paper does not discuss inter/multigenerational mobility; instead, it focuses on examining income mobility by comparing gross and net equivalent income, and analyzes the role of welfare state policies in affecting income mobility across different countries.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1982995679,No,"The paper primarily focuses on comparing cross‐sectional and lifetime income distributions using a model of relative income mobility, rather than on inter- or multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2038178793,No,The paper focuses on the geographical mobility of Danish dual-earner couples and examines the relationship between job changes and residential relocation.,N/A,N/A,"The paper does not discuss inter/multigenerational wealth/income/earning mobility, so measures relevant to that topic are not addressed.",N/A,N/A
https://openalex.org/W2766897852,No,"The paper's main focus is on individual income mobility and its association with residential mobility, specifically examining how upward mobility impacts the likelihood of moving out of low-income neighbourhoods among immigrants and native-born residents in Finland.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2966559419,No,"The paper focuses on analyzing the determinants of subjective social status in China using objective indicators like education, income, and occupation and emphasizing income inequality and subjective perceptions of upward mobility rather than inter/multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2076380281,No,"The paper primarily focuses on spatial income convergence and intradistributional mobility across metropolitan and nonmetropolitan regions, rather than inter/multigenerational wealth, income, or earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2139179485,No,"The paper does not discuss inter/multigenerational mobility; instead, it focuses on intragenerational income mobility and examines the effects of German reunification on it.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2156651827,No,The main focus of the paper is on assessing the effects of panel attrition on income mobility comparisons by employing alternative longitudinal weighting schemes on the European Community Household Panel data.,N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3041900243,Yes,"The paper examines absolute upward income mobility by comparing cross-cohort income dynamics across eight countries, highlighting how marginal income distributions and cross-cohort inequality drive mobility without relying on linked parent-child data.",Yes,The paper employs the measure of absolute upward income mobility rates and uses decomposition analysis of marginal income distributions to assess the impact of cross-cohort inequality.,N/A,Yes,N/A
https://openalex.org/W2540318834,No,The paper primarily focuses on intragenerational income mobility among Indian households over different time periods and examines disparities across social groups.,N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2059729108,No,"The paper focuses on income mobility among the elderly in Sweden during the 1990s, examining factors that influence income changes, such as the impact of the death of a spouse, rather than inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2159394914,No,"The paper focuses on tracking income mobility over time among working age Americans using panel tax data, rather than on inter/multigenerational wealth or income mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2168325365,No,"The paper focuses on the role of wives' labor market activity—such as employment, hours worked, and earnings—in affecting family income mobility among married couples over time.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3123263485,No,The paper does not discuss inter/multigenerational mobility; its primary focus is on household income mobility over different time periods and social groups in India.,N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2549948209,No,"The paper focuses on estimating income mobility, comparing Egypt and Jordan in the context of the Arab Spring, rather than examining inter/multigenerational wealth or income mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2508091509,Yes,"The paper examines income mobility explicitly, noting that despite some movement through the income distribution over the past 40 years, a person’s position remains significantly influenced by the income quintile of their parents.",Yes,"The abstract references a measure of income mobility used to document changes over time, but it does not specify the exact measure or index employed.",N/A,Yes,N/A
https://openalex.org/W2734914251,No,"The paper primarily focuses on individual income dynamics, mobility, and welfare by developing a framework to analyze the effects of income risk and the decomposition of income mobility into measurement error, transitory shocks, and persistent shocks.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2071650748,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1499472783,No,"The paper focuses on documenting the magnitude and distribution of income mobility in Germany using current income changes, rather than inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3214930689,No,"The paper primarily investigates the impact of economic freedom on individual income mobility over time, examining metrics such as absolute income gain, the percentage of people experiencing rising income, and average decile mobility, rather than focusing on inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2098947378,Yes,"The paper models how individuals learn from their dynastic (intergenerational) income mobility experiences to assess the relative importance of individual effort versus predetermined factors, which in turn shapes their political attitudes toward redistribution.",No,N/A,The paper focuses on a theoretical model of how mobility experiences inform political beliefs rather than proposing or employing specific measures to quantify inter/multigenerational mobility.,N/A,Yes
https://openalex.org/W2116271887,No,"The paper primarily focuses on examining total income mobility by looking at relative total income mobility and long-run income equalization, rather than inter- or multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2039137154,No,"The paper primarily focuses on analyzing income mobility in Russia over the period 2000-2005, rather than examining inter/multigenerational wealth or income mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W4393244952,Yes,The paper examines intergenerational income mobility by using linked parent–child administrative data across several countries. It discusses the methodological challenges in accurately measuring absolute income mobility across generations.,Yes,The paper mentions the use of “copula and marginals” approximation methods as measures to study intergenerational income mobility.,N/A,Yes,N/A
https://openalex.org/W3125905928,Yes,"The paper uses a three‐period stochastic overlapping-generations model, which implies an analysis of intergenerational (income) mobility by exploring how income inequality affects redistribution and social insurance policies.",No,N/A,"The paper does not introduce specific quantitative measures for intergenerational mobility; instead, it focuses on a theoretical model to derive implications for redistribution.",N/A,Yes
https://openalex.org/W19695556,No,"The paper focuses on income mobility transitions among Australian children and persistent financial disadvantage, rather than on inter/multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2031793702,No,"The paper's main focus is on intragenerational income mobility, examining how income distribution dynamics evolve within the same generation over time using census data and the entropy method.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2028049854,No,"The paper does not discuss inter/multigenerational mobility. Instead, it focuses on analyzing income distribution and socioeconomic mobility using a framework that combines a dynamic and static view of equity, with an emphasis on household and class income distributions and their translation into overall size distributions via a mobility matrix.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2086094378,No,"The paper focuses on analyzing individual income dynamics, mobility, and welfare by modeling income as a stochastic process with both transitory and persistent components, rather than on inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1511393101,No,"The paper instead focuses on constructing pseudo-panel data from repeated cross-sectional surveys to measure various income mobility indicators, emphasizing methodological performance rather than inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2045921469,No,"The paper primarily focuses on developing a theoretical framework for income mobility by representing incomes as vectors, where the mobility is decomposed into changes in norm and angle; it does not address inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2765573255,No,"The paper focuses on poverty income dynamics, specifically examining income mobility of the poor and poverty persistence via simple diagrammatic representations (the 'three Is of mobility' and 'poverty persistence' curves) using New Zealand income data.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3123369447,No,"The main focus of the paper is on measuring income mobility patterns and transitions around poverty lines in Latin America using pseudo-panels and econometric techniques, rather than on inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2187576493,No,"The paper focuses on individual subjective experiences of social mobility (upward and downward mobility) and their influence on attitudes toward income redistribution, not on inter/multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3122788238,No,"The paper’s main focus is on proposing a two‐step aggregation method for measuring long‐term income inequality and income mobility by aggregating individual income streams into permanent income and then into social welfare measures, rather than discussing inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1525819538,No,The paper does not discuss inter/multigenerational mobility; its main focus is on reviewing macro and micro income mobility studies in China and proposing further studies using panel data.,N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1544811984,No,The paper does not discuss inter/multigenerational wealth/income/earning mobility. Its main focus is on examining income inequality and income mobility trends over the 1980s and 1990s in the U.S. and evaluating the influence of economic policies on these phenomena.,N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1501162779,No,The paper's main focus is on testing the glass ceiling hypothesis by examining upward labor income mobility for women compared to men in Germany and the United States.,N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2055219544,No,"The paper focuses on household income mobility in Chile between 1996 and 2001, emphasizing transitions such as moving from unemployment to employment and the role of education in income dynamics, rather than inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2048719100,No,"The paper primarily focuses on examining residential and income mobility among low-income Chicago families in the wake of welfare and public-housing reforms, rather than inter/multigenerational wealth or income mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2599707534,No,"The paper focuses on income mobility within household income groups in Russia between 1995 and 2007, analyzing how households remain in or move out of the middle of the income distribution.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2072020092,No,"The main focus of the paper is on tracking income and earnings mobility within the same generation over the 1970s and 1980s using longitudinal data. It examines changes in real income and earnings among prime-age adults, highlighting differences by gender and socio-economic status.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W800826932,No,"The paper focuses on occupational mobility and its implications on wage differentials, examining how job changes within Brazil influence income and occupational status.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2571149215,No,"The paper does not discuss inter/multigenerational wealth/income/earning mobility. Instead, it focuses on examining the relationship between income mobility and economic inequality at the regional level by decomposing total mobility into growth, dispersion, and exchange components.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3122681147,No,"The paper focuses on the effects of a local income and wealth tax reform on geographical or migration mobility in Switzerland, not on inter/multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1524763816,No,"The paper focuses on individual upward labor income mobility across genders, not on inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W4221008836,No,"The paper focuses on the microeconomic drivers of short-term income mobility in Russia, specifically the impact of access to credit on household income growth.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W4283529093,No,"The paper rather focuses on examining household income mobility across social groups in India, investigating how different caste groups experience upward and downward mobility over distinct time periods.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1591465945,No,"The paper primarily focuses on the statistical inference of general income/earnings mobility measures and their asymptotic properties, rather than on inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3123759486,No,"The paper focuses on analyzing macroeconomic factors affecting income mobility, specifically the relationship between biannual relative income mobility, changes in the unemployment rate, and GDP, rather than inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2914678702,No,The paper focuses on the inference for income mobility measures in regional income distributions and examines how spatial dependence and small sample issues affect the estimation and testing of these measures.,N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2030076687,No,"The paper primarily focuses on factor mobility and income redistribution within a federation rather than on inter/multigenerational wealth, income, or earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2033993714,No,"The paper primarily focuses on examining the relationships among income inequality, poverty, and income mobility using distribution functions rather than discussing inter/multigenerational wealth or income mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2529654302,No,"The paper primarily focuses on investigating the long-term differences in household income and their determinants during the people’s commune period, rather than discussing inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3176415193,No,"The main focus of the paper is on measuring annual income mobility and inequality using adult-level tax returns, rather than inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W610975971,No,"The paper focuses on household income dynamics over the life course, specifically examining mobility into and out of low income rather than inter/multigenerational wealth or income.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2924156640,No,"The paper focuses on examining income inequality, income mobility in terms of income reranking, and the pro-poor growth effects in India, rather than studying inter/multigenerational wealth/income/earning mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2115788604,No,"The paper focuses on how varying homeownership rates affect local income redistribution and tax differences, emphasizing geographic mobility costs between homeowners (immobile) and renters (mobile), rather than inter/multigenerational wealth or income mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3123414136,No,"The paper’s main focus is on analyzing annual income mobility among households in China between the early 1990s and early 2000s, examining how income inequality and mobility evolved over time, with attention to differences between urban and rural households.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2800283609,No,"The paper focuses on occupational mobility among young Black and White men, examining how factors like education and racial discrimination affect occupational prestige and income rather than inter/multigenerational wealth or income mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2160722410,No,"The paper focuses on how income segmentation affects intra-generational income mobility by comparing income changes based on initial and permanent income, not on inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W3108475845,No,"The paper focuses on measuring household income mobility over time using several mobility indices, and it explores how financial literacy and economic growth influence household income improvements.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2877913833,No,"The paper focuses on the implications of using household income quintiles as measures of income inequality and social mobility, emphasizing that the choice of counting households rather than individuals shapes how we interpret mobility trends.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W2904176533,No,"The main focus of the paper is on regional income mobility across large cities in China and its relationship with income inequality, rather than on inter/multigenerational wealth or income mobility.",N/A,N/A,N/A,N/A,N/A
https://openalex.org/W1521140469,No,"The paper focuses on measuring income mobility, income inequality, and social welfare among PRC households, comparing rural and urban disparities rather than addressing inter/multigenerational mobility.",N/A,N/A,N/A,N/A,N/A
