period,node_type,node_name,mean_null_betweenness,mean_null_degree,mean_null_node_count,mean_null_strength,obs_betweenness,obs_degree,obs_node_count,obs_strength,sd_null_betweenness,sd_null_degree,sd_null_node_count,sd_null_strength,z_betweenness,z_degree,z_node_count,z_strength
2001-2005,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",0.06030783731873648,4.750809061488673,2.6785329018338726,5.357065803667745,0.0,2.0,1.0,2.0,0.07391698557797978,2.1305747339073684,1.359790831943532,2.719581663887064,-0.8158860490206796,-1.2911112751458502,-1.2344052205696714,-1.2344052205696714
2001-2005,RqType,Empirical Estimates and Determinants,0.0634767432710258,4.888770053475936,2.7433155080213902,5.4866310160427805,0.09558823529411764,8.0,10.0,20.0,0.07332165921513273,2.1921682884007097,1.367407291239145,2.73481458247829,0.4379537010867916,1.4192477662350702,5.306893226671769,5.306893226671769
2001-2005,RqType,Intergenerational Wealth Mobility and Inheritance,0.05975872635980904,4.727659574468085,2.65,5.3,0.4301470588235294,11.0,9.0,18.0,0.07433443422817418,2.1627795518370183,1.3438813338251339,2.6877626676502677,4.98272888345111,2.900129335976163,4.725119577281266,4.725119577281266
2001-2005,RqType,Measurement and Methodological Advances,0.05961112645552411,4.7395048439181915,2.6458557588805167,5.291711517761033,0.0,4.0,2.0,4.0,0.07181542212730381,2.140274759852039,1.3230738051322957,2.6461476102645913,-0.830060239009029,-0.34551864918937547,-0.48814794486535606,-0.48814794486535606
2001-2005,RqType,Theoretical and Structural Models,0.06554335749611799,4.924788135593221,2.780720338983051,5.561440677966102,0.0,2.0,1.0,2.0,0.0805562557693366,2.2233838620714947,1.4065477506793491,2.8130955013586982,-0.8136346068987331,-1.3154670165088982,-1.2660219591712973,-1.2660219591712973
2006-2010,DataType,Administrative/Registry Data,0.014527951000958531,7.693158953722334,5.129778672032193,10.259557344064387,0.0,5.0,6.0,12.0,0.024674901208633433,2.584603393910175,2.196825172190091,4.393650344380182,-0.5887744343177101,-1.0420008578755011,0.39612680106913234,0.39612680106913234
2006-2010,DataType,Archival/Historical Data,0.013977532756236087,7.4652567975830815,4.984894259818731,9.969788519637461,0.0,3.0,2.0,4.0,0.023201994090420976,2.577244433591905,2.1281460141535735,4.256292028307147,-0.6024280801798307,-1.7325701588032356,-1.4025796350284316,-1.4025796350284316
2006-2010,DataType,International Panel Data,0.014606780835374093,7.820564516129032,5.175403225806452,10.350806451612904,0.0,3.0,2.0,4.0,0.02349702733824884,2.6429008318768195,2.143556236434795,4.28711247286959,-0.6216437775342305,-1.8239672325146512,-1.4813715506190055,-1.4813715506190055
2006-2010,DataType,Linked Administrative Data,0.013138647630444054,7.595190380761523,4.984969939879759,9.969939879759519,0.0,5.0,9.0,18.0,0.022722828772878307,2.5943494098538236,2.117125696017222,4.234251392034444,-0.5782135561451832,-1.0003241548360855,1.8964533223858147,1.8964533223858147
2006-2010,DataType,National Survey Data,0.013940591532588188,7.63819095477387,5.039195979899498,10.078391959798996,0.0,4.0,10.0,20.0,0.02283972553533297,2.610100475204464,2.124749093196218,4.249498186392436,-0.6103659832086049,-1.3938892350452023,2.334771684800704,2.334771684800704
2006-2010,DataType,No dataset,0.013603178819101247,7.719879518072289,5.091365461847389,10.182730923694779,0.24675324675324675,10.0,12.0,24.0,0.02445552084417507,2.595482427352504,2.1253875184279534,4.250775036855907,9.533637390907511,0.878495827172109,3.2505293638228356,3.2505293638228356
2006-2010,DataType,Others_DataType,0.013470473775573347,7.614300100704934,5.05337361530715,10.1067472306143,0.0021645021645021645,6.0,3.0,6.0,0.023443346419727135,2.600263040852401,2.160908933234014,4.321817866468028,-0.4822678216944924,-0.6208218458451592,-0.9502360713711674,-0.9502360713711674
2006-2010,DataType,Panel/Longitudinal Surveys,0.012853368896798556,7.601609657947686,5.0392354124748495,10.078470824949699,0.010822510822510822,10.0,21.0,42.0,0.021348730319798427,2.5553761081149595,2.074996164452098,4.149992328904196,-0.09512781527828626,0.9385664734188774,7.691948959211492,7.691948959211492
2006-2010,Measure,Absolute Mobility Measures,0.062285055349876266,11.423,8.135,16.27,0.0,3.0,2.0,4.0,0.061205343440786195,3.0091736616762628,2.78864690334785,5.5772938066957,-1.0176408112166653,-2.7991073121741867,-2.1999916850838153,-2.1999916850838153
2006-2010,Measure,Decomposition / Structural Approaches,0.06254074196216013,11.646,8.275,16.55,0.0,4.0,5.0,10.0,0.06005931627373256,2.847594211398947,2.657901322366848,5.315802644733696,-1.0413162493745012,-2.6850735857633747,-1.2321751648340462,-1.2321751648340462
2006-2010,Measure,Multigenerational Measures,0.06259571139117527,11.469,8.186,16.372,0.0,2.0,1.0,2.0,0.06006322868260707,2.85748214416192,2.6874944886690697,5.374988977338139,-1.0421636126481084,-3.313756489903524,-2.673865948487481,-2.673865948487481
2006-2010,Measure,Non‐parametric Approaches,0.05933751845282648,11.367,8.081,16.162,0.0,2.0,1.0,2.0,0.05926961640574036,2.8524458710810703,2.661112647093415,5.32222529418683,-1.0011456468120408,-3.2838484666669343,-2.660917044505493,-2.660917044505493
2006-2010,Measure,Others_Measure,0.06075212406156275,11.425,8.147,16.294,0.0,6.0,4.0,8.0,0.059675971145998055,2.936153265072516,2.7380445372359974,5.476089074471995,-1.01803327025767,-1.8476555922791775,-1.5145845670524833,-1.5145845670524833
2006-2010,Measure,Rank‐based Measures,0.058222685536453975,11.289,8.035,16.07,0.0,3.0,2.0,4.0,0.05811802126275458,2.816275982642754,2.6639954714435743,5.327990942887149,-1.001800891899368,-2.943248478162896,-2.2653942413534716,-2.2653942413534716
2006-2010,Measure,Regression‐based Measures,0.059848694955291944,11.39,8.092,16.184,0.7510822510822511,13.0,43.0,86.0,0.057469490063367434,2.7920773083307875,2.5729664117815756,5.145932823563151,12.027835210731574,0.5766315979848424,13.567219470940927,13.567219470940927
2006-2010,Measure,Transition Matrix / Probability Measures,0.05844361156399367,11.394394394394395,8.057057057057056,16.114114114114113,0.004329004329004329,7.0,7.0,14.0,0.05649854650321066,2.8007672525603833,2.5971596454966224,5.194319290993245,-0.9578052991489641,-1.5689966348960849,-0.4070050367869968,-0.4070050367869968
2006-2010,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",0.04416970679639618,10.198,7.108,14.216,0.0,2.0,1.0,2.0,0.04951184260087306,2.845503978716757,2.5045176399076547,5.0090352798153095,-0.892103878105666,-2.8810362105686003,-2.438792964630591,-2.438792964630591
2006-2010,RqType,Empirical Estimates and Determinants,0.043947034281566356,10.323323323323324,7.2192192192192195,14.438438438438439,0.09090909090909091,11.0,21.0,42.0,0.049609017646257005,2.7788505875167258,2.478967840472964,4.957935680945928,0.9466435510252003,0.24350955741070524,5.559080096073991,5.559080096073991
2006-2010,RqType,Intergenerational Wealth Mobility and Inheritance,0.044028159949479055,10.161,7.088,14.176,0.36796536796536794,14.0,33.0,66.0,0.04920016182426907,2.6825874217395556,2.4629905242047365,4.925981048409473,6.584067938087546,1.4310810409714645,10.520543926317623,10.520543926317623
2006-2010,RqType,Measurement and Methodological Advances,0.04700777463277463,10.401,7.322,14.644,0.08441558441558442,9.0,5.0,10.0,0.05175431358601848,2.8035796865898175,2.58321291979368,5.16642583958736,0.7227959795203539,-0.49971827328515506,-0.8988806080241567,-0.8988806080241567
2006-2010,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",0.04497734586603905,10.318,7.214,14.428,0.0,2.0,1.0,2.0,0.050523725445892155,2.7976244749255934,2.5769836718234838,5.1539673436469675,-0.8902222761503812,-2.973236785191203,-2.4113462836196202,-2.4113462836196202
2006-2010,RqType,"Policy, Institutional, and Geographic Impacts",0.04633847510819287,10.307,7.255,14.51,0.0,2.0,1.0,2.0,0.04816867244041846,2.864429429390076,2.567599573057989,5.135199146115978,-0.9620044057786847,-2.9000539914746,-2.4361275276854593,-2.4361275276854593
2006-2010,RqType,Theoretical and Structural Models,0.04513743960433187,10.234,7.155,14.31,0.0,2.0,3.0,6.0,0.051394156941097655,2.8062642639493376,2.5395717009811762,5.0791434019623525,-0.8782601426084964,-2.934149896635911,-1.6361026540005525,-1.6361026540005525
2011-2015,DataType,Administrative/Registry Data,0.008670599703389112,12.407,11.083,22.166,0.0,12.0,12.0,24.0,0.01501865707925425,2.230319556773272,3.273656644767106,6.547313289534212,-0.5773219041911601,-0.18248506083533145,0.2801148988748748,0.2801148988748748
2011-2015,DataType,Archival/Historical Data,0.00697283798576902,12.265,10.822,21.644,0.0,4.0,5.0,10.0,0.010781917821950728,2.198546931181731,3.0961107702893806,6.192221540578761,-0.6467159276221838,-3.75930114694323,-1.880423677301391,-1.880423677301391
2011-2015,DataType,International Panel Data,0.006992530690437094,12.166,10.712,21.424,0.0,5.0,6.0,12.0,0.0115393499892729,2.2417558898036756,3.1860959193356386,6.372191838671277,-0.6059726671725377,-3.196601392949868,-1.4789259706225484,-1.4789259706225484
2011-2015,DataType,Linked Administrative Data,0.00705773744566848,12.24124124124124,10.742742742742744,21.485485485485487,0.006153846153846154,10.0,17.0,34.0,0.012138194166667251,2.287208671694958,3.1999005628470867,6.399801125694173,-0.07446670232912456,-0.9799023888713868,1.9554536568754843,1.9554536568754843
2011-2015,DataType,National Survey Data,0.007333728336068237,12.309,10.9,21.8,0.06461538461538462,9.0,22.0,44.0,0.01226647345703647,2.1873050320664706,3.1953419551294053,6.390683910258811,4.669773792764999,-1.512820549255446,3.473806608454359,3.473806608454359
2011-2015,DataType,Natural/Experimental Data,0.007023851552115098,12.319,10.835,21.67,0.0,2.0,1.0,2.0,0.01193184284380985,2.1683959373096373,3.097316317131392,6.194632634262784,-0.58866443717527,-4.758817254012635,-3.175329541126357,-3.175329541126357
2011-2015,DataType,No dataset,0.007289207033388067,12.353,10.939,21.878,0.08,10.0,27.0,54.0,0.012359848526683911,2.160800791387318,3.125547639702209,6.251095279404418,5.882822334726452,-1.088948138754282,5.1386194841459,5.1386194841459
2011-2015,DataType,Opportunity Atlas,0.0069275959737064,12.215,10.762,21.524,0.0,2.0,1.0,2.0,0.012503475508889255,2.1413454556330604,3.038517498483198,6.077034996966396,-0.554053628431653,-4.770365273444433,-3.212750956633657,-3.212750956633657
2011-2015,DataType,Others_DataType,0.0070442574347746745,12.333,10.901,21.802,0.0,6.0,3.0,6.0,0.012383291533131691,2.174129213694034,3.0657132282060564,6.131426456412113,-0.5688517803144385,-2.912890347137963,-2.577214309318611,-2.577214309318611
2011-2015,DataType,Panel/Longitudinal Surveys,0.00690332808156084,12.275,10.788,21.576,0.06461538461538462,12.0,45.0,90.0,0.012186509106139998,2.1739597744901125,3.1535695649534987,6.307139129906997,4.735733263001985,-0.12649728078087358,10.84865873269692,10.84865873269692
2011-2015,DataType,Pseudo-Panel/Household Budget Survey,0.007015014751714258,12.3,10.8,21.6,0.0,4.0,2.0,4.0,0.012291877208504534,2.1416317579328585,3.070085572980894,6.140171145961788,-0.5707032890680597,-3.875549551997356,-2.8663696143999196,-2.8663696143999196
2011-2015,Measure,Absolute Mobility Measures,0.059341289389318944,17.455,17.77,35.54,0.0,6.0,5.0,10.0,0.05292128478842323,2.0871826300856697,3.974027288896352,7.948054577792704,-1.121312334471141,-5.488259548964252,-3.213364949878445,-3.213364949878445
2011-2015,Measure,Decomposition / Structural Approaches,0.05945961041824137,17.367,17.655,35.31,0.00923076923076923,11.0,18.0,36.0,0.052370937025980537,2.1630973140360537,3.9234383349771624,7.846876669954325,-0.9590976224571706,-2.9434644288471796,0.08793307567098721,0.08793307567098721
2011-2015,Measure,Multigenerational Measures,0.05945979423901222,17.46,17.673,35.346,0.0,3.0,2.0,4.0,0.05402351001373391,2.131418059166935,4.073655074459013,8.147310148918026,-1.1006281195704666,-6.78421576556018,-3.847404778638848,-3.847404778638848
2011-2015,Measure,Non‐parametric Approaches,0.059293214452563796,17.519,17.761,35.522,0.0,5.0,3.0,6.0,0.050895935236103154,2.0985811976292563,3.8973154950642717,7.794630990128543,-1.1649891917204425,-5.965458955861499,-3.7874788476052212,-3.7874788476052212
2011-2015,Measure,Others_Measure,0.054843791668329846,17.325,17.382,34.764,0.0007692307692307692,9.0,8.0,16.0,0.04809016237134985,2.1762608095334324,3.793212947418648,7.586425894837296,-1.124441221086716,-3.8253687074320806,-2.4733649626458822,-2.4733649626458822
2011-2015,Measure,Rank‐based Measures,0.05697587726806733,17.38,17.573,35.146,0.0,5.0,5.0,10.0,0.04974613758743806,2.2023738216866025,3.8860999437447274,7.772199887489455,-1.1453326837268856,-5.621207389088586,-3.2353774174640484,-3.2353774174640484
2011-2015,Measure,Regression‐based Measures,0.05759369168165351,17.414,17.579,35.158,0.7192307692307692,17.0,90.0,180.0,0.05158874481091223,2.1576049822104273,4.002471583756564,8.004943167513128,12.825221469803312,-0.19187942344101652,18.09406974778031,18.09406974778031
2011-2015,Measure,Transition Matrix / Probability Measures,0.0583337546826463,17.463,17.607,35.214,0.003076923076923077,9.0,10.0,20.0,0.050964244087608725,2.1880170059710276,3.9872859753784216,7.974571950756843,-1.0842274342524427,-3.8678858422511104,-1.9078139985376998,-1.9078139985376998
2011-2015,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",0.043148687744931594,16.05,15.79,31.58,0.003076923076923077,6.0,6.0,12.0,0.0435480562668679,2.1804252461972307,3.7023786418473743,7.404757283694749,-0.9201734383377244,-4.6091926414481295,-2.6442460231768967,-2.6442460231768967
2011-2015,RqType,Empirical Estimates and Determinants,0.03977346205723668,16.013,15.585,31.17,0.18692307692307691,18.0,47.0,94.0,0.041600212745148246,2.1069575862532854,3.657342088341088,7.314684176682176,3.537232267712429,0.9430659700812475,8.589571126022106,8.589571126022106
2011-2015,RqType,Intergenerational Wealth Mobility and Inheritance,0.04226884231023188,16.022,15.768,31.536,0.2623076923076923,16.0,56.0,112.0,0.04271328289198314,2.2100679628464825,3.751032690639505,7.50206538127901,5.151532148767697,-0.00995444500795501,10.725579678470075,10.725579678470075
2011-2015,RqType,Measurement and Methodological Advances,0.041844474920490926,16.049,15.687,31.374,0.0,6.0,10.0,20.0,0.041413864899849565,2.2247580876465087,3.7458059295780477,7.491611859156095,-1.0103977260196,-4.516895592289081,-1.5182313517883241,-1.5182313517883241
2011-2015,RqType,Others_RqType,0.0416455322626197,16.103,15.801,31.602,0.0,2.0,1.0,2.0,0.042513339197058464,2.152446056007914,3.706904387779666,7.413808775559332,-0.9795874200702916,-6.552080578575088,-3.9928194665051486,-3.9928194665051486
2011-2015,RqType,Perceptions of Mobility and Attitudes,0.04078530165176306,15.955,15.589,31.178,0.0,2.0,2.0,4.0,0.042465579642933377,2.158154913956047,3.6747221095727203,7.3494442191454405,-0.9604320015104297,-6.4661715939656625,-3.6979667019175135,-3.6979667019175135
2011-2015,RqType,"Policy, Institutional, and Geographic Impacts",0.03757674978999897,15.957,15.391,30.782,0.0,9.0,9.0,18.0,0.040252145080650024,2.1872208244562175,3.632259945586537,7.264519891173074,-0.9335340940143543,-3.180748794182515,-1.7595106340793518,-1.7595106340793518
2011-2015,RqType,Theoretical and Structural Models,0.03964768817169269,15.987,15.538,31.076,0.0,6.0,10.0,20.0,0.04071986330902718,2.245411515262375,3.6556695583599894,7.311339116719979,-0.9736694809312681,-4.447737054930452,-1.5149071631311404,-1.5149071631311404
2016-2020,DataType,Administrative/Registry Data,0.004803838259441707,13.74,13.952,27.904,0.003076923076923077,10.0,29.0,58.0,0.00836556715341406,1.8643701016364416,3.554480317898853,7.108960635797706,-0.2064313334468735,-2.006039464330196,4.2335302643890484,4.2335302643890484
2016-2020,DataType,Archival/Historical Data,0.005504069903823599,13.772,14.143,28.286,0.06769230769230769,5.0,10.0,20.0,0.00978528501470538,1.8388576338034972,3.543036000960773,7.086072001921546,6.35528118956446,-4.7703529836923675,-1.1693361283589931,-1.1693361283589931
2016-2020,DataType,International Panel Data,0.005358121725701775,13.881,14.232,28.464,0.0,4.0,4.0,8.0,0.0109130065316369,1.8751947513139418,3.6095990366251494,7.219198073250299,-0.49098492795441234,-5.269319356336947,-2.8346638771176553,-2.8346638771176553
2016-2020,DataType,Linked Administrative Data,0.004723202556884823,13.738,13.901,27.802,0.0,11.0,21.0,42.0,0.009248615661770765,1.8843850208773436,3.6055788993168907,7.211157798633781,-0.5106929220129909,-1.4529939315295686,1.9688932618684254,1.9688932618684254
2016-2020,DataType,National Survey Data,0.00534633865040269,13.722,13.997,27.994,0.07384615384615384,10.0,24.0,48.0,0.009697862126349563,1.938162137818318,3.6560029208628047,7.312005841725609,7.063393385397161,-1.9203759723578386,2.736048142335544,2.736048142335544
2016-2020,DataType,Natural/Experimental Data,0.005228938931894597,13.694,13.958,27.916,0.0,5.0,3.0,6.0,0.010516907915947745,1.978959393287361,3.736870375086645,7.47374075017329,-0.4971935642761957,-4.393217985922342,-2.9324003511216046,-2.9324003511216046
2016-2020,DataType,No dataset,0.006000290288529205,13.749,14.085,28.17,0.08,12.0,35.0,70.0,0.011203306401085711,1.9182488573380354,3.8021350885037255,7.604270177007451,6.605166998226478,-0.9117690821550117,5.500856627435295,5.500856627435295
2016-2020,DataType,Opportunity Atlas,0.005482193193369301,13.732,14.118,28.236,0.0,2.0,1.0,2.0,0.010751285585566062,1.9354384314469737,3.6278419531778443,7.255683906355689,-0.5099104799829072,-6.061675643812092,-3.61592378314859,-3.61592378314859
2016-2020,DataType,Others_DataType,0.004622880014074595,13.812,14.073,28.146,0.0,7.0,6.0,12.0,0.007763278820315296,1.8324884758202475,3.430661807937419,6.861323615874838,-0.5954803532210173,-3.7173494348720815,-2.3531902740520048,-2.3531902740520048
2016-2020,DataType,Panel/Longitudinal Surveys,0.006077883337242943,13.816,14.272,28.544,0.08923076923076922,13.0,48.0,96.0,0.011909419120253232,1.9135845436786445,3.857057543373302,7.714115086746604,6.982110970644737,-0.42642484895458826,8.744489710283709,8.744489710283709
2016-2020,DataType,University/Institution Data,0.005223850574712643,13.812,14.158,28.316,0.0,3.0,2.0,4.0,0.009699585286719511,1.83194214210275,3.5167319208895353,7.033463841779071,-0.5385643221123114,-5.901933118689933,-3.4571870342976583,-3.4571870342976583
2016-2020,Measure,Absolute Mobility Measures,0.053202808565955106,19.082,22.723,45.446,0.0,13.0,14.0,28.0,0.04683191428939633,1.7315525617994603,4.535288286298881,9.070576572597762,-1.1360374516657603,-3.512454738122115,-1.9233617466726882,-1.9233617466726882
2016-2020,Measure,Decomposition / Structural Approaches,0.05649724714598483,19.085,23.023,46.046,0.0,11.0,24.0,48.0,0.04737806842631393,1.7264865350635539,4.479345436058212,8.958690872116424,-1.1924767940646157,-4.682920970305965,0.2181122250887961,0.2181122250887961
2016-2020,Measure,Multigenerational Measures,0.05542737068965518,19.067,22.922,45.844,0.0,3.0,3.0,6.0,0.04903432391457741,1.69037521526091,4.531495387888025,9.06299077577605,-1.1303790134073242,-9.504990285556248,-4.396341228383101,-4.396341228383101
2016-2020,Measure,Non‐parametric Approaches,0.05654061986863711,19.131,23.118,46.236,0.0,5.0,4.0,8.0,0.04838193407616587,1.770020330948764,4.438217409475765,8.87643481895153,-1.1686308319057135,-7.983524117163965,-4.307585283943578,-4.307585283943578
