key,year,identifier,measure,datatype,rqtype,paper_count,ew
Absolute Mobility Measures | Administrative/Registry Data | Empirical Estimates and Determinants,1976,filled,Absolute Mobility Measures,Administrative/Registry Data,Empirical Estimates and Determinants,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Empirical Estimates and Determinants,2022,filled,Absolute Mobility Measures,Administrative/Registry Data,Empirical Estimates and Determinants,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Empirical Estimates and Determinants,2023,filled,Absolute Mobility Measures,Administrative/Registry Data,Empirical Estimates and Determinants,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Empirical Estimates and Determinants,2024,appeared,Absolute Mobility Measures,Administrative/Registry Data,Empirical Estimates and Determinants,1,1.0
Absolute Mobility Measures | Administrative/Registry Data | Empirical Estimates and Determinants,2025,filled,Absolute Mobility Measures,Administrative/Registry Data,Empirical Estimates and Determinants,0,0.8705505632961241
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1976,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1977,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1978,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1979,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1980,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1981,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1982,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1983,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1984,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1985,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1986,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1987,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1988,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1989,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1990,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1991,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1992,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1993,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1994,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1995,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1996,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1997,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1998,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,1999,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2000,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2001,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2002,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2003,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2004,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2005,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2006,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2007,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2008,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2009,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2010,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2011,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2012,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2013,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2014,appeared,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,1,1.0
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2015,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.8705505632961241
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2016,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.757858283255199
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2017,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.6597539553864471
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2018,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.5743491774985174
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2019,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.49999999999999994
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2020,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.435275281648062
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2021,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.37892914162759944
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2022,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.3298769776932235
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2023,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.28717458874925866
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2024,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.24999999999999992
Absolute Mobility Measures | Administrative/Registry Data | Intergenerational Wealth Mobility and Inheritance,2025,filled,Absolute Mobility Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,0,0.21763764082403095
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1976,appeared,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,1,1.0
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1977,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.8705505632961241
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1978,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.757858283255199
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1979,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.6597539553864471
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1980,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.5743491774985174
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1981,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.49999999999999994
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1982,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.435275281648062
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1983,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.37892914162759944
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1984,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.3298769776932235
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1985,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.28717458874925866
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1986,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.24999999999999992
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1987,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.21763764082403095
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1988,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.1894645708137997
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1989,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.16493848884661172
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1990,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.14358729437462933
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1991,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.12499999999999996
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1992,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.10881882041201547
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1993,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.09473228540689985
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1994,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.08246924442330586
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1995,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.07179364718731467
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1996,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.06249999999999998
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1997,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.05440941020600774
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1998,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.04736614270344992
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1999,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.04123462221165293
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2000,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.03589682359365733
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2001,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.03124999999999999
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2002,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.02720470510300387
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2003,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.02368307135172496
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2004,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.020617311105826465
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2005,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.017948411796828666
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2006,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.015624999999999995
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2007,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.013602352551501934
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2008,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.01184153567586248
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2009,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.010308655552913232
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2010,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.008974205898414333
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2011,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.007812499999999997
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2012,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.006801176275750967
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2013,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.00592076783793124
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2014,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.005154327776456616
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2015,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.004487102949207167
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2016,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0039062499999999987
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2017,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0034005881378754836
Absolute Mobility Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2018,filled,Absolute Mobility Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.00296038391896562
