key1,key2,year,identifier,paper_count,ew
Absolute Mobility Measures,Archival/Historical Data,1981,filled,0,0.49999999999999994
Absolute Mobility Measures,Archival/Historical Data,1982,filled,0,0.435275281648062
Absolute Mobility Measures,Archival/Historical Data,1983,filled,0,0.37892914162759944
Absolute Mobility Measures,Archival/Historical Data,1984,filled,0,0.3298769776932235
Absolute Mobility Measures,Archival/Historical Data,1985,filled,0,0.28717458874925866
Absolute Mobility Measures,Archival/Historical Data,1986,filled,0,0.24999999999999992
Absolute Mobility Measures,Archival/Historical Data,1987,filled,0,0.21763764082403095
Absolute Mobility Measures,Archival/Historical Data,1988,filled,0,0.1894645708137997
Absolute Mobility Measures,Archival/Historical Data,1989,filled,0,0.16493848884661172
Absolute Mobility Measures,Archival/Historical Data,1990,filled,0,0.14358729437462933
Absolute Mobility Measures,Archival/Historical Data,1991,filled,0,0.12499999999999996
Absolute Mobility Measures,Archival/Historical Data,1992,filled,0,0.10881882041201547
Absolute Mobility Measures,Archival/Historical Data,1993,filled,0,0.09473228540689985
Absolute Mobility Measures,Archival/Historical Data,1994,filled,0,0.08246924442330586
Absolute Mobility Measures,Archival/Historical Data,1995,filled,0,0.07179364718731467
Absolute Mobility Measures,Archival/Historical Data,1996,filled,0,0.06249999999999998
Absolute Mobility Measures,Archival/Historical Data,1997,filled,0,0.05440941020600774
Absolute Mobility Measures,Archival/Historical Data,1998,filled,0,0.04736614270344992
Absolute Mobility Measures,Archival/Historical Data,1999,filled,0,0.04123462221165293
Absolute Mobility Measures,Archival/Historical Data,2000,filled,0,0.03589682359365733
Absolute Mobility Measures,Archival/Historical Data,2001,filled,0,0.03124999999999999
Absolute Mobility Measures,Archival/Historical Data,2002,filled,0,0.02720470510300387
Absolute Mobility Measures,Archival/Historical Data,2003,filled,0,0.02368307135172496
Absolute Mobility Measures,Archival/Historical Data,2004,appeared,2,1.0236830713517249
Absolute Mobility Measures,Archival/Historical Data,2005,filled,0,0.8911678744019506
Absolute Mobility Measures,Archival/Historical Data,2006,filled,0,0.7758066950520277
Absolute Mobility Measures,Archival/Historical Data,2007,filled,0,0.6753789553864471
Absolute Mobility Measures,Archival/Historical Data,2008,filled,0,0.5879515300500194
Absolute Mobility Measures,Archival/Historical Data,2009,filled,0,0.5118415356758624
Absolute Mobility Measures,Archival/Historical Data,2010,filled,0,0.4455839372009753
Absolute Mobility Measures,Archival/Historical Data,2011,filled,0,0.38790334752601385
Absolute Mobility Measures,Archival/Historical Data,2012,filled,0,0.33768947769322355
Absolute Mobility Measures,Archival/Historical Data,2013,filled,0,0.2939757650250097
Absolute Mobility Measures,Archival/Historical Data,2014,filled,0,0.2559207678379312
Absolute Mobility Measures,Archival/Historical Data,2015,filled,0,0.22279196860048764
Absolute Mobility Measures,Archival/Historical Data,2016,filled,0,0.19395167376300693
Absolute Mobility Measures,Archival/Historical Data,2017,filled,0,0.16884473884661177
Absolute Mobility Measures,Archival/Historical Data,2018,filled,0,0.14698788251250486
Absolute Mobility Measures,Archival/Historical Data,2019,filled,0,0.1279603839189656
Absolute Mobility Measures,Archival/Historical Data,2020,filled,0,0.11139598430024382
Absolute Mobility Measures,Archival/Historical Data,2021,filled,0,0.09697583688150346
Absolute Mobility Measures,Archival/Historical Data,2022,filled,0,0.08442236942330589
Absolute Mobility Measures,Archival/Historical Data,2023,filled,0,0.07349394125625243
Absolute Mobility Measures,Archival/Historical Data,2024,filled,0,0.0639801919594828
Absolute Mobility Measures,Archival/Historical Data,2025,filled,0,0.05569799215012191
Absolute Mobility Measures,Big Data,1976,filled,0,0.0
Absolute Mobility Measures,Big Data,1977,filled,0,0.0
Absolute Mobility Measures,Big Data,1978,filled,0,0.0
Absolute Mobility Measures,Big Data,1979,filled,0,0.0
Absolute Mobility Measures,Big Data,1980,filled,0,0.0
Absolute Mobility Measures,Big Data,1981,filled,0,0.0
Absolute Mobility Measures,Big Data,1982,filled,0,0.0
Absolute Mobility Measures,Big Data,1983,filled,0,0.0
Absolute Mobility Measures,Big Data,1984,filled,0,0.0
Absolute Mobility Measures,Big Data,1985,filled,0,0.0
Absolute Mobility Measures,Big Data,1986,filled,0,0.0
Absolute Mobility Measures,Big Data,1987,filled,0,0.0
Absolute Mobility Measures,Big Data,1988,filled,0,0.0
Absolute Mobility Measures,Big Data,1989,filled,0,0.0
Absolute Mobility Measures,Big Data,1990,filled,0,0.0
Absolute Mobility Measures,Big Data,1991,filled,0,0.0
Absolute Mobility Measures,Big Data,1992,filled,0,0.0
Absolute Mobility Measures,Big Data,1993,filled,0,0.0
Absolute Mobility Measures,Big Data,1994,filled,0,0.0
Absolute Mobility Measures,Big Data,1995,filled,0,0.0
Absolute Mobility Measures,Big Data,1996,filled,0,0.0
Absolute Mobility Measures,Big Data,1997,filled,0,0.0
Absolute Mobility Measures,Big Data,1998,filled,0,0.0
Absolute Mobility Measures,Big Data,1999,filled,0,0.0
Absolute Mobility Measures,Big Data,2000,filled,0,0.0
Absolute Mobility Measures,Big Data,2001,filled,0,0.0
Absolute Mobility Measures,Big Data,2002,filled,0,0.0
Absolute Mobility Measures,Big Data,2003,filled,0,0.0
Absolute Mobility Measures,Big Data,2004,filled,0,0.0
Absolute Mobility Measures,Big Data,2005,filled,0,0.0
Absolute Mobility Measures,Big Data,2006,filled,0,0.0
Absolute Mobility Measures,Big Data,2007,filled,0,0.0
Absolute Mobility Measures,Big Data,2008,filled,0,0.0
Absolute Mobility Measures,Big Data,2009,filled,0,0.0
Absolute Mobility Measures,Big Data,2010,filled,0,0.0
Absolute Mobility Measures,Big Data,2011,filled,0,0.0
Absolute Mobility Measures,Big Data,2012,filled,0,0.0
Absolute Mobility Measures,Big Data,2013,filled,0,0.0
Absolute Mobility Measures,Big Data,2014,filled,0,0.0
Absolute Mobility Measures,Big Data,2015,filled,0,0.0
Absolute Mobility Measures,Big Data,2016,filled,0,0.0
Absolute Mobility Measures,Big Data,2017,filled,0,0.0
Absolute Mobility Measures,Big Data,2018,filled,0,0.0
Absolute Mobility Measures,Big Data,2019,filled,0,0.0
Absolute Mobility Measures,Big Data,2020,filled,0,0.0
Absolute Mobility Measures,Big Data,2021,filled,0,0.0
Absolute Mobility Measures,Big Data,2022,appeared,2,1.0
Absolute Mobility Measures,Big Data,2023,filled,0,0.8705505632961241
Absolute Mobility Measures,Big Data,2024,filled,0,0.757858283255199
Absolute Mobility Measures,Big Data,2025,filled,0,0.6597539553864471
Absolute Mobility Measures,Empirical Estimates and Determinants,1976,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1977,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1978,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1979,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1980,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1981,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1982,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1983,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1984,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1985,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1986,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1987,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1988,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1989,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1990,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1991,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1992,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1993,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1994,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1995,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1996,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1997,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1998,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,1999,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,2000,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,2001,filled,0,0.0
Absolute Mobility Measures,Empirical Estimates and Determinants,2002,appeared,18,1.0
Absolute Mobility Measures,Empirical Estimates and Determinants,2003,filled,0,0.8705505632961241
Absolute Mobility Measures,Empirical Estimates and Determinants,2004,filled,0,0.757858283255199
Absolute Mobility Measures,Empirical Estimates and Determinants,2005,filled,0,0.6597539553864471
Absolute Mobility Measures,Empirical Estimates and Determinants,2006,filled,0,0.5743491774985174
Absolute Mobility Measures,Empirical Estimates and Determinants,2007,filled,0,0.49999999999999994
Absolute Mobility Measures,Empirical Estimates and Determinants,2008,filled,0,0.435275281648062
Absolute Mobility Measures,Empirical Estimates and Determinants,2009,filled,0,0.37892914162759944
Absolute Mobility Measures,Empirical Estimates and Determinants,2010,filled,0,0.3298769776932235
Absolute Mobility Measures,Empirical Estimates and Determinants,2011,filled,0,0.28717458874925866
Absolute Mobility Measures,Empirical Estimates and Determinants,2012,appeared,18,1.2871745887492587
Absolute Mobility Measures,Empirical Estimates and Determinants,2013,filled,0,1.1205505632961241
Absolute Mobility Measures,Empirical Estimates and Determinants,2014,filled,0,0.97549592407923
Absolute Mobility Measures,Empirical Estimates and Determinants,2015,filled,0,0.8492185262002468
Absolute Mobility Measures,Empirical Estimates and Determinants,2016,appeared,18,1.849218526200247
Absolute Mobility Measures,Empirical Estimates and Determinants,2017,filled,0,1.6098382296412534
Absolute Mobility Measures,Empirical Estimates and Determinants,2018,appeared,18,2.6098382296412534
Absolute Mobility Measures,Empirical Estimates and Determinants,2019,filled,0,2.2719961409259524
Absolute Mobility Measures,Empirical Estimates and Determinants,2020,appeared,18,3.2719961409259524
Absolute Mobility Measures,Empirical Estimates and Determinants,2021,appeared,18,4.271996140925952
Absolute Mobility Measures,Empirical Estimates and Determinants,2022,appeared,18,5.271996140925952
Absolute Mobility Measures,Empirical Estimates and Determinants,2023,appeared,18,6.271996140925952
Absolute Mobility Measures,Empirical Estimates and Determinants,2024,appeared,18,7.271996140925952
Absolute Mobility Measures,Empirical Estimates and Determinants,2025,filled,0,6.330640336770329
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1976,appeared,12,1.0
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1977,filled,0,0.8705505632961241
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1978,filled,0,0.757858283255199
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1979,filled,0,0.6597539553864471
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1980,filled,0,0.5743491774985174
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1981,filled,0,0.49999999999999994
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1982,filled,0,0.435275281648062
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1983,filled,0,0.37892914162759944
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1984,filled,0,0.3298769776932235
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1985,filled,0,0.28717458874925866
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1986,appeared,12,1.2871745887492587
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1987,filled,0,1.1205505632961241
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1988,filled,0,0.97549592407923
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1989,filled,0,0.8492185262002468
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1990,filled,0,0.7392876663451292
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1991,filled,0,0.6435872943746292
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1992,filled,0,0.560275281648062
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1993,filled,0,0.4877479620396149
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1994,filled,0,0.4246092631001233
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1995,filled,0,0.3696438331725645
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1996,filled,0,0.32179364718731457
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1997,filled,0,0.2801376408240309
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1998,filled,0,0.24387398101980742
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1999,filled,0,0.21230463155006163
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2000,filled,0,0.18482191658628225
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2001,filled,0,0.16089682359365728
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2002,filled,0,0.14006882041201546
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2003,filled,0,0.12193699050990371
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2004,appeared,12,1.1219369905099037
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2005,filled,0,0.9767028790711549
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2006,filled,0,0.8502692415483402
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2007,filled,0,0.7402023671832757
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2008,appeared,12,1.7402023671832758
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2009,filled,0,1.5149341510006493
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2010,appeared,12,2.5149341510006495
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2011,filled,0,2.189377341806275
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2012,appeared,12,3.189377341806275
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2013,filled,0,2.7765142414733477
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2014,appeared,12,3.7765142414733477
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2015,filled,0,3.287646600210458
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2016,filled,0,2.8620625997318014
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017,appeared,12,3.8620625997318014
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2018,appeared,12,4.862062599731802
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2019,appeared,12,5.862062599731802
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2020,filled,0,5.103221898273662
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2021,appeared,12,6.103221898273662
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2022,filled,0,5.313163261463377
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2023,filled,0,4.625377270151215
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2024,filled,0,4.026624787987228
Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2025,filled,0,3.505380477364418
Absolute Mobility Measures,Linked Administrative Data,1976,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1977,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1978,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1979,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1980,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1981,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1982,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1983,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1984,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1985,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1986,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1987,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1988,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1989,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1990,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1991,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1992,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1993,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1994,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1995,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1996,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1997,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1998,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,1999,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2000,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2001,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2002,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2003,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2004,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2005,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2006,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2007,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2008,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2009,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2010,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2011,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2012,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2013,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2014,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2015,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2016,filled,0,0.0
Absolute Mobility Measures,Linked Administrative Data,2017,appeared,7,1.0
Absolute Mobility Measures,Linked Administrative Data,2018,filled,0,0.8705505632961241
Absolute Mobility Measures,Linked Administrative Data,2019,filled,0,0.757858283255199
Absolute Mobility Measures,Linked Administrative Data,2020,filled,0,0.6597539553864471
Absolute Mobility Measures,Linked Administrative Data,2021,appeared,7,1.659753955386447
Absolute Mobility Measures,Linked Administrative Data,2022,appeared,7,2.659753955386447
Absolute Mobility Measures,Linked Administrative Data,2023,filled,0,2.3154503040907657
Absolute Mobility Measures,Linked Administrative Data,2024,appeared,7,3.3154503040907657
Absolute Mobility Measures,Linked Administrative Data,2025,filled,0,2.886267129806522
Absolute Mobility Measures,Measurement and Methodological Advances,1976,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1977,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1978,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1979,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1980,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1981,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1982,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1983,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1984,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1985,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1986,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1987,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1988,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1989,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1990,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1991,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1992,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1993,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1994,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1995,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1996,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1997,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1998,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,1999,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2000,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2001,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2002,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2003,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2004,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2005,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2006,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2007,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2008,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2009,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2010,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2011,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2012,filled,0,0.0
Absolute Mobility Measures,Measurement and Methodological Advances,2013,appeared,4,1.0
Absolute Mobility Measures,Measurement and Methodological Advances,2014,appeared,4,2.0
Absolute Mobility Measures,Measurement and Methodological Advances,2015,filled,0,1.7411011265922482
Absolute Mobility Measures,Measurement and Methodological Advances,2016,filled,0,1.515716566510398
Absolute Mobility Measures,Measurement and Methodological Advances,2017,appeared,4,2.515716566510398
Absolute Mobility Measures,Measurement and Methodological Advances,2018,filled,0,2.1900584740690183
Absolute Mobility Measures,Measurement and Methodological Advances,2019,filled,0,1.9065566382522339
Absolute Mobility Measures,Measurement and Methodological Advances,2020,filled,0,1.6597539553864469
Absolute Mobility Measures,Measurement and Methodological Advances,2021,filled,0,1.4448997407946413
Absolute Mobility Measures,Measurement and Methodological Advances,2022,filled,0,1.2578582832551988
Absolute Mobility Measures,Measurement and Methodological Advances,2023,filled,0,1.095029237034509
Absolute Mobility Measures,Measurement and Methodological Advances,2024,appeared,4,2.0950292370345087
Absolute Mobility Measures,Measurement and Methodological Advances,2025,filled,0,1.8238288824222406
Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1976,filled,0,0.0
Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1977,filled,0,0.0
Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1978,filled,0,0.0
Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1979,filled,0,0.0
Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1980,filled,0,0.0
Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1981,filled,0,0.0
Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1982,filled,0,0.0
Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1983,filled,0,0.0
Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1984,filled,0,0.0
Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1985,filled,0,0.0
