,id,domain_id,domain_name
82,https://openalex.org/W2122137188,https://openalex.org/domains/1,Life Sciences
83,https://openalex.org/W2497218381,https://openalex.org/domains/4,Health Sciences
84,https://openalex.org/W2913630874,https://openalex.org/domains/3,Physical Sciences
85,https://openalex.org/W2031405112,https://openalex.org/domains/4,Health Sciences
86,https://openalex.org/W2767127672,https://openalex.org/domains/3,Physical Sciences
87,https://openalex.org/W2906622858,https://openalex.org/domains/4,Health Sciences
88,https://openalex.org/W3115267462,https://openalex.org/domains/3,Physical Sciences
89,https://openalex.org/W2145684144,https://openalex.org/domains/4,Health Sciences
90,https://openalex.org/W2133707754,https://openalex.org/domains/4,Health Sciences
91,https://openalex.org/W181940857,https://openalex.org/domains/4,Health Sciences
92,https://openalex.org/W2126828320,https://openalex.org/domains/3,Physical Sciences
93,https://openalex.org/W2293534607,https://openalex.org/domains/4,Health Sciences
94,https://openalex.org/W2607149239,https://openalex.org/domains/3,Physical Sciences
95,https://openalex.org/W2049173186,https://openalex.org/domains/4,Health Sciences
96,https://openalex.org/W3155026201,https://openalex.org/domains/3,Physical Sciences
97,https://openalex.org/W56627034,https://openalex.org/domains/3,Physical Sciences
98,https://openalex.org/W3023012727,https://openalex.org/domains/3,Physical Sciences
99,https://openalex.org/W2149585518,https://openalex.org/domains/3,Physical Sciences
100,https://openalex.org/W2093474355,https://openalex.org/domains/4,Health Sciences
101,https://openalex.org/W2051754409,https://openalex.org/domains/4,Health Sciences
102,https://openalex.org/W2067293708,https://openalex.org/domains/4,Health Sciences
103,https://openalex.org/W4386042200,https://openalex.org/domains/4,Health Sciences
104,https://openalex.org/W2575933316,https://openalex.org/domains/4,Health Sciences
105,https://openalex.org/W3123346574,https://openalex.org/domains/3,Physical Sciences
106,https://openalex.org/W2121728973,https://openalex.org/domains/3,Physical Sciences
107,https://openalex.org/W2666762702,https://openalex.org/domains/3,Physical Sciences
108,https://openalex.org/W2908699264,https://openalex.org/domains/4,Health Sciences
109,https://openalex.org/W2176928985,https://openalex.org/domains/3,Physical Sciences
110,https://openalex.org/W4252337395,https://openalex.org/domains/3,Physical Sciences
111,https://openalex.org/W2115403976,https://openalex.org/domains/4,Health Sciences
112,https://openalex.org/W3039508205,https://openalex.org/domains/3,Physical Sciences
113,https://openalex.org/W2903598982,https://openalex.org/domains/4,Health Sciences
114,https://openalex.org/W3047711291,https://openalex.org/domains/3,Physical Sciences
115,https://openalex.org/W2610859719,https://openalex.org/domains/4,Health Sciences
116,https://openalex.org/W2151623568,https://openalex.org/domains/4,Health Sciences
117,https://openalex.org/W2063649199,https://openalex.org/domains/3,Physical Sciences
119,https://openalex.org/W2080871469,https://openalex.org/domains/4,Health Sciences
120,https://openalex.org/W3138882664,https://openalex.org/domains/3,Physical Sciences
121,https://openalex.org/W2954239807,https://openalex.org/domains/3,Physical Sciences
122,https://openalex.org/W1508025505,https://openalex.org/domains/1,Life Sciences
123,https://openalex.org/W3117038901,https://openalex.org/domains/4,Health Sciences
124,https://openalex.org/W2175031547,https://openalex.org/domains/1,Life Sciences
125,https://openalex.org/W2140331320,https://openalex.org/domains/1,Life Sciences
126,https://openalex.org/W2803222720,https://openalex.org/domains/1,Life Sciences
127,https://openalex.org/W1963959443,https://openalex.org/domains/3,Physical Sciences
128,https://openalex.org/W2128296872,https://openalex.org/domains/4,Health Sciences
129,https://openalex.org/W2143163062,https://openalex.org/domains/4,Health Sciences
130,https://openalex.org/W2152127348,https://openalex.org/domains/3,Physical Sciences
131,https://openalex.org/W3127013662,https://openalex.org/domains/3,Physical Sciences
132,https://openalex.org/W2170803252,https://openalex.org/domains/4,Health Sciences
133,https://openalex.org/W2158957046,https://openalex.org/domains/4,Health Sciences
134,https://openalex.org/W2148015293,https://openalex.org/domains/4,Health Sciences
135,https://openalex.org/W3159785951,https://openalex.org/domains/3,Physical Sciences
136,https://openalex.org/W2127645756,https://openalex.org/domains/4,Health Sciences
137,https://openalex.org/W2164456931,https://openalex.org/domains/4,Health Sciences
138,https://openalex.org/W2529769845,https://openalex.org/domains/4,Health Sciences
139,https://openalex.org/W2622117067,https://openalex.org/domains/4,Health Sciences
140,https://openalex.org/W2618118914,https://openalex.org/domains/3,Physical Sciences
141,https://openalex.org/W2292888050,https://openalex.org/domains/3,Physical Sciences
142,https://openalex.org/W2148642167,https://openalex.org/domains/4,Health Sciences
143,https://openalex.org/W2791053970,https://openalex.org/domains/4,Health Sciences
144,https://openalex.org/W2320274715,https://openalex.org/domains/1,Life Sciences
145,https://openalex.org/W2220487465,https://openalex.org/domains/4,Health Sciences
146,https://openalex.org/W1995546261,https://openalex.org/domains/1,Life Sciences
147,https://openalex.org/W3187949645,https://openalex.org/domains/3,Physical Sciences
148,https://openalex.org/W2145228448,https://openalex.org/domains/4,Health Sciences
149,https://openalex.org/W2314198447,https://openalex.org/domains/1,Life Sciences
150,https://openalex.org/W2159044317,https://openalex.org/domains/4,Health Sciences
151,https://openalex.org/W2480118773,https://openalex.org/domains/3,Physical Sciences
152,https://openalex.org/W4281761185,https://openalex.org/domains/4,Health Sciences
153,https://openalex.org/W2156448506,https://openalex.org/domains/4,Health Sciences
154,https://openalex.org/W2971373734,https://openalex.org/domains/4,Health Sciences
155,https://openalex.org/W2129508269,https://openalex.org/domains/4,Health Sciences
157,https://openalex.org/W2143595777,https://openalex.org/domains/4,Health Sciences
158,https://openalex.org/W3175292087,https://openalex.org/domains/3,Physical Sciences
159,https://openalex.org/W3213644780,https://openalex.org/domains/3,Physical Sciences
160,https://openalex.org/W2442885172,https://openalex.org/domains/4,Health Sciences
161,https://openalex.org/W2015984624,https://openalex.org/domains/4,Health Sciences
162,https://openalex.org/W2797956772,https://openalex.org/domains/4,Health Sciences
163,https://openalex.org/W2593319592,https://openalex.org/domains/4,Health Sciences
164,https://openalex.org/W2097597298,https://openalex.org/domains/3,Physical Sciences
165,https://openalex.org/W3035559053,https://openalex.org/domains/1,Life Sciences
166,https://openalex.org/W2112935822,https://openalex.org/domains/4,Health Sciences
167,https://openalex.org/W4294051933,https://openalex.org/domains/3,Physical Sciences
168,https://openalex.org/W2042087684,https://openalex.org/domains/3,Physical Sciences
169,https://openalex.org/W2954903560,https://openalex.org/domains/3,Physical Sciences
170,https://openalex.org/W2913593132,https://openalex.org/domains/3,Physical Sciences
171,https://openalex.org/W2055692369,https://openalex.org/domains/4,Health Sciences
172,https://openalex.org/W2749325812,https://openalex.org/domains/3,Physical Sciences
173,https://openalex.org/W4206638122,https://openalex.org/domains/3,Physical Sciences
174,https://openalex.org/W2104559358,https://openalex.org/domains/4,Health Sciences
175,https://openalex.org/W4246373937,https://openalex.org/domains/4,Health Sciences
176,https://openalex.org/W3164103084,https://openalex.org/domains/3,Physical Sciences
178,https://openalex.org/W3124101891,https://openalex.org/domains/3,Physical Sciences
179,https://openalex.org/W3045780051,https://openalex.org/domains/4,Health Sciences
180,https://openalex.org/W2155470117,https://openalex.org/domains/4,Health Sciences
181,https://openalex.org/W2947910723,https://openalex.org/domains/3,Physical Sciences
182,https://openalex.org/W2021513564,https://openalex.org/domains/4,Health Sciences
183,https://openalex.org/W2020998319,https://openalex.org/domains/4,Health Sciences
184,https://openalex.org/W2767168513,https://openalex.org/domains/4,Health Sciences
185,https://openalex.org/W4205316279,https://openalex.org/domains/1,Life Sciences
186,https://openalex.org/W2086974108,https://openalex.org/domains/4,Health Sciences
187,https://openalex.org/W2079082980,https://openalex.org/domains/4,Health Sciences
188,https://openalex.org/W2152274758,https://openalex.org/domains/4,Health Sciences
189,https://openalex.org/W2083919162,https://openalex.org/domains/4,Health Sciences
190,https://openalex.org/W3162619036,https://openalex.org/domains/1,Life Sciences
191,https://openalex.org/W2132487645,https://openalex.org/domains/1,Life Sciences
192,https://openalex.org/W2171098984,https://openalex.org/domains/3,Physical Sciences
193,https://openalex.org/W2080858568,https://openalex.org/domains/3,Physical Sciences
194,https://openalex.org/W2038320553,https://openalex.org/domains/3,Physical Sciences
195,https://openalex.org/W4389430860,https://openalex.org/domains/3,Physical Sciences
196,https://openalex.org/W2165244400,https://openalex.org/domains/4,Health Sciences
197,https://openalex.org/W2769616516,https://openalex.org/domains/4,Health Sciences
198,https://openalex.org/W1971635369,https://openalex.org/domains/4,Health Sciences
199,https://openalex.org/W2810872466,https://openalex.org/domains/3,Physical Sciences
200,https://openalex.org/W4300177331,https://openalex.org/domains/1,Life Sciences
201,https://openalex.org/W1983140449,https://openalex.org/domains/4,Health Sciences
202,https://openalex.org/W2012611085,https://openalex.org/domains/4,Health Sciences
203,https://openalex.org/W1996418284,https://openalex.org/domains/4,Health Sciences
204,https://openalex.org/W2133132961,https://openalex.org/domains/4,Health Sciences
205,https://openalex.org/W2750630936,https://openalex.org/domains/4,Health Sciences
206,https://openalex.org/W3165398788,https://openalex.org/domains/1,Life Sciences
207,https://openalex.org/W2020003243,https://openalex.org/domains/4,Health Sciences
208,https://openalex.org/W4285250611,https://openalex.org/domains/3,Physical Sciences
209,https://openalex.org/W2803879649,https://openalex.org/domains/4,Health Sciences
210,https://openalex.org/W2007763085,https://openalex.org/domains/3,Physical Sciences
211,https://openalex.org/W3170932059,https://openalex.org/domains/3,Physical Sciences
212,https://openalex.org/W2598576978,https://openalex.org/domains/3,Physical Sciences
213,https://openalex.org/W3207274259,https://openalex.org/domains/1,Life Sciences
214,https://openalex.org/W2540067490,https://openalex.org/domains/4,Health Sciences
215,https://openalex.org/W2139334610,https://openalex.org/domains/4,Health Sciences
216,https://openalex.org/W2122746356,https://openalex.org/domains/3,Physical Sciences
217,https://openalex.org/W2945173247,https://openalex.org/domains/3,Physical Sciences
218,https://openalex.org/W2155090984,https://openalex.org/domains/1,Life Sciences
219,https://openalex.org/W4214640005,https://openalex.org/domains/3,Physical Sciences
220,https://openalex.org/W1903136274,https://openalex.org/domains/4,Health Sciences
221,https://openalex.org/W3185381054,https://openalex.org/domains/1,Life Sciences
222,https://openalex.org/W2273612109,https://openalex.org/domains/1,Life Sciences
223,https://openalex.org/W2888400292,https://openalex.org/domains/4,Health Sciences
224,https://openalex.org/W2283035098,https://openalex.org/domains/4,Health Sciences
225,https://openalex.org/W2980028286,https://openalex.org/domains/3,Physical Sciences
226,https://openalex.org/W1862328117,https://openalex.org/domains/4,Health Sciences
227,https://openalex.org/W4296807522,https://openalex.org/domains/3,Physical Sciences
228,https://openalex.org/W2123009377,https://openalex.org/domains/3,Physical Sciences
229,https://openalex.org/W3164314007,https://openalex.org/domains/3,Physical Sciences
230,https://openalex.org/W1996206017,https://openalex.org/domains/4,Health Sciences
231,https://openalex.org/W2069854760,https://openalex.org/domains/4,Health Sciences
232,https://openalex.org/W1531865255,https://openalex.org/domains/4,Health Sciences
233,https://openalex.org/W796104816,https://openalex.org/domains/1,Life Sciences
234,https://openalex.org/W1546873259,https://openalex.org/domains/4,Health Sciences
235,https://openalex.org/W2810674305,https://openalex.org/domains/4,Health Sciences
236,https://openalex.org/W2520539431,https://openalex.org/domains/4,Health Sciences
237,https://openalex.org/W2734622444,https://openalex.org/domains/4,Health Sciences
238,https://openalex.org/W2220321141,https://openalex.org/domains/1,Life Sciences
239,https://openalex.org/W3010668834,https://openalex.org/domains/3,Physical Sciences
240,https://openalex.org/W2340839303,https://openalex.org/domains/3,Physical Sciences
241,https://openalex.org/W579924435,https://openalex.org/domains/3,Physical Sciences
242,https://openalex.org/W3199097006,https://openalex.org/domains/3,Physical Sciences
243,https://openalex.org/W1879534940,https://openalex.org/domains/4,Health Sciences
244,https://openalex.org/W2767833140,https://openalex.org/domains/4,Health Sciences
245,https://openalex.org/W1509255949,https://openalex.org/domains/4,Health Sciences
246,https://openalex.org/W2055938790,https://openalex.org/domains/4,Health Sciences
247,https://openalex.org/W2092019957,https://openalex.org/domains/4,Health Sciences
248,https://openalex.org/W4225387587,https://openalex.org/domains/4,Health Sciences
249,https://openalex.org/W2531255065,https://openalex.org/domains/4,Health Sciences
250,https://openalex.org/W3209218060,https://openalex.org/domains/3,Physical Sciences
251,https://openalex.org/W2952312135,https://openalex.org/domains/3,Physical Sciences
252,https://openalex.org/W1863028293,https://openalex.org/domains/3,Physical Sciences
253,https://openalex.org/W2158716070,https://openalex.org/domains/4,Health Sciences
254,https://openalex.org/W2313540220,https://openalex.org/domains/1,Life Sciences
255,https://openalex.org/W1542611511,https://openalex.org/domains/4,Health Sciences
256,https://openalex.org/W2978697232,https://openalex.org/domains/4,Health Sciences
258,https://openalex.org/W3176326270,https://openalex.org/domains/3,Physical Sciences
259,https://openalex.org/W2885267573,https://openalex.org/domains/4,Health Sciences
260,https://openalex.org/W2894524153,https://openalex.org/domains/4,Health Sciences
261,https://openalex.org/W2159517090,https://openalex.org/domains/4,Health Sciences
262,https://openalex.org/W3150665193,https://openalex.org/domains/3,Physical Sciences
263,https://openalex.org/W2904203861,https://openalex.org/domains/4,Health Sciences
264,https://openalex.org/W1546128678,https://openalex.org/domains/4,Health Sciences
265,https://openalex.org/W2792069478,https://openalex.org/domains/3,Physical Sciences
266,https://openalex.org/W3016543251,https://openalex.org/domains/4,Health Sciences
267,https://openalex.org/W1992473114,https://openalex.org/domains/4,Health Sciences
268,https://openalex.org/W2141232375,https://openalex.org/domains/1,Life Sciences
269,https://openalex.org/W2171428968,https://openalex.org/domains/3,Physical Sciences
270,https://openalex.org/W1994727769,https://openalex.org/domains/4,Health Sciences
271,https://openalex.org/W2163576960,https://openalex.org/domains/4,Health Sciences
272,https://openalex.org/W3019785168,https://openalex.org/domains/4,Health Sciences
273,https://openalex.org/W3108240332,https://openalex.org/domains/1,Life Sciences
274,https://openalex.org/W1999622417,https://openalex.org/domains/4,Health Sciences
275,https://openalex.org/W2919013408,https://openalex.org/domains/4,Health Sciences
276,https://openalex.org/W1935315387,https://openalex.org/domains/4,Health Sciences
277,https://openalex.org/W2077118481,https://openalex.org/domains/4,Health Sciences
278,https://openalex.org/W2989598199,https://openalex.org/domains/4,Health Sciences
279,https://openalex.org/W2262685409,https://openalex.org/domains/4,Health Sciences
280,https://openalex.org/W3156193467,https://openalex.org/domains/3,Physical Sciences
282,https://openalex.org/W4404364107,https://openalex.org/domains/4,Health Sciences
283,https://openalex.org/W1799422135,https://openalex.org/domains/4,Health Sciences
284,https://openalex.org/W2520723052,https://openalex.org/domains/4,Health Sciences
285,https://openalex.org/W2610802061,https://openalex.org/domains/4,Health Sciences
286,https://openalex.org/W2023360641,https://openalex.org/domains/3,Physical Sciences
287,https://openalex.org/W2606968174,https://openalex.org/domains/3,Physical Sciences
288,https://openalex.org/W3134082575,https://openalex.org/domains/3,Physical Sciences
289,https://openalex.org/W4295136907,https://openalex.org/domains/3,Physical Sciences
290,https://openalex.org/W2515684719,https://openalex.org/domains/4,Health Sciences
291,https://openalex.org/W4360618874,https://openalex.org/domains/4,Health Sciences
292,https://openalex.org/W2799726076,https://openalex.org/domains/4,Health Sciences
293,https://openalex.org/W2989124092,https://openalex.org/domains/3,Physical Sciences
294,https://openalex.org/W2036096462,https://openalex.org/domains/4,Health Sciences
295,https://openalex.org/W3158270509,https://openalex.org/domains/3,Physical Sciences
296,https://openalex.org/W4362666584,https://openalex.org/domains/3,Physical Sciences
297,https://openalex.org/W2971581901,https://openalex.org/domains/3,Physical Sciences
298,https://openalex.org/W4210429062,https://openalex.org/domains/3,Physical Sciences
299,https://openalex.org/W3146988921,https://openalex.org/domains/3,Physical Sciences
300,https://openalex.org/W1899669160,https://openalex.org/domains/4,Health Sciences
301,https://openalex.org/W4295029206,https://openalex.org/domains/3,Physical Sciences
302,https://openalex.org/W2171282122,https://openalex.org/domains/4,Health Sciences
303,https://openalex.org/W1991553430,https://openalex.org/domains/4,Health Sciences
304,https://openalex.org/W2048585418,https://openalex.org/domains/3,Physical Sciences
305,https://openalex.org/W2120231728,https://openalex.org/domains/4,Health Sciences
306,https://openalex.org/W3205523437,https://openalex.org/domains/3,Physical Sciences
307,https://openalex.org/W3148846025,https://openalex.org/domains/4,Health Sciences
308,https://openalex.org/W3122332686,https://openalex.org/domains/3,Physical Sciences
309,https://openalex.org/W151133561,https://openalex.org/domains/4,Health Sciences
310,https://openalex.org/W2040769766,https://openalex.org/domains/1,Life Sciences
311,https://openalex.org/W2887048036,https://openalex.org/domains/3,Physical Sciences
312,https://openalex.org/W2088604295,https://openalex.org/domains/4,Health Sciences
313,https://openalex.org/W2130267808,https://openalex.org/domains/4,Health Sciences
314,https://openalex.org/W1969449444,https://openalex.org/domains/3,Physical Sciences
315,https://openalex.org/W2553465910,https://openalex.org/domains/3,Physical Sciences
316,https://openalex.org/W2122619850,https://openalex.org/domains/1,Life Sciences
317,https://openalex.org/W3152607506,https://openalex.org/domains/3,Physical Sciences
318,https://openalex.org/W2366400574,https://openalex.org/domains/3,Physical Sciences
319,https://openalex.org/W3094040725,https://openalex.org/domains/1,Life Sciences
320,https://openalex.org/W3154184536,https://openalex.org/domains/1,Life Sciences
321,https://openalex.org/W2145736484,https://openalex.org/domains/4,Health Sciences
322,https://openalex.org/W2133871943,https://openalex.org/domains/3,Physical Sciences
323,https://openalex.org/W2112341889,https://openalex.org/domains/1,Life Sciences
324,https://openalex.org/W2899251938,https://openalex.org/domains/1,Life Sciences
325,https://openalex.org/W61770366,https://openalex.org/domains/4,Health Sciences
326,https://openalex.org/W3000095017,https://openalex.org/domains/3,Physical Sciences
327,https://openalex.org/W2031638570,https://openalex.org/domains/4,Health Sciences
328,https://openalex.org/W1981333341,https://openalex.org/domains/4,Health Sciences
329,https://openalex.org/W2909701316,https://openalex.org/domains/3,Physical Sciences
330,https://openalex.org/W2806783547,https://openalex.org/domains/4,Health Sciences
331,https://openalex.org/W2725621767,https://openalex.org/domains/4,Health Sciences
332,https://openalex.org/W2133704550,https://openalex.org/domains/4,Health Sciences
333,https://openalex.org/W2510279998,https://openalex.org/domains/4,Health Sciences
334,https://openalex.org/W2141949140,https://openalex.org/domains/4,Health Sciences
335,https://openalex.org/W3107975206,https://openalex.org/domains/4,Health Sciences
336,https://openalex.org/W3045336509,https://openalex.org/domains/3,Physical Sciences
337,https://openalex.org/W2964102700,https://openalex.org/domains/4,Health Sciences
338,https://openalex.org/W2801132216,https://openalex.org/domains/4,Health Sciences
339,https://openalex.org/W2006718748,https://openalex.org/domains/4,Health Sciences
340,https://openalex.org/W3123575720,https://openalex.org/domains/3,Physical Sciences
341,https://openalex.org/W3216082670,https://openalex.org/domains/3,Physical Sciences
342,https://openalex.org/W2428772851,https://openalex.org/domains/4,Health Sciences
343,https://openalex.org/W2039311560,https://openalex.org/domains/4,Health Sciences
344,https://openalex.org/W1971930340,https://openalex.org/domains/1,Life Sciences
345,https://openalex.org/W2923902046,https://openalex.org/domains/3,Physical Sciences
346,https://openalex.org/W3090747524,https://openalex.org/domains/3,Physical Sciences
347,https://openalex.org/W2279739707,https://openalex.org/domains/4,Health Sciences
348,https://openalex.org/W2556122809,https://openalex.org/domains/4,Health Sciences
349,https://openalex.org/W1978793751,https://openalex.org/domains/4,Health Sciences
350,https://openalex.org/W1993104946,https://openalex.org/domains/4,Health Sciences
351,https://openalex.org/W3183524405,https://openalex.org/domains/3,Physical Sciences
352,https://openalex.org/W2092370045,https://openalex.org/domains/4,Health Sciences
353,https://openalex.org/W3092997008,https://openalex.org/domains/3,Physical Sciences
354,https://openalex.org/W81840469,https://openalex.org/domains/4,Health Sciences
355,https://openalex.org/W2321099831,https://openalex.org/domains/4,Health Sciences
356,https://openalex.org/W1793806451,https://openalex.org/domains/4,Health Sciences
357,https://openalex.org/W2160420754,https://openalex.org/domains/4,Health Sciences
358,https://openalex.org/W2971028111,https://openalex.org/domains/3,Physical Sciences
359,https://openalex.org/W7234696,https://openalex.org/domains/3,Physical Sciences
360,https://openalex.org/W3171743062,https://openalex.org/domains/4,Health Sciences
361,https://openalex.org/W2008920376,https://openalex.org/domains/4,Health Sciences
362,https://openalex.org/W2950233463,https://openalex.org/domains/3,Physical Sciences
363,https://openalex.org/W167433312,https://openalex.org/domains/1,Life Sciences
364,https://openalex.org/W2035534846,https://openalex.org/domains/4,Health Sciences
365,https://openalex.org/W1555298620,https://openalex.org/domains/3,Physical Sciences
366,https://openalex.org/W4316590737,https://openalex.org/domains/3,Physical Sciences
367,https://openalex.org/W4281490936,https://openalex.org/domains/3,Physical Sciences
368,https://openalex.org/W4387101453,https://openalex.org/domains/4,Health Sciences
369,https://openalex.org/W3162995892,https://openalex.org/domains/3,Physical Sciences
370,https://openalex.org/W4210401735,https://openalex.org/domains/4,Health Sciences
371,https://openalex.org/W3180755119,https://openalex.org/domains/3,Physical Sciences
373,https://openalex.org/W2014148957,https://openalex.org/domains/4,Health Sciences
374,https://openalex.org/W2921725292,https://openalex.org/domains/3,Physical Sciences
375,https://openalex.org/W4224293379,https://openalex.org/domains/3,Physical Sciences
376,https://openalex.org/W2896614646,https://openalex.org/domains/3,Physical Sciences
377,https://openalex.org/W4206770971,https://openalex.org/domains/1,Life Sciences
378,https://openalex.org/W2317113127,https://openalex.org/domains/4,Health Sciences
379,https://openalex.org/W2008471071,https://openalex.org/domains/4,Health Sciences
380,https://openalex.org/W2966827097,https://openalex.org/domains/1,Life Sciences
381,https://openalex.org/W82845480,https://openalex.org/domains/3,Physical Sciences
382,https://openalex.org/W4391167913,https://openalex.org/domains/4,Health Sciences
383,https://openalex.org/W2751141030,https://openalex.org/domains/4,Health Sciences
384,https://openalex.org/W2156438646,https://openalex.org/domains/3,Physical Sciences
385,https://openalex.org/W2911517586,https://openalex.org/domains/4,Health Sciences
386,https://openalex.org/W3160423208,https://openalex.org/domains/3,Physical Sciences
387,https://openalex.org/W3126627766,https://openalex.org/domains/3,Physical Sciences
388,https://openalex.org/W2726943696,https://openalex.org/domains/3,Physical Sciences
389,https://openalex.org/W3035939904,https://openalex.org/domains/3,Physical Sciences
390,https://openalex.org/W1631958977,https://openalex.org/domains/4,Health Sciences
