node,iter,seed,x,y
Regression‐based Measures,500,47,-0.14023207356444367,-0.15964776467731429
Regression‐based Measures,1000,27,-0.09078159593004437,0.09659651560628062
Regression‐based Measures,1000,28,0.005248114504658744,-0.4024365776887698
Regression‐based Measures,1000,29,0.07439061987361785,-0.27804240018410814
Regression‐based Measures,1000,30,-0.027139878317801482,0.23738180297077463
Regression‐based Measures,1000,31,0.06320551206344,-0.0687262414976888
Regression‐based Measures,1000,32,0.199837624850338,-0.1297988961495941
Regression‐based Measures,1000,33,0.20732163374436502,-0.072774915776636
Regression‐based Measures,1000,34,-0.295053488943216,0.07943388953450087
Regression‐based Measures,1000,35,-0.016435852685073783,0.26945403973348686
Regression‐based Measures,1000,36,0.2137967865365411,0.12762247502075463
Regression‐based Measures,1000,37,0.05828488428359721,-0.03459641095286075
Regression‐based Measures,1000,38,-0.45727767266109476,0.2012671867180611
Regression‐based Measures,1000,39,0.03855226274360028,0.1929955500071402
Regression‐based Measures,1000,40,0.2727121528342719,0.18279040349763992
Regression‐based Measures,1000,41,0.21948057646275035,-0.2084994813165207
Regression‐based Measures,1000,42,0.31870646204757636,0.34131567308747646
Regression‐based Measures,1000,43,0.18975722495093716,-0.17180960225563874
Regression‐based Measures,1000,44,-0.06997837202401613,0.12834846662994556
Regression‐based Measures,1000,45,0.07641594992373306,-0.07503901625830493
Regression‐based Measures,1000,46,-0.22417304848749497,-0.22509331621107745
Regression‐based Measures,1000,47,-0.05627790603975303,-0.1747197565568142
Regression‐based Measures,2000,27,-0.07802952839959583,0.14564660384512598
Regression‐based Measures,2000,28,0.04768112333952777,-0.12216000506152638
Regression‐based Measures,2000,29,-0.16559529007545418,-0.1151235679551169
Regression‐based Measures,2000,30,-0.002076426591116379,0.1991815920539651
Regression‐based Measures,2000,31,0.028074265005534994,-0.07525440631656244
Regression‐based Measures,2000,32,0.15177247530185384,-0.06701276817057443
Regression‐based Measures,2000,33,0.2771684795083461,-0.038082948112525515
Regression‐based Measures,2000,34,0.22505209035575818,0.2348805010345443
Regression‐based Measures,2000,35,-0.006195146251288989,0.28029527774452073
Regression‐based Measures,2000,36,-0.17236068071621746,-0.1767607321057541
Regression‐based Measures,2000,37,-0.0372861932082117,0.19256793692968752
Regression‐based Measures,2000,38,-0.49290265389485094,0.2053665847123097
Regression‐based Measures,2000,39,0.11901056967841708,-0.01779544699693911
Regression‐based Measures,2000,40,0.30390657612056327,0.18283089291381413
Regression‐based Measures,2000,41,0.05475743743830556,0.2361245969783337
Regression‐based Measures,2000,42,0.18945034535724176,0.17280437809017118
Regression‐based Measures,2000,43,0.15958076850502884,-0.22907080140074706
Regression‐based Measures,2000,44,-0.07483070071375267,0.16568624869902915
Regression‐based Measures,2000,45,-0.04402936126588098,-0.11306093933050394
Regression‐based Measures,2000,46,-0.23306854866055343,-0.34137137153119423
Regression‐based Measures,2000,47,-0.0852611235590762,-0.15966243244502432
Empirical Estimates and Determinants,100,27,0.15282559172771876,0.23628510199027838
Empirical Estimates and Determinants,100,28,0.33256490357058643,-0.0018004531732627642
Empirical Estimates and Determinants,100,29,-0.09899447406584662,-0.07135909730737096
Empirical Estimates and Determinants,100,30,-0.003966471907526401,0.1923886665777292
Empirical Estimates and Determinants,100,31,-0.037717527877510565,-0.15238940653193553
Empirical Estimates and Determinants,100,32,0.18124539939516726,-0.2081816849105721
Empirical Estimates and Determinants,100,33,0.0480082674928086,-0.04653777831448874
Empirical Estimates and Determinants,100,34,-0.2509499535128119,-0.007773262957435494
Empirical Estimates and Determinants,100,35,-0.2354467371203834,0.27084447447392795
Empirical Estimates and Determinants,100,36,-0.004564600764711275,0.30844200656502907
Empirical Estimates and Determinants,100,37,0.23082281775627594,0.027890990114502714
Empirical Estimates and Determinants,100,38,-0.2806546051584098,-0.027079838292943446
Empirical Estimates and Determinants,100,39,0.10412906946151546,-0.2698331064998976
Empirical Estimates and Determinants,100,40,0.18337127955475369,-0.2361676222928818
Empirical Estimates and Determinants,100,41,0.22355739012553982,-0.12578073826969433
Empirical Estimates and Determinants,100,42,0.25538975933792285,0.44599319752212824
Empirical Estimates and Determinants,100,43,0.06778829334041617,-0.4050979623407634
Empirical Estimates and Determinants,100,44,-0.2631424102201548,0.1578875002337292
Empirical Estimates and Determinants,100,45,-0.010910447962444456,0.1592213058315146
Empirical Estimates and Determinants,100,46,-0.24036150970120324,-0.17957847679497996
Empirical Estimates and Determinants,100,47,-0.2045006270624443,0.2828546830500172
Empirical Estimates and Determinants,500,27,0.12728480607173548,0.07146996582756794
Empirical Estimates and Determinants,500,28,0.23963857394886567,-0.1645961041861562
Empirical Estimates and Determinants,500,29,-0.16790274072714859,-0.1280707092809122
Empirical Estimates and Determinants,500,30,-0.03726618454074065,0.18629911212429587
Empirical Estimates and Determinants,500,31,-0.15009530115931882,-0.10456800397872712
Empirical Estimates and Determinants,500,32,0.2655046375510211,-0.23393890381489774
Empirical Estimates and Determinants,500,33,0.1289677017424495,0.05182440749393269
Empirical Estimates and Determinants,500,34,0.007060549060693935,0.09903894947337061
Empirical Estimates and Determinants,500,35,-0.23367491518522465,0.273972389444147
Empirical Estimates and Determinants,500,36,0.03412648097007801,0.2679977415751783
Empirical Estimates and Determinants,500,37,0.19910598919037054,0.2227649055627603
Empirical Estimates and Determinants,500,38,-0.4366160731908786,-0.03288851917690923
Empirical Estimates and Determinants,500,39,-0.20964912273595868,-0.05976310443825964
Empirical Estimates and Determinants,500,40,-0.005861043551877047,-0.022160414534175814
Empirical Estimates and Determinants,500,41,0.27928008041922503,-0.14925065278079575
Empirical Estimates and Determinants,500,42,0.4104513988576983,0.09004317241304055
Empirical Estimates and Determinants,500,43,0.06578220517520347,-0.39394111222256306
Empirical Estimates and Determinants,500,44,-0.17458468205890892,0.20746066906832122
Empirical Estimates and Determinants,500,45,-0.16008759856653235,-0.2835447195774804
Empirical Estimates and Determinants,500,46,-0.2605484686136403,-0.36495287131052284
Empirical Estimates and Determinants,500,47,-0.38918244816811776,-0.06041765370436141
Empirical Estimates and Determinants,1000,27,0.1266144729958119,0.07434533438143034
Empirical Estimates and Determinants,1000,28,0.16473302451184482,-0.2062803762634764
Empirical Estimates and Determinants,1000,29,-0.13755169099672873,-0.24241526448431652
Empirical Estimates and Determinants,1000,30,0.14889378021220828,0.27799474508218375
Empirical Estimates and Determinants,1000,31,-0.22678843263936221,-0.18380653920720785
Empirical Estimates and Determinants,1000,32,0.3827323622949554,-0.1746153583494581
Empirical Estimates and Determinants,1000,33,0.15380814603720425,0.0884400652188223
Empirical Estimates and Determinants,1000,34,-0.45384629531930526,0.11281050839651985
Empirical Estimates and Determinants,1000,35,-0.2287353708032323,0.27732579840707455
Empirical Estimates and Determinants,1000,36,0.021018053100175103,0.2662771842281413
Empirical Estimates and Determinants,1000,37,0.2901737298023389,0.11818079531817165
Empirical Estimates and Determinants,1000,38,-0.48351865107018677,-0.008590734018853085
Empirical Estimates and Determinants,1000,39,-0.2072025033899696,-0.16979888857443345
Empirical Estimates and Determinants,1000,40,0.1451883935918192,0.03702150652870747
Empirical Estimates and Determinants,1000,41,0.4279999051612563,-0.04628725910569907
Empirical Estimates and Determinants,1000,42,0.324205319264867,0.10707413915688484
Empirical Estimates and Determinants,1000,43,0.2520369680495358,-0.32524582762158794
Empirical Estimates and Determinants,1000,44,-0.18775976587125787,0.20846401266250011
Empirical Estimates and Determinants,1000,45,0.22511020421489553,0.04669762290514776
Empirical Estimates and Determinants,1000,46,-0.2338043855707488,-0.4348967900893379
Empirical Estimates and Determinants,1000,47,-0.28904164238669905,-0.18934488671231312
Empirical Estimates and Determinants,2000,27,0.10413746344939546,0.10760488680209229
Empirical Estimates and Determinants,2000,28,0.19473896718553255,-0.2384794163302477
Empirical Estimates and Determinants,2000,29,-0.24681751016515863,0.06776116079809134
Empirical Estimates and Determinants,2000,30,0.15194124230947334,0.3330971817153738
Empirical Estimates and Determinants,2000,31,-0.06924131870723621,0.1761256231400903
Empirical Estimates and Determinants,2000,32,0.3292212118634834,-0.16551430079828305
Empirical Estimates and Determinants,2000,33,0.13599710927302164,0.05494715017023989
Empirical Estimates and Determinants,2000,34,0.23738877298941996,0.39232467944150273
Empirical Estimates and Determinants,2000,35,-0.19930071877918143,0.38785984569257825
Empirical Estimates and Determinants,2000,36,0.09603913897649417,-0.13893337327012442
Empirical Estimates and Determinants,2000,37,0.2692230180845018,0.22363148937967678
Empirical Estimates and Determinants,2000,38,-0.5335547182797863,-0.003116209792137736
Empirical Estimates and Determinants,2000,39,-0.297059748456359,-0.04984807698579922
Empirical Estimates and Determinants,2000,40,-0.008031401150313422,-0.08758946280739595
Empirical Estimates and Determinants,2000,41,-0.08830503121899369,0.4488343230090793
Empirical Estimates and Determinants,2000,42,0.35227807132814387,0.24511580986422016
Empirical Estimates and Determinants,2000,43,0.13589347156457143,-0.39576369438291625
Empirical Estimates and Determinants,2000,44,-0.20456447186430013,0.1862879786235482
Empirical Estimates and Determinants,2000,45,-0.1337903513924955,-0.29329085400815397
Empirical Estimates and Determinants,2000,46,-0.07766445392161954,-0.3088515763820165
Empirical Estimates and Determinants,2000,47,-0.34152138233455115,-0.1325312035563741
Linked Administrative Data,100,27,-0.4093462817483892,0.27735191567695777
Linked Administrative Data,100,28,0.26295986791772014,-0.2888134467495295
Linked Administrative Data,100,29,-0.09177776453652235,-0.2820483702013541
Linked Administrative Data,100,30,0.3007993868547798,0.2268411618841047
Linked Administrative Data,100,31,0.14795939854232784,-0.476742700376735
Linked Administrative Data,100,32,0.14235810071974245,0.07473947389341096
Linked Administrative Data,100,33,0.27805230233978684,-0.2629085220212981
Linked Administrative Data,100,34,-0.04628070054891686,0.4789231995626785
Linked Administrative Data,100,35,0.45938541437367464,0.02072432091495467
Linked Administrative Data,100,36,0.5316372049790702,-0.12244957152542985
Linked Administrative Data,100,37,0.10722325193758916,-0.2672991123301465
Linked Administrative Data,100,38,0.42286901202397,0.06285337839995918
Linked Administrative Data,100,39,0.20308771765227568,0.03932364472515062
Linked Administrative Data,100,40,-0.01340122562649383,0.3496567124373784
Linked Administrative Data,100,41,-0.22570291190519903,0.5813147202500768
Linked Administrative Data,100,42,-0.0754772677315247,-0.4183476891209487
Linked Administrative Data,100,43,-0.19743914060474654,-0.33590274776026396
Linked Administrative Data,100,44,-0.4944629591254393,0.025082993244653542
Linked Administrative Data,100,45,0.17939548683638215,0.2741518007954929
Linked Administrative Data,100,46,-0.08254936006001973,0.3894147045984091
Linked Administrative Data,100,47,0.18364006398121843,0.10744339144342555
Linked Administrative Data,500,27,-0.15476742554467238,0.2654301913487156
Linked Administrative Data,500,28,0.05229105098036831,-0.4659436203222416
Linked Administrative Data,500,29,-0.23286989648010772,0.22234403278758116
Linked Administrative Data,500,30,0.12102667317275237,0.325717763537392
Linked Administrative Data,500,31,0.08870652681810329,-0.39813530169116207
Linked Administrative Data,500,32,-0.012763204710452341,0.3471607440083184
Linked Administrative Data,500,33,0.2570825453793904,-0.258933156401558
Linked Administrative Data,500,34,-0.16939314338273273,0.28280473719260524
Linked Administrative Data,500,35,0.47060933004682465,-0.1891140058271113
Linked Administrative Data,500,36,0.4308800994797924,-0.14188131726803674
Linked Administrative Data,500,37,-0.04253633425513321,-0.39965629663604724
Linked Administrative Data,500,38,0.49380686553257647,-0.026611128015609095
Linked Administrative Data,500,39,0.33716686979447286,-0.245358845149382
Linked Administrative Data,500,40,-0.06280835697737305,0.3964951176218864
Linked Administrative Data,500,41,-0.2837090195775412,0.31941067898215797
Linked Administrative Data,500,42,-0.32143440525173944,-0.34088987050596925
Linked Administrative Data,500,43,-0.17700235264873262,-0.287592981534848
Linked Administrative Data,500,44,-0.31919937780148433,0.027898380442490083
Linked Administrative Data,500,45,0.33674750615989946,-0.11493295770271751
Linked Administrative Data,500,46,-0.42476135291356243,-0.11807089546961005
Linked Administrative Data,500,47,0.031433264276360125,0.2135693484562022
Linked Administrative Data,1000,27,-0.19833318839356695,0.3097616213452588
Linked Administrative Data,1000,28,0.5001323820140822,-0.3080625194433463
Linked Administrative Data,1000,29,0.498387638641224,-0.1970742554176269
Linked Administrative Data,1000,30,-0.07800967615630236,0.42069883077940956
Linked Administrative Data,1000,31,0.11973490799485931,-0.4932550362513071
Linked Administrative Data,1000,32,-0.1776499265666036,0.32820129033638135
Linked Administrative Data,1000,33,0.3839463194523794,-0.1489777400393393
Linked Administrative Data,1000,34,-0.0776126739334925,0.1413268561512506
Linked Administrative Data,1000,35,0.4714610917384254,-0.19656777124856456
Linked Administrative Data,1000,36,0.4076460534424445,-0.17169489982535502
Linked Administrative Data,1000,37,-0.30557491352070726,-0.33710595557619216
Linked Administrative Data,1000,38,0.5214682121594357,-0.05729248506982232
Linked Administrative Data,1000,39,0.27324415851663225,-0.0019500985286194145
Linked Administrative Data,1000,40,-0.17558822838695468,0.4083099956274074
Linked Administrative Data,1000,41,-0.19571614936408832,-0.05485784546900681
Linked Administrative Data,1000,42,0.05854794807264954,-0.5928258813369791
Linked Administrative Data,1000,43,-0.09304901506590707,-0.30525146092587796
Linked Administrative Data,1000,44,-0.3161212815269632,0.02947431635650069
Linked Administrative Data,1000,45,0.4478361978813986,0.2612335937685058
Linked Administrative Data,1000,46,-0.46058140307744805,0.11407172388405923
Linked Administrative Data,1000,47,-0.05443317143569487,0.18064967592199022
Linked Administrative Data,2000,27,-0.3434093044653749,0.1549429750738759
Linked Administrative Data,2000,28,-0.1364132324714014,-0.5491497268562847
Linked Administrative Data,2000,29,-0.3125041769367476,-0.298817208844304
Linked Administrative Data,2000,30,-0.06698107392457742,0.3573428305795799
Linked Administrative Data,2000,31,-0.10835976016227819,-0.29924871111712914
Linked Administrative Data,2000,32,-0.13134338454407707,0.11814665884018151
Linked Administrative Data,2000,33,0.2871201469674709,-0.2262614145377682
Linked Administrative Data,2000,34,-0.004473050352520894,0.2311533180282267
Linked Administrative Data,2000,35,0.679346566277587,-0.17633962917634233
Linked Administrative Data,2000,36,-0.2951891894106655,-0.3793061887012168
Linked Administrative Data,2000,37,-0.054067053148048896,-0.4086909823324391
Linked Administrative Data,2000,38,0.4997113700448983,-0.1430407770450038
Linked Administrative Data,2000,39,0.45038801738679773,-0.16001805862754645
Linked Administrative Data,2000,40,-0.1955758989751984,0.28940071121447947
Linked Administrative Data,2000,41,-0.024096919197021144,-0.42470797396273113
Linked Administrative Data,2000,42,-0.17602448394671033,-0.40122835499287646
Linked Administrative Data,2000,43,-0.11539420433246828,-0.31314046052159217
Linked Administrative Data,2000,44,-0.3185012379680472,0.027580344535902118
Linked Administrative Data,2000,45,-0.19737452733130081,-0.0881588762395663
Linked Administrative Data,2000,46,-0.34303287970895024,-0.01236117132439264
Linked Administrative Data,2000,47,0.004619089311426399,0.183060764733977
Rank‐based Measures,100,27,0.032740637084275305,0.07297829473609328
Rank‐based Measures,100,28,-0.16325961231852842,-0.07715506687942426
Rank‐based Measures,100,29,-0.3653667805097082,-0.20986378459356878
Rank‐based Measures,100,30,0.2552851562798715,0.027519333968465252
Rank‐based Measures,100,31,-0.008840151181868,0.15382544512520585
Rank‐based Measures,100,32,-0.14730874070621608,-0.13917653726621193
Rank‐based Measures,100,33,-0.2835125410030567,0.19902478966086465
Rank‐based Measures,100,34,0.11245823655137238,0.1094149926075602
Rank‐based Measures,100,35,0.13191821033112078,0.13656141448830936
Rank‐based Measures,100,36,-0.16350642477976393,0.1256263980365465
Rank‐based Measures,100,37,-0.29708169272872104,0.07029943161975953
Rank‐based Measures,100,38,-0.242370556210878,-0.19270895596818566
Rank‐based Measures,100,39,-0.24853106005504774,-0.17925972500383391
Rank‐based Measures,100,40,0.012731465122608141,0.11376855094476275
Rank‐based Measures,100,41,-0.3031350521260601,-0.1561274214359961
Rank‐based Measures,100,42,0.49445514090900206,0.15106066957961353
Rank‐based Measures,100,43,-0.01853719593481972,0.13936516817821196
Rank‐based Measures,100,44,-0.046037178298445974,-0.17771610133841803
Rank‐based Measures,100,45,-0.17027056651487954,0.19442474287093459
Rank‐based Measures,100,46,-0.06067075015811115,-0.05894779761269458
Rank‐based Measures,100,47,-0.37900064736976,-0.04849948915766441
Rank‐based Measures,500,27,-0.39299656130966176,0.1543815464364511
Rank‐based Measures,500,28,-0.2697117639312142,-0.06837581075764758
Rank‐based Measures,500,29,0.07821397833391001,-0.403209663855119
Rank‐based Measures,500,30,0.19621710944484827,-0.05901564450238679
Rank‐based Measures,500,31,-0.17083176056084862,0.3834653707558304
Rank‐based Measures,500,32,0.21370237848771337,0.03974555417934856
Rank‐based Measures,500,33,-0.2959752953263896,0.24347507159570853
Rank‐based Measures,500,34,-0.08749035941771358,-0.09440670767380811
Rank‐based Measures,500,35,0.13268907829538634,0.1555619829798674
Rank‐based Measures,500,36,-0.15081454077437162,0.13176599292850882
Rank‐based Measures,500,37,-0.13096558131798328,-0.14033311768900417
Rank‐based Measures,500,38,-0.13536782276913045,-0.10096388344357192
Rank‐based Measures,500,39,-0.3007169250884576,0.07297102668003376
Rank‐based Measures,500,40,0.1753511096449735,0.20400581962565342
Rank‐based Measures,500,41,-0.09011779012641341,0.06629526746710512
Rank‐based Measures,500,42,0.2534809706238074,-0.24792600883867022
Rank‐based Measures,500,43,-0.08397011773923503,0.08718279889174342
Rank‐based Measures,500,44,-0.09202782003420466,-0.20302665653955518
Rank‐based Measures,500,45,0.033581257486027326,-0.2748989286237778
Rank‐based Measures,500,46,-0.03173445067449034,-0.031226602953518305
Rank‐based Measures,500,47,-0.07104260598510899,-0.36981200897190236
Rank‐based Measures,1000,27,-0.04465378405668166,-0.14409486735728136
Rank‐based Measures,1000,28,-0.08972914822682136,-0.06519715671113151
Rank‐based Measures,1000,29,0.08546490178914037,0.1420207600387265
Rank‐based Measures,1000,30,0.16771911531519645,-0.15624930552577396
Rank‐based Measures,1000,31,-0.1369247213547939,0.2826279344731527
Rank‐based Measures,1000,32,0.10773582513729478,0.1718406806169271
Rank‐based Measures,1000,33,-0.14443734028631278,0.18059350657295653
Rank‐based Measures,1000,34,0.31728789433597215,0.38240708095162174
Rank‐based Measures,1000,35,0.13486673271501537,0.14888879367051028
Rank‐based Measures,1000,36,-0.15969192859433384,0.06286971470590114
Rank‐based Measures,1000,37,-0.16305505035986245,-0.07227741642738844
Rank‐based Measures,1000,38,-0.17829595323567854,0.02589746206712014
Rank‐based Measures,1000,39,-0.31157585268033655,-0.05517928013079734
Rank‐based Measures,1000,40,-0.01310539160657487,0.07278157979809162
Rank‐based Measures,1000,41,0.29969581656591754,0.16682163959388435
Rank‐based Measures,1000,42,0.1224295514101521,0.0023076918717029496
Rank‐based Measures,1000,43,-0.13179031686851425,0.12308903413809091
Rank‐based Measures,1000,44,-0.09532342833999526,-0.2096538125354588
Rank‐based Measures,1000,45,0.19601765820231157,-0.2820068193056115
Rank‐based Measures,1000,46,-0.005093552992134548,0.042242855773122326
Rank‐based Measures,1000,47,0.08272331699976784,-0.30744311016517384
Rank‐based Measures,2000,27,0.14637444124706553,-0.24642066973643992
Rank‐based Measures,2000,28,-0.13166515387770314,0.016733482487511376
Rank‐based Measures,2000,29,0.3169235452332288,-0.04253234016891326
Rank‐based Measures,2000,30,0.11807287124647534,-0.1851786492530618
Rank‐based Measures,2000,31,0.3607401154541185,0.1681125810867753
Rank‐based Measures,2000,32,0.28777284952601634,0.22860774331663922
Rank‐based Measures,2000,33,-0.17702281637442366,0.17326985999695838
Rank‐based Measures,2000,34,0.2345871101849462,-0.28117456578790123
Rank‐based Measures,2000,35,0.027635854902015457,-0.0408791409226473
Rank‐based Measures,2000,36,-0.15020545944092809,0.0824609172008426
Rank‐based Measures,2000,37,-0.14430490241293423,-0.13769618872884928
Rank‐based Measures,2000,38,-0.11862991779639664,-0.13553403251852567
Rank‐based Measures,2000,39,-0.10078844556128824,0.0706074414763545
Rank‐based Measures,2000,40,0.0568444571104851,0.08508386081800529
Rank‐based Measures,2000,41,-0.36629089960743916,0.10328396354640944
Rank‐based Measures,2000,42,0.30105653587543585,-0.1047745126428225
Rank‐based Measures,2000,43,-0.13697233550239152,0.11033144423872829
Rank‐based Measures,2000,44,-0.09865153322486571,-0.2261876845007748
Rank‐based Measures,2000,45,0.14003318612402268,0.23965226649491908
Rank‐based Measures,2000,46,0.02932610692359623,0.015709642698721098
Rank‐based Measures,2000,47,0.033365175032829576,-0.34174323174895754
Transition Matrix / Probability Measures,100,27,0.01702413982880704,-0.5634152886691884
Transition Matrix / Probability Measures,100,28,-0.07660156612272707,0.2093493612897233
Transition Matrix / Probability Measures,100,29,0.36872027054857986,0.12585528935075393
Transition Matrix / Probability Measures,100,30,-0.368972251637304,-0.350080830100094
Transition Matrix / Probability Measures,100,31,0.08539313880764772,0.3136329299125741
Transition Matrix / Probability Measures,100,32,-0.05875622701705209,0.4490911947379402
Transition Matrix / Probability Measures,100,33,-0.17327627746547036,0.06028473074524472
Transition Matrix / Probability Measures,100,34,-0.26370132547450914,0.20746976345925364
Transition Matrix / Probability Measures,100,35,0.058284587311912266,-0.131061909581471
Transition Matrix / Probability Measures,100,36,0.22916384902096845,-0.48807698182164827
Transition Matrix / Probability Measures,100,37,-0.04288774074655645,0.35475861568805345
Transition Matrix / Probability Measures,100,38,0.026960576504770028,0.013204322614692548
Transition Matrix / Probability Measures,100,39,0.2575393990742936,0.5493195496523473
Transition Matrix / Probability Measures,100,40,0.16797472581745942,-0.46723705883924727
Transition Matrix / Probability Measures,100,41,0.3763039117968455,0.10442089327026036
Transition Matrix / Probability Measures,100,42,-0.061135543521294834,-0.2040687944757727
Transition Matrix / Probability Measures,100,43,-0.409849510944552,0.0503634285058817
Transition Matrix / Probability Measures,100,44,0.4097503063108668,-0.11613550182067696
Transition Matrix / Probability Measures,100,45,0.35151179844263375,0.20431070159732387
Transition Matrix / Probability Measures,100,46,0.17900876109476907,0.07906679998413706
Transition Matrix / Probability Measures,100,47,0.19936670897163902,-0.3690343468148178
Transition Matrix / Probability Measures,500,27,-0.1770139185795767,-0.3922212422240714
Transition Matrix / Probability Measures,500,28,-0.08524382351980565,0.3421603506962825
Transition Matrix / Probability Measures,500,29,0.3419676553259165,0.1789232298694134
Transition Matrix / Probability Measures,500,30,-0.34143821822468673,-0.3021844048691635
Transition Matrix / Probability Measures,500,31,0.07646306205414491,0.29361175022891456
Transition Matrix / Probability Measures,500,32,-0.3427867766902806,0.44281032242355006
Transition Matrix / Probability Measures,500,33,-0.2941071770259815,0.09219039773446873
Transition Matrix / Probability Measures,500,34,-0.27393063401891976,0.11946024005541987
Transition Matrix / Probability Measures,500,35,0.06908077614421552,-0.1203204296055445
Transition Matrix / Probability Measures,500,36,0.04148249438487703,-0.45132995179111607
Transition Matrix / Probability Measures,500,37,-0.2971492846966482,-0.08193335496980483
Transition Matrix / Probability Measures,500,38,0.2582131882885264,0.09775507280716186
Transition Matrix / Probability Measures,500,39,0.25050182713458136,0.31769502511918507
Transition Matrix / Probability Measures,500,40,-0.11338552019954821,-0.6723582326379444
Transition Matrix / Probability Measures,500,41,0.26612439563260465,0.12809431255715042
Transition Matrix / Probability Measures,500,42,-0.4904216939344465,0.06909399804548558
Transition Matrix / Probability Measures,500,43,-0.30616282790237037,0.1949042371141304
Transition Matrix / Probability Measures,500,44,0.3875918092505629,-0.11081912428878724
Transition Matrix / Probability Measures,500,45,-0.1913820659464054,0.3331303601056053
Transition Matrix / Probability Measures,500,46,0.20632238741815748,0.09267918791218208
Transition Matrix / Probability Measures,500,47,0.4111572920534712,0.06807172167315777
Transition Matrix / Probability Measures,1000,27,-0.12949263927441473,-0.35504418793561676
Transition Matrix / Probability Measures,1000,28,-0.1359709204247311,0.27931054748662804
Transition Matrix / Probability Measures,1000,29,-0.3505133412210534,0.2015025033224482
Transition Matrix / Probability Measures,1000,30,-0.31493742718475015,-0.2849174695091504
Transition Matrix / Probability Measures,1000,31,0.13409492124731479,0.23903639412316885
Transition Matrix / Probability Measures,1000,32,-0.5223288663448978,0.2837340759104572
Transition Matrix / Probability Measures,1000,33,-0.3037673563275216,0.10470740792971926
Transition Matrix / Probability Measures,1000,34,0.4727702675876829,-0.08680764454580171
Transition Matrix / Probability Measures,1000,35,0.07555101509738055,-0.1324271937322272
Transition Matrix / Probability Measures,1000,36,-0.0007179207613440849,-0.4481058668534525
Transition Matrix / Probability Measures,1000,37,-0.3156070288424043,0.08191330848489367
Transition Matrix / Probability Measures,1000,38,0.25752847279670216,0.07473621275731392
Transition Matrix / Probability Measures,1000,39,0.3106688621194105,0.3288891250831444
Transition Matrix / Probability Measures,1000,40,-0.0575279399866072,-0.5398153854131448
Transition Matrix / Probability Measures,1000,41,-0.2359185426864349,0.1745153482876711
Transition Matrix / Probability Measures,1000,42,-0.6186729100967616,-0.13981618831549042
Transition Matrix / Probability Measures,1000,43,-0.2930720609483613,0.20012648506504968
Transition Matrix / Probability Measures,1000,44,0.4063937036509348,-0.11414197101574239
Transition Matrix / Probability Measures,1000,45,-0.28089724057534915,-0.11375004518414328
Transition Matrix / Probability Measures,1000,46,0.2503376195405487,0.004410334777592881
