u,v,edge_betweenness,edge_betweenness_weighted
Rank‐based Measures,Administrative/Registry Data,0.012831854661920017,0.002849002849002849
Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",0.007218079064484293,0.005698005698005698
Rank‐based Measures,Empirical Estimates and Determinants,0.03284234586522169,0.05982905982905983
Rank‐based Measures,Linked Administrative Data,0.011716756978194888,0.005698005698005698
Rank‐based Measures,Panel/Longitudinal Surveys,0.014603170975719997,0.0
Regression‐based Measures,Administrative/Registry Data,0.01881813617736192,0.05128205128205129
Regression‐based Measures,Archival/Historical Data,0.028822412155745488,0.07407407407407408
Regression‐based Measures,Empirical Estimates and Determinants,0.00931649584238825,0.1851851851851852
Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,0.017221082178347134,0.21082621082621084
Regression‐based Measures,International Panel Data,0.01835232668566002,0.07407407407407408
Regression‐based Measures,Linked Administrative Data,0.018406684697534374,0.05128205128205129
Regression‐based Measures,Measurement and Methodological Advances,0.029445174957995465,0.07122507122507123
Regression‐based Measures,National Survey Data,0.02744442879058264,0.13105413105413105
Regression‐based Measures,Natural/Experimental Data,0.03513770180436847,0.05840455840455841
Regression‐based Measures,No dataset,0.014815771439703064,0.11965811965811966
Regression‐based Measures,Opportunity Atlas,0.03513770180436847,0.05840455840455841
Regression‐based Measures,Others_DataType,0.017135899870942613,0.03632478632478633
Regression‐based Measures,Others_RqType,0.05062458908612754,0.06552706552706553
Regression‐based Measures,Panel/Longitudinal Surveys,0.022050397742956824,0.10541310541310542
Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",0.018088733045998003,0.07122507122507123
Regression‐based Measures,Pseudo-Panel/Household Budget Survey,0.023504273504273504,0.04202279202279202
Regression‐based Measures,Theoretical and Structural Models,0.02590389658011579,0.0
Transition Matrix / Probability Measures,Administrative/Registry Data,0.009505575518647415,0.0
Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",0.01222678435096736,0.008547008547008548
Transition Matrix / Probability Measures,Empirical Estimates and Determinants,0.019248949428687993,0.0
Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,0.014048122659233773,0.06267806267806268
Transition Matrix / Probability Measures,Linked Administrative Data,0.011256705047554723,0.008547008547008548
Transition Matrix / Probability Measures,National Survey Data,0.010012210012210013,0.0
Transition Matrix / Probability Measures,No dataset,0.010511916067471623,0.0
Transition Matrix / Probability Measures,Panel/Longitudinal Surveys,0.011175407744035196,0.0
Transition Matrix / Probability Measures,Theoretical and Structural Models,0.01428899713213439,0.0
