,source,target,hops
67,Opportunity Atlas,Transition Matrix / Probability Measures,2.0
68,Perceptions of Mobility and Attitudes,Transition Matrix / Probability Measures,2.0
69,Others_RqType,Transition Matrix / Probability Measures,2.0
70,Absolute Mobility Measures,Others_Measure,2.0
71,Decomposition / Structural Approaches,Others_Measure,2.0
72,Regression‐based Measures,Others_Measure,2.0
73,Transition Matrix / Probability Measures,Others_Measure,2.0
74,Multigenerational Measures,Others_Measure,2.0
75,Non‐parametric Approaches,Others_Measure,2.0
76,Rank‐based Measures,Others_Measure,2.0
77,Archival/Historical Data,Others_Measure,2.0
78,Panel/Longitudinal Surveys,Others_Measure,2.0
79,International Panel Data,Others_Measure,2.0
80,Measurement and Methodological Advances,Others_Measure,2.0
81,"Policy, Institutional, and Geographic Impacts",Others_Measure,2.0
82,"Demographic Differences in Mobility (Race, Gender, etc.)",Others_Measure,2.0
83,Natural/Experimental Data,Others_Measure,2.0
84,Opportunity Atlas,Others_Measure,2.0
85,Perceptions of Mobility and Attitudes,Others_Measure,2.0
86,Others_RqType,Others_Measure,2.0
87,Absolute Mobility Measures,Multigenerational Measures,2.0
88,Decomposition / Structural Approaches,Multigenerational Measures,2.0
89,Regression‐based Measures,Multigenerational Measures,2.0
90,Transition Matrix / Probability Measures,Multigenerational Measures,2.0
91,Others_Measure,Multigenerational Measures,2.0
92,Non‐parametric Approaches,Multigenerational Measures,2.0
93,Rank‐based Measures,Multigenerational Measures,2.0
94,No dataset,Multigenerational Measures,2.0
95,Administrative/Registry Data,Multigenerational Measures,2.0
96,Others_DataType,Multigenerational Measures,2.0
97,Linked Administrative Data,Multigenerational Measures,2.0
98,National Survey Data,Multigenerational Measures,2.0
99,International Panel Data,Multigenerational Measures,2.0
100,Empirical Estimates and Determinants,Multigenerational Measures,2.0
101,Measurement and Methodological Advances,Multigenerational Measures,2.0
102,"Policy, Institutional, and Geographic Impacts",Multigenerational Measures,2.0
103,"Demographic Differences in Mobility (Race, Gender, etc.)",Multigenerational Measures,2.0
104,Pseudo-Panel/Household Budget Survey,Multigenerational Measures,2.0
105,Absolute Mobility Measures,Non‐parametric Approaches,2.0
106,Decomposition / Structural Approaches,Non‐parametric Approaches,2.0
107,Regression‐based Measures,Non‐parametric Approaches,2.0
108,Transition Matrix / Probability Measures,Non‐parametric Approaches,2.0
109,Others_Measure,Non‐parametric Approaches,2.0
110,Multigenerational Measures,Non‐parametric Approaches,2.0
111,Rank‐based Measures,Non‐parametric Approaches,2.0
112,Archival/Historical Data,Non‐parametric Approaches,2.0
113,No dataset,Non‐parametric Approaches,2.0
114,Others_DataType,Non‐parametric Approaches,2.0
115,National Survey Data,Non‐parametric Approaches,2.0
116,International Panel Data,Non‐parametric Approaches,2.0
117,Measurement and Methodological Advances,Non‐parametric Approaches,2.0
118,"Policy, Institutional, and Geographic Impacts",Non‐parametric Approaches,2.0
119,"Demographic Differences in Mobility (Race, Gender, etc.)",Non‐parametric Approaches,2.0
120,Pseudo-Panel/Household Budget Survey,Non‐parametric Approaches,2.0
121,Natural/Experimental Data,Non‐parametric Approaches,2.0
122,Opportunity Atlas,Non‐parametric Approaches,2.0
123,Others_RqType,Non‐parametric Approaches,2.0
124,Absolute Mobility Measures,Rank‐based Measures,2.0
125,Decomposition / Structural Approaches,Rank‐based Measures,2.0
126,Regression‐based Measures,Rank‐based Measures,2.0
127,Transition Matrix / Probability Measures,Rank‐based Measures,2.0
128,Others_Measure,Rank‐based Measures,2.0
129,Multigenerational Measures,Rank‐based Measures,2.0
130,Non‐parametric Approaches,Rank‐based Measures,2.0
131,Archival/Historical Data,Rank‐based Measures,2.0
132,No dataset,Rank‐based Measures,2.0
133,Others_DataType,Rank‐based Measures,2.0
134,National Survey Data,Rank‐based Measures,2.0
135,International Panel Data,Rank‐based Measures,2.0
136,Intergenerational Wealth Mobility and Inheritance,Rank‐based Measures,2.0
137,Measurement and Methodological Advances,Rank‐based Measures,2.0
138,"Policy, Institutional, and Geographic Impacts",Rank‐based Measures,2.0
139,Pseudo-Panel/Household Budget Survey,Rank‐based Measures,2.0
140,Natural/Experimental Data,Rank‐based Measures,2.0
141,Opportunity Atlas,Rank‐based Measures,2.0
142,Others_RqType,Rank‐based Measures,2.0
143,Absolute Mobility Measures,Archival/Historical Data,2.0
144,Decomposition / Structural Approaches,Archival/Historical Data,2.0
145,Transition Matrix / Probability Measures,Archival/Historical Data,2.0
146,Others_Measure,Archival/Historical Data,2.0
147,Non‐parametric Approaches,Archival/Historical Data,2.0
148,Rank‐based Measures,Archival/Historical Data,2.0
149,No dataset,Archival/Historical Data,2.0
150,Administrative/Registry Data,Archival/Historical Data,2.0
151,Others_DataType,Archival/Historical Data,2.0
152,Panel/Longitudinal Surveys,Archival/Historical Data,2.0
153,Linked Administrative Data,Archival/Historical Data,2.0
154,National Survey Data,Archival/Historical Data,2.0
155,International Panel Data,Archival/Historical Data,2.0
156,Theoretical and Structural Models,Archival/Historical Data,2.0
157,Measurement and Methodological Advances,Archival/Historical Data,2.0
158,"Policy, Institutional, and Geographic Impacts",Archival/Historical Data,2.0
159,Pseudo-Panel/Household Budget Survey,Archival/Historical Data,2.0
160,Natural/Experimental Data,Archival/Historical Data,2.0
161,Opportunity Atlas,Archival/Historical Data,2.0
162,Others_RqType,Archival/Historical Data,2.0
163,Multigenerational Measures,No dataset,2.0
164,Non‐parametric Approaches,No dataset,2.0
165,Rank‐based Measures,No dataset,2.0
166,Archival/Historical Data,No dataset,2.0
167,Administrative/Registry Data,No dataset,2.0
168,Others_DataType,No dataset,2.0
169,Panel/Longitudinal Surveys,No dataset,2.0
170,Linked Administrative Data,No dataset,2.0
171,National Survey Data,No dataset,2.0
172,International Panel Data,No dataset,2.0
173,"Demographic Differences in Mobility (Race, Gender, etc.)",No dataset,2.0
174,Pseudo-Panel/Household Budget Survey,No dataset,2.0
175,Natural/Experimental Data,No dataset,2.0
176,Opportunity Atlas,No dataset,2.0
177,Perceptions of Mobility and Attitudes,No dataset,2.0
178,Others_RqType,No dataset,2.0
179,Multigenerational Measures,Administrative/Registry Data,2.0
180,Archival/Historical Data,Administrative/Registry Data,2.0
181,No dataset,Administrative/Registry Data,2.0
182,Others_DataType,Administrative/Registry Data,2.0
183,Panel/Longitudinal Surveys,Administrative/Registry Data,2.0
184,Linked Administrative Data,Administrative/Registry Data,2.0
185,National Survey Data,Administrative/Registry Data,2.0
186,International Panel Data,Administrative/Registry Data,2.0
187,Theoretical and Structural Models,Administrative/Registry Data,2.0
188,Pseudo-Panel/Household Budget Survey,Administrative/Registry Data,2.0
189,Natural/Experimental Data,Administrative/Registry Data,2.0
190,Others_DataType,Measurement and Methodological Advances,2.0
191,Linked Administrative Data,Measurement and Methodological Advances,2.0
192,National Survey Data,Measurement and Methodological Advances,2.0
193,International Panel Data,Measurement and Methodological Advances,2.0
194,Intergenerational Wealth Mobility and Inheritance,Measurement and Methodological Advances,2.0
195,Theoretical and Structural Models,Measurement and Methodological Advances,2.0
196,Empirical Estimates and Determinants,Measurement and Methodological Advances,2.0
197,"Policy, Institutional, and Geographic Impacts",Measurement and Methodological Advances,2.0
198,"Demographic Differences in Mobility (Race, Gender, etc.)",Measurement and Methodological Advances,2.0
199,Pseudo-Panel/Household Budget Survey,Measurement and Methodological Advances,2.0
200,Natural/Experimental Data,Measurement and Methodological Advances,2.0
201,Opportunity Atlas,Measurement and Methodological Advances,2.0
202,Perceptions of Mobility and Attitudes,Measurement and Methodological Advances,2.0
203,Others_RqType,Measurement and Methodological Advances,2.0
204,Absolute Mobility Measures,"Policy, Institutional, and Geographic Impacts",2.0
205,Transition Matrix / Probability Measures,"Policy, Institutional, and Geographic Impacts",2.0
206,Others_Measure,"Policy, Institutional, and Geographic Impacts",2.0
207,Multigenerational Measures,"Policy, Institutional, and Geographic Impacts",2.0
208,Non‐parametric Approaches,"Policy, Institutional, and Geographic Impacts",2.0
209,Rank‐based Measures,"Policy, Institutional, and Geographic Impacts",2.0
210,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",2.0
211,Intergenerational Wealth Mobility and Inheritance,"Policy, Institutional, and Geographic Impacts",2.0
212,Theoretical and Structural Models,"Policy, Institutional, and Geographic Impacts",2.0
213,Empirical Estimates and Determinants,"Policy, Institutional, and Geographic Impacts",2.0
214,Measurement and Methodological Advances,"Policy, Institutional, and Geographic Impacts",2.0
215,"Demographic Differences in Mobility (Race, Gender, etc.)","Policy, Institutional, and Geographic Impacts",2.0
216,Pseudo-Panel/Household Budget Survey,"Policy, Institutional, and Geographic Impacts",2.0
217,Natural/Experimental Data,"Policy, Institutional, and Geographic Impacts",2.0
218,Opportunity Atlas,"Policy, Institutional, and Geographic Impacts",2.0
219,Perceptions of Mobility and Attitudes,"Policy, Institutional, and Geographic Impacts",2.0
220,Others_RqType,"Policy, Institutional, and Geographic Impacts",2.0
221,Absolute Mobility Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
222,Decomposition / Structural Approaches,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
223,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
224,Others_Measure,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
225,Multigenerational Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
226,Non‐parametric Approaches,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
227,No dataset,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
228,Intergenerational Wealth Mobility and Inheritance,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
229,Theoretical and Structural Models,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
230,Empirical Estimates and Determinants,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
231,Measurement and Methodological Advances,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
232,"Policy, Institutional, and Geographic Impacts","Demographic Differences in Mobility (Race, Gender, etc.)",2.0
233,Perceptions of Mobility and Attitudes,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
234,Others_RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2.0
235,Absolute Mobility Measures,Pseudo-Panel/Household Budget Survey,2.0
236,Decomposition / Structural Approaches,Pseudo-Panel/Household Budget Survey,2.0
237,Transition Matrix / Probability Measures,Pseudo-Panel/Household Budget Survey,2.0
238,Multigenerational Measures,Pseudo-Panel/Household Budget Survey,2.0
239,Non‐parametric Approaches,Pseudo-Panel/Household Budget Survey,2.0
240,Rank‐based Measures,Pseudo-Panel/Household Budget Survey,2.0
241,Archival/Historical Data,Pseudo-Panel/Household Budget Survey,2.0
242,No dataset,Pseudo-Panel/Household Budget Survey,2.0
243,Administrative/Registry Data,Pseudo-Panel/Household Budget Survey,2.0
244,Others_DataType,Pseudo-Panel/Household Budget Survey,2.0
245,Panel/Longitudinal Surveys,Pseudo-Panel/Household Budget Survey,2.0
246,Linked Administrative Data,Pseudo-Panel/Household Budget Survey,2.0
247,National Survey Data,Pseudo-Panel/Household Budget Survey,2.0
248,International Panel Data,Pseudo-Panel/Household Budget Survey,2.0
249,Theoretical and Structural Models,Pseudo-Panel/Household Budget Survey,2.0
250,Measurement and Methodological Advances,Pseudo-Panel/Household Budget Survey,2.0
251,"Policy, Institutional, and Geographic Impacts",Pseudo-Panel/Household Budget Survey,2.0
252,Natural/Experimental Data,Pseudo-Panel/Household Budget Survey,2.0
253,Opportunity Atlas,Pseudo-Panel/Household Budget Survey,2.0
254,Others_RqType,Pseudo-Panel/Household Budget Survey,2.0
255,Absolute Mobility Measures,Natural/Experimental Data,2.0
256,Decomposition / Structural Approaches,Natural/Experimental Data,2.0
257,Transition Matrix / Probability Measures,Natural/Experimental Data,2.0
258,Others_Measure,Natural/Experimental Data,2.0
259,Non‐parametric Approaches,Natural/Experimental Data,2.0
260,Rank‐based Measures,Natural/Experimental Data,2.0
261,Archival/Historical Data,Natural/Experimental Data,2.0
262,No dataset,Natural/Experimental Data,2.0
263,Administrative/Registry Data,Natural/Experimental Data,2.0
264,Others_DataType,Natural/Experimental Data,2.0
265,Panel/Longitudinal Surveys,Natural/Experimental Data,2.0
266,Linked Administrative Data,Natural/Experimental Data,2.0
267,National Survey Data,Natural/Experimental Data,2.0
268,International Panel Data,Natural/Experimental Data,2.0
269,Intergenerational Wealth Mobility and Inheritance,Natural/Experimental Data,2.0
270,Theoretical and Structural Models,Natural/Experimental Data,2.0
271,Measurement and Methodological Advances,Natural/Experimental Data,2.0
272,"Policy, Institutional, and Geographic Impacts",Natural/Experimental Data,2.0
273,Pseudo-Panel/Household Budget Survey,Natural/Experimental Data,2.0
274,Opportunity Atlas,Natural/Experimental Data,2.0
275,Others_RqType,Natural/Experimental Data,2.0
276,Absolute Mobility Measures,Opportunity Atlas,2.0
277,Decomposition / Structural Approaches,Opportunity Atlas,2.0
278,Transition Matrix / Probability Measures,Opportunity Atlas,2.0
279,Others_Measure,Opportunity Atlas,2.0
280,Non‐parametric Approaches,Opportunity Atlas,2.0
281,Rank‐based Measures,Opportunity Atlas,2.0
282,Archival/Historical Data,Opportunity Atlas,2.0
283,No dataset,Opportunity Atlas,2.0
284,Administrative/Registry Data,Opportunity Atlas,2.0
285,Others_DataType,Opportunity Atlas,2.0
286,Panel/Longitudinal Surveys,Opportunity Atlas,2.0
287,Linked Administrative Data,Opportunity Atlas,2.0
288,National Survey Data,Opportunity Atlas,2.0
289,International Panel Data,Opportunity Atlas,2.0
290,Intergenerational Wealth Mobility and Inheritance,Opportunity Atlas,2.0
291,Theoretical and Structural Models,Opportunity Atlas,2.0
292,Measurement and Methodological Advances,Opportunity Atlas,2.0
293,"Policy, Institutional, and Geographic Impacts",Opportunity Atlas,2.0
294,Pseudo-Panel/Household Budget Survey,Opportunity Atlas,2.0
295,Natural/Experimental Data,Opportunity Atlas,2.0
296,Others_RqType,Opportunity Atlas,2.0
297,Regression‐based Measures,Perceptions of Mobility and Attitudes,2.0
298,Transition Matrix / Probability Measures,Perceptions of Mobility and Attitudes,2.0
299,Others_Measure,Perceptions of Mobility and Attitudes,2.0
300,No dataset,Perceptions of Mobility and Attitudes,2.0
301,Administrative/Registry Data,Perceptions of Mobility and Attitudes,2.0
302,Others_DataType,Perceptions of Mobility and Attitudes,2.0
303,Panel/Longitudinal Surveys,Perceptions of Mobility and Attitudes,2.0
304,Intergenerational Wealth Mobility and Inheritance,Perceptions of Mobility and Attitudes,2.0
305,Theoretical and Structural Models,Perceptions of Mobility and Attitudes,2.0
306,Empirical Estimates and Determinants,Perceptions of Mobility and Attitudes,2.0
307,Measurement and Methodological Advances,Perceptions of Mobility and Attitudes,2.0
308,"Policy, Institutional, and Geographic Impacts",Perceptions of Mobility and Attitudes,2.0
309,"Demographic Differences in Mobility (Race, Gender, etc.)",Perceptions of Mobility and Attitudes,2.0
310,Transition Matrix / Probability Measures,Others_RqType,2.0
311,Others_Measure,Others_RqType,2.0
312,Non‐parametric Approaches,Others_RqType,2.0
313,Rank‐based Measures,Others_RqType,2.0
314,Archival/Historical Data,Others_RqType,2.0
315,No dataset,Others_RqType,2.0
316,Administrative/Registry Data,Others_RqType,2.0
317,Others_DataType,Others_RqType,2.0
318,Opportunity Atlas,Administrative/Registry Data,2.0
319,Perceptions of Mobility and Attitudes,Administrative/Registry Data,2.0
320,Others_RqType,Administrative/Registry Data,2.0
321,Absolute Mobility Measures,Others_DataType,2.0
322,Transition Matrix / Probability Measures,Others_DataType,2.0
323,Multigenerational Measures,Others_DataType,2.0
324,Non‐parametric Approaches,Others_DataType,2.0
325,Rank‐based Measures,Others_DataType,2.0
326,Archival/Historical Data,Others_DataType,2.0
327,No dataset,Others_DataType,2.0
328,Administrative/Registry Data,Others_DataType,2.0
329,Panel/Longitudinal Surveys,Others_DataType,2.0
330,Linked Administrative Data,Others_DataType,2.0
331,National Survey Data,Others_DataType,2.0
332,International Panel Data,Others_DataType,2.0
333,Theoretical and Structural Models,Others_DataType,2.0
334,Measurement and Methodological Advances,Others_DataType,2.0
335,Pseudo-Panel/Household Budget Survey,Others_DataType,2.0
336,Natural/Experimental Data,Others_DataType,2.0
337,Opportunity Atlas,Others_DataType,2.0
338,Perceptions of Mobility and Attitudes,Others_DataType,2.0
339,Others_RqType,Others_DataType,2.0
340,Others_Measure,Panel/Longitudinal Surveys,2.0
341,Archival/Historical Data,Panel/Longitudinal Surveys,2.0
342,No dataset,Panel/Longitudinal Surveys,2.0
343,Administrative/Registry Data,Panel/Longitudinal Surveys,2.0
344,Others_DataType,Panel/Longitudinal Surveys,2.0
345,Linked Administrative Data,Panel/Longitudinal Surveys,2.0
346,National Survey Data,Panel/Longitudinal Surveys,2.0
347,International Panel Data,Panel/Longitudinal Surveys,2.0
348,Theoretical and Structural Models,Panel/Longitudinal Surveys,2.0
349,Pseudo-Panel/Household Budget Survey,Panel/Longitudinal Surveys,2.0
350,Natural/Experimental Data,Panel/Longitudinal Surveys,2.0
351,Opportunity Atlas,Panel/Longitudinal Surveys,2.0
352,Perceptions of Mobility and Attitudes,Panel/Longitudinal Surveys,2.0
353,Others_RqType,Panel/Longitudinal Surveys,2.0
354,Absolute Mobility Measures,Linked Administrative Data,2.0
355,Decomposition / Structural Approaches,Linked Administrative Data,2.0
356,Multigenerational Measures,Linked Administrative Data,2.0
357,Archival/Historical Data,Linked Administrative Data,2.0
358,No dataset,Linked Administrative Data,2.0
359,Administrative/Registry Data,Linked Administrative Data,2.0
360,Others_DataType,Linked Administrative Data,2.0
361,Panel/Longitudinal Surveys,Linked Administrative Data,2.0
362,National Survey Data,Linked Administrative Data,2.0
363,International Panel Data,Linked Administrative Data,2.0
364,Theoretical and Structural Models,Linked Administrative Data,2.0
365,Measurement and Methodological Advances,Linked Administrative Data,2.0
366,Pseudo-Panel/Household Budget Survey,Linked Administrative Data,2.0
367,Natural/Experimental Data,Linked Administrative Data,2.0
368,Opportunity Atlas,Linked Administrative Data,2.0
369,Absolute Mobility Measures,National Survey Data,2.0
370,Multigenerational Measures,National Survey Data,2.0
371,Non‐parametric Approaches,National Survey Data,2.0
372,Rank‐based Measures,National Survey Data,2.0
373,Archival/Historical Data,National Survey Data,2.0
374,No dataset,National Survey Data,2.0
375,Administrative/Registry Data,National Survey Data,2.0
376,Others_DataType,National Survey Data,2.0
377,Panel/Longitudinal Surveys,National Survey Data,2.0
378,Linked Administrative Data,National Survey Data,2.0
379,International Panel Data,National Survey Data,2.0
380,Theoretical and Structural Models,National Survey Data,2.0
381,Measurement and Methodological Advances,National Survey Data,2.0
382,Pseudo-Panel/Household Budget Survey,National Survey Data,2.0
383,Natural/Experimental Data,National Survey Data,2.0
384,Opportunity Atlas,National Survey Data,2.0
385,Others_RqType,National Survey Data,2.0
386,Absolute Mobility Measures,International Panel Data,2.0
387,Decomposition / Structural Approaches,International Panel Data,2.0
388,Transition Matrix / Probability Measures,International Panel Data,2.0
389,Others_Measure,International Panel Data,2.0
390,Multigenerational Measures,International Panel Data,2.0
391,Non‐parametric Approaches,International Panel Data,2.0
392,Rank‐based Measures,International Panel Data,2.0
393,Archival/Historical Data,International Panel Data,2.0
394,No dataset,International Panel Data,2.0
395,Administrative/Registry Data,International Panel Data,2.0
396,Others_DataType,International Panel Data,2.0
397,Panel/Longitudinal Surveys,International Panel Data,2.0
398,Linked Administrative Data,International Panel Data,2.0
399,National Survey Data,International Panel Data,2.0
400,Measurement and Methodological Advances,International Panel Data,2.0
401,Pseudo-Panel/Household Budget Survey,International Panel Data,2.0
402,Natural/Experimental Data,International Panel Data,2.0
403,Opportunity Atlas,International Panel Data,2.0
404,Others_RqType,International Panel Data,2.0
405,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2.0
406,Theoretical and Structural Models,Intergenerational Wealth Mobility and Inheritance,2.0
407,Empirical Estimates and Determinants,Intergenerational Wealth Mobility and Inheritance,2.0
408,Measurement and Methodological Advances,Intergenerational Wealth Mobility and Inheritance,2.0
409,"Policy, Institutional, and Geographic Impacts",Intergenerational Wealth Mobility and Inheritance,2.0
410,"Demographic Differences in Mobility (Race, Gender, etc.)",Intergenerational Wealth Mobility and Inheritance,2.0
411,Natural/Experimental Data,Intergenerational Wealth Mobility and Inheritance,2.0
412,Opportunity Atlas,Intergenerational Wealth Mobility and Inheritance,2.0
413,Perceptions of Mobility and Attitudes,Intergenerational Wealth Mobility and Inheritance,2.0
414,Others_RqType,Intergenerational Wealth Mobility and Inheritance,2.0
415,Absolute Mobility Measures,Theoretical and Structural Models,2.0
416,Archival/Historical Data,Theoretical and Structural Models,2.0
417,Administrative/Registry Data,Theoretical and Structural Models,2.0
418,Others_DataType,Theoretical and Structural Models,2.0
419,Panel/Longitudinal Surveys,Theoretical and Structural Models,2.0
420,Linked Administrative Data,Theoretical and Structural Models,2.0
421,National Survey Data,Theoretical and Structural Models,2.0
422,Intergenerational Wealth Mobility and Inheritance,Theoretical and Structural Models,2.0
423,Empirical Estimates and Determinants,Theoretical and Structural Models,2.0
424,Measurement and Methodological Advances,Theoretical and Structural Models,2.0
425,"Policy, Institutional, and Geographic Impacts",Theoretical and Structural Models,2.0
426,"Demographic Differences in Mobility (Race, Gender, etc.)",Theoretical and Structural Models,2.0
427,Pseudo-Panel/Household Budget Survey,Theoretical and Structural Models,2.0
428,Natural/Experimental Data,Theoretical and Structural Models,2.0
429,Opportunity Atlas,Theoretical and Structural Models,2.0
430,Perceptions of Mobility and Attitudes,Theoretical and Structural Models,2.0
431,Others_RqType,Theoretical and Structural Models,2.0
432,Multigenerational Measures,Empirical Estimates and Determinants,2.0
433,Intergenerational Wealth Mobility and Inheritance,Empirical Estimates and Determinants,2.0
434,Theoretical and Structural Models,Empirical Estimates and Determinants,2.0
435,Measurement and Methodological Advances,Empirical Estimates and Determinants,2.0
436,"Policy, Institutional, and Geographic Impacts",Empirical Estimates and Determinants,2.0
437,"Demographic Differences in Mobility (Race, Gender, etc.)",Empirical Estimates and Determinants,2.0
438,Perceptions of Mobility and Attitudes,Empirical Estimates and Determinants,2.0
439,Others_RqType,Empirical Estimates and Determinants,2.0
440,Transition Matrix / Probability Measures,Measurement and Methodological Advances,2.0
441,Others_Measure,Measurement and Methodological Advances,2.0
442,Multigenerational Measures,Measurement and Methodological Advances,2.0
443,Non‐parametric Approaches,Measurement and Methodological Advances,2.0
444,Rank‐based Measures,Measurement and Methodological Advances,2.0
445,Archival/Historical Data,Measurement and Methodological Advances,2.0
446,Decomposition / Structural Approaches,Absolute Mobility Measures,2.0
447,Regression‐based Measures,Absolute Mobility Measures,2.0
448,Transition Matrix / Probability Measures,Absolute Mobility Measures,2.0
449,Others_Measure,Absolute Mobility Measures,2.0
450,Multigenerational Measures,Absolute Mobility Measures,2.0
451,Non‐parametric Approaches,Absolute Mobility Measures,2.0
452,Rank‐based Measures,Absolute Mobility Measures,2.0
453,Archival/Historical Data,Absolute Mobility Measures,2.0
454,Others_DataType,Absolute Mobility Measures,2.0
455,Linked Administrative Data,Absolute Mobility Measures,2.0
456,National Survey Data,Absolute Mobility Measures,2.0
457,International Panel Data,Absolute Mobility Measures,2.0
458,Theoretical and Structural Models,Absolute Mobility Measures,2.0
459,"Policy, Institutional, and Geographic Impacts",Absolute Mobility Measures,2.0
460,"Demographic Differences in Mobility (Race, Gender, etc.)",Absolute Mobility Measures,2.0
461,Pseudo-Panel/Household Budget Survey,Absolute Mobility Measures,2.0
462,Natural/Experimental Data,Absolute Mobility Measures,2.0
