,source,target,hops
188,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,1.0
189,Empirical Estimates and Determinants,Regression‐based Measures,1.0
190,No dataset,Transition Matrix / Probability Measures,1.0
191,Administrative/Registry Data,Transition Matrix / Probability Measures,1.0
192,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,1.0
193,Intergenerational Wealth Mobility and Inheritance,Transition Matrix / Probability Measures,1.0
194,No dataset,Others_Measure,1.0
195,Theoretical and Structural Models,Others_Measure,1.0
196,Measurement and Methodological Advances,Others_Measure,1.0
197,Absolute Mobility Measures,Archival/Historical Data,1.0
198,Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,1.0
199,Decomposition / Structural Approaches,No dataset,1.0
200,Regression‐based Measures,No dataset,1.0
201,Transition Matrix / Probability Measures,No dataset,1.0
202,Others_Measure,No dataset,1.0
203,Intergenerational Wealth Mobility and Inheritance,No dataset,1.0
204,Theoretical and Structural Models,No dataset,1.0
205,Empirical Estimates and Determinants,No dataset,1.0
206,Measurement and Methodological Advances,No dataset,1.0
207,"Policy, Institutional, and Geographic Impacts",No dataset,1.0
208,Decomposition / Structural Approaches,Administrative/Registry Data,1.0
209,Regression‐based Measures,Administrative/Registry Data,1.0
210,Transition Matrix / Probability Measures,Administrative/Registry Data,1.0
211,Intergenerational Wealth Mobility and Inheritance,Administrative/Registry Data,1.0
212,Absolute Mobility Measures,Others_DataType,1.0
213,Intergenerational Wealth Mobility and Inheritance,Others_DataType,1.0
214,Regression‐based Measures,Panel/Longitudinal Surveys,1.0
215,Transition Matrix / Probability Measures,Panel/Longitudinal Surveys,1.0
216,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,1.0
217,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,1.0
218,Regression‐based Measures,Linked Administrative Data,1.0
219,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,1.0
220,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1.0
221,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1.0
222,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1.0
223,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,1.0
224,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,1.0
225,No dataset,Intergenerational Wealth Mobility and Inheritance,1.0
226,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,1.0
227,Others_DataType,Intergenerational Wealth Mobility and Inheritance,1.0
228,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,1.0
229,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,1.0
230,Decomposition / Structural Approaches,Theoretical and Structural Models,1.0
231,Others_Measure,Theoretical and Structural Models,1.0
232,No dataset,Theoretical and Structural Models,1.0
233,Regression‐based Measures,Empirical Estimates and Determinants,1.0
234,No dataset,Empirical Estimates and Determinants,1.0
235,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,1.0
236,Others_Measure,Measurement and Methodological Advances,1.0
237,No dataset,Measurement and Methodological Advances,1.0
238,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1.0
239,No dataset,"Policy, Institutional, and Geographic Impacts",1.0
