citingPaper,citedPaper,citingDOI,citedDOI,citingTitle,citedTitle,citingPaperId,citedPaperId,intents,edge_isInfluential,contexts,citing_influentialCitationCount,cited_influentialCitationCount,cited_CitationsCount,cited_ReferencesCount,citing_CitationsCount,citing_ReferencesCount
https://openalex.org/W2773358030,https://openalex.org/W2564827629,https://doi.org/10.1111/obes.12355,https://doi.org/10.1126/science.aal4617,Distributional Effects of a Continuous Treatment with an Application on Intergenerational Mobility,The fading American dream: Trends in absolute income mobility since 1940,eef527fa8fd30ce296c467247104b48c538a50d6,d71a5599772aa934e261834ba0ea62249d775b75,['background'],False,"['…income and parents’ income, among other ideas (Jantti et al., 2006; Bhattacharya and Mazumder, 2011; Murtazashvili, 2012; Chetty et al., 2014a,b; Murtazashvili, Liu and Prokhorov, 2015; An, Le and Xiao, 2017; Chetty et al., 2017; Collins and Wanamaker, 2017; Kitagawa, Nybom and Stuhler, 2018).']",0.0,54.0,758,72,10,102
https://openalex.org/W2811219136,https://openalex.org/W2564827629,https://doi.org/10.1007/s13524-018-0693-4,https://doi.org/10.1126/science.aal4617,Places of Persistence: Slavery and the Geography of Intergenerational Mobility in the United States,The fading American dream: Trends in absolute income mobility since 1940,a47968dd277b5ac2427c456c39ed1bb36ac28012,d71a5599772aa934e261834ba0ea62249d775b75,['background'],True,"['To obtain such measures, Chetty et al. (2014a) drew on federal income tax records for more than 10 million children born in the early 1980s, which they linked to their parents.', 'Furthermore, Chetty et al. (2014a) reported that the unweighted correlation between mobility for predominantly whites and the full sample is 0.', 'As a first step to disentangle the underlying channels of persistence, I examine whether any of the five broad factors highlighted by Chetty et al. (2014a) as the most important correlates of upward mobility—family structure, income inequality, school quality, segregation, and social capital—can account for the link between earlier slavery and current mobility.', 'By pairing county-level data from the 1860 census containing information on the prevalence of slavery with recent mobility estimates for commuting zones (CZs) from Chetty et al. (2014a), I show that CZs where slavery was more prevalent by the outbreak of the Civil War exhibit considerably less upward mobility today.(2) Figure 1 illustrates the CZ–level link between the share of the population enumerated as slaves in the 1860 census and several complementarymobility measures (described in more detail in the next section). Consistently, these binned scatterplots suggest that intergenerational transmission of economic status is higher in areas with more prevalent slavery and that children growing up in these CZs have substantially lower expected earnings in adulthood relative to children born to parents at similar income levels elsewhere in the country. For example, the average probability that a child born to parents in the bottom income quintile will reach the top quintile in adulthood is roughly 4 % in the CZs with the highest prevalence of slavery, whereas it exceeds 10 % for children in CZs with no recorded slaves in 1860 (see Fig. 1, panel b). Although the correlations in Fig. 1 are highly suggestive, the negative link between slavery and upward mobility may simply reflect a confounding factor, such as lower historical levels of industrial development or a more unequal distribution of income and wealth in the American South rather than slavery per se. However, conditioning on a wide range of historical and modern development outcomes leaves the negative link between slavery and upward mobility largely unaffected, suggesting that it does not mainly reflect the fact that places exposed to slavery were (or are), on average, less economically developed. A related concern is that the observed relationships may arise from a sorting of families with worse potential mobility outcomes into areas with more prevalent slavery, rather than reflect a causal effect of place. Using data from Chetty and Hendren (2016a, 2016b) to estimate the causal effect of each CZ on upward mobility net of sorting, however, I show that places with more prevalent slavery indeed exhibit negative place-level effects on the opportunity for economic advancement among children from low-income families, as depicted in Fig. 1, panel d. Last, to further support a causal interpretation of this relationship, I document that this link is also evident when using within-state variation in slavery and mobility, limiting the sample to the 15 historical slave states at the eve of the Civil War, and exploiting geographical differences in the suitability for growing cotton as the basis for an instrumental variables (IV) strategy. As a starting point to understand why places with more prevalent slavery produce worse mobility outcomes, I conclude by examining the extent to which the five factors highlighted by Chetty et al. (2014a) as the most important correlates of upward mobility within the United States—family structure, income inequality, school quality, segregation, and social capital—weaken this link.', 'A good starting point to disentangle the persistent effects of slavery on mobility patterns is to ask whether any of the factors that Chetty et al. (2014a) identified as the most important correlates of mobility across CZs (family structure, income inequality, school quality, segregation, and social capital) can account for the fact that areas with higher slave shares by the outbreak of the Civil War exhibit substantially lower upward mobility today.', 'Additional CZ characteristics are drawn from Chetty et al. (2014a) and are described in more detail in the notes for Table 4.', 'By pairing county-level data from the 1860 census containing information on the prevalence of slavery with recent mobility estimates for commuting zones (CZs) from Chetty et al. (2014a), I show that CZs where slavery was more prevalent by the outbreak of the Civil War exhibit considerably less upward mobility today.', 'Similarly, alternative measures of (income) segregation derived by Chetty et al. (2014a)—such as the extent to which the bottom and top income quartiles are isolated from families at higher and lower income levels, respectively—do not affect the estimated link between slavery and mobility (not reported).', 'To obtain such measures, Chetty et al. (2014a) drew on federal income tax records for more than 10 million children born in the early 1980s, which they linked to their parents. Merging information on parental household income with children’s family income in adulthood (when they are approximately age 30) allows for a characterization of mobility patterns in nearly all CZs in the United States.(3) In the main analysis, I use three complementary measures of mobility derived in Chetty et al. (2014a) that have been made publicly available at the CZ level through the Equality of Opportunity Project.', '1 See Aaronson and Mazumder (2008), Long and Ferrie (2013), Clark (2014), and Chetty et al. (2017) for a longer-term view on mobility in the United States; see Solon (1999) and Black and Devereux (2011) for an overview of the extensive body of work on intergenerational mobility.', 'Similarly, alternative measures of (income) segregation derived by Chetty et al. (2014a)—such as the extent to which the bottom and top income quartiles are isolated from families at higher and lower income levels, respectively—do not affect the estimated link between slavery and mobility (not reported). 19 Similarly, controlling for alternativemeasures of social capital used byChetty et al. (2014a), such as the fraction of religious individuals or violent crime rates, does not alter the link between slavery and mobility (not reported).']",,54.0,758,72,31,40
https://openalex.org/W2896751489,https://openalex.org/W2564827629,https://doi.org/10.1177/2378023118805646,https://doi.org/10.1126/science.aal4617,Visualizing Income Inequality and Mobility Together,The fading American dream: Trends in absolute income mobility since 1940,dbc9c9ce60a023ef6739d70f31e9a97547ab84fb,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],,54.0,758,72,2,3
https://openalex.org/W2920476039,https://openalex.org/W2564827629,https://doi.org/10.1073/pnas.1810893116,https://doi.org/10.1126/science.aal4617,American geography of opportunity reveals European origins,The fading American dream: Trends in absolute income mobility since 1940,0dc3463c805b3d505c75670edc55fad535796767,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],1.0,54.0,758,72,14,33
https://openalex.org/W2947666646,https://openalex.org/W2564827629,https://doi.org/10.1093/ej/uez019,https://doi.org/10.1126/science.aal4617,The Canadian Geography of Intergenerational Income Mobility,The fading American dream: Trends in absolute income mobility since 1940,a050d311e42a0e108875f33e74a07072af07ce01,d71a5599772aa934e261834ba0ea62249d775b75,['background'],False,"['It is also captured by measuring the extent to which any given child rises above, or falls below, the income or the rank his or her parents had in their income distribution (Bhattacharya and Mazumder 2011; Economic Mobility Project 2012; Chetty et al. 2017; Ostrovsky 2017).']",6.0,54.0,758,72,64,85
https://openalex.org/W3022704615,https://openalex.org/W2564827629,https://doi.org/10.1146/annurev-soc-121919-054814,https://doi.org/10.1126/science.aal4617,The Impact of Inequality on Intergenerational Mobility,The fading American dream: Trends in absolute income mobility since 1940,c9b7906c11971dbc1ba2e0d345d4d023cdda4c64,d71a5599772aa934e261834ba0ea62249d775b75,[],,,2.0,54.0,758,72,45,0
https://openalex.org/W3037705751,https://openalex.org/W2564827629,https://doi.org/10.1080/07350015.2020.1787176,https://doi.org/10.1126/science.aal4617,A Nonparametric Nonclassical Measurement Error Approach to Estimating Intergenerational Mobility Elasticities,The fading American dream: Trends in absolute income mobility since 1940,5c98896eebea7e28e54d4a9c7a589b5b1561989c,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],0.0,54.0,758,72,5,48
https://openalex.org/W3039606322,https://openalex.org/W2564827629,https://doi.org/10.1186/s12651-020-00272-y,https://doi.org/10.1126/science.aal4617,Intergenerational transmission of economic success in Austria with a focus on migration and gender,The fading American dream: Trends in absolute income mobility since 1940,f7a9cf0873535b974b619c6eaeee55d5a48b110c,d71a5599772aa934e261834ba0ea62249d775b75,[],,,0.0,54.0,758,72,0,0
https://openalex.org/W3119775080,https://openalex.org/W2564827629,https://doi.org/10.1007/s11205-020-02579-2,https://doi.org/10.1126/science.aal4617,Does Economic Inequality Constrain Intergenerational Economic Mobility? The Association Between Income Inequality During Childhood and Intergenerational Income Persistence in the United States,The fading American dream: Trends in absolute income mobility since 1940,aba5ca7bfd3a3f38872b07b726a92dfed714ffbd,d71a5599772aa934e261834ba0ea62249d775b75,['background'],False,"['…Solon 2009), though some uncertainty remains because studies using different data, measures, or birth cohorts find that mobility decreased (Aaronson and Mazumder 2008; Chetty et\xa0 al., 2017; Mazumder and Levine 2003), increased (Fertig 2001), or decreased and then increased (Mayer and Lopoo 2005).', '…Solon 2009; Mayer and Lopoo 2005); on the other hand, some studies have found that the trend in mobility corresponds to the trend in income inequality, showing mobility declined as inequality rose (Aaronson and Mazumder 2008; Bloome and Western 2011; Chetty et\xa0 al., 2017; Mazumder and Levine 2003).']",0.0,54.0,758,72,1,33
https://openalex.org/W3121144081,https://openalex.org/W2564827629,https://doi.org/10.1007/s10888-021-09483-w,https://doi.org/10.1126/science.aal4617,"Like father, like son? A comparison of absolute and relative intergenerational labour income mobility in Germany and the US",The fading American dream: Trends in absolute income mobility since 1940,b61c4ca3281932afc23495f564a03f43588196f2,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],,54.0,758,72,9,30
https://openalex.org/W3123816425,https://openalex.org/W2564827629,https://doi.org/10.1093/qje/qjz042,https://doi.org/10.1126/science.aal4617,Race and Economic Opportunity in the United States: an Intergenerational Perspective*,The fading American dream: Trends in absolute income mobility since 1940,52843962a2f1b1d347c3bfe02032ec950ce02953,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],,54.0,758,72,388,74
https://openalex.org/W3125052842,https://openalex.org/W2564827629,https://doi.org/10.2139/ssrn.3078187,https://doi.org/10.1126/science.aal4617,Intergenerational Income Mobility: Counterfactual Distributions with a Continuous Treatment,The fading American dream: Trends in absolute income mobility since 1940,eef527fa8fd30ce296c467247104b48c538a50d6,d71a5599772aa934e261834ba0ea62249d775b75,['background'],False,"['…income and parents’ income, among other ideas (Jantti et al., 2006; Bhattacharya and Mazumder, 2011; Murtazashvili, 2012; Chetty et al., 2014a,b; Murtazashvili, Liu and Prokhorov, 2015; An, Le and Xiao, 2017; Chetty et al., 2017; Collins and Wanamaker, 2017; Kitagawa, Nybom and Stuhler, 2018).']",0.0,54.0,758,72,10,102
https://openalex.org/W3128702014,https://openalex.org/W2564827629,https://doi.org/10.1111/roiw.12505,https://doi.org/10.1126/science.aal4617,Intergenerational Mobility in Lifetime Income,The fading American dream: Trends in absolute income mobility since 1940,f5d20733e5d7082d58df655c9d10ea27fce0b6eb,d71a5599772aa934e261834ba0ea62249d775b75,['background'],False,"[""Halikias and Reeves (2016) identify various sources for these differences, among which is their measuring children's income at an age four\n12 As Chetty et al. (2017) note, they are able to observe the copula of parent-child earnings only from 1970.""]",0.0,54.0,758,72,7,54
https://openalex.org/W3163153651,https://openalex.org/W2564827629,https://doi.org/10.1257/app.20210151,https://doi.org/10.1126/science.aal4617,And Yet It Moves: Intergenerational Mobility in Italy,The fading American dream: Trends in absolute income mobility since 1940,fe86ef10134f110d242af23ccdeb37402eba612e,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],17.0,54.0,758,72,85,58
https://openalex.org/W3190097825,https://openalex.org/W2564827629,https://doi.org/10.1111/ijsw.12499,https://doi.org/10.1126/science.aal4617,Comparison of intergenerational income mobility in South Korea and the United States: Period changes between 1980‒1995 and 1996‒2015,The fading American dream: Trends in absolute income mobility since 1940,444957592c5bb2a93a51884db6d92d9279c56647,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],0.0,54.0,758,72,1,41
https://openalex.org/W3190102834,https://openalex.org/W2564827629,https://doi.org/10.2139/ssrn.3269209,https://doi.org/10.1126/science.aal4617,"Like Father, Like Son? – A Comparison of Absolute and Relative Intergenerational Labour Income Mobility in Germany and the US",The fading American dream: Trends in absolute income mobility since 1940,b61c4ca3281932afc23495f564a03f43588196f2,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],,54.0,758,72,9,30
https://openalex.org/W3197901707,https://openalex.org/W2564827629,https://doi.org/10.1073/pnas.2107273118,https://doi.org/10.1126/science.aal4617,Individualistic culture increases economic mobility in the United States,The fading American dream: Trends in absolute income mobility since 1940,3c49a9d171072ec8cfec62b30043f89ca55e8227,d71a5599772aa934e261834ba0ea62249d775b75,['background'],False,"['On the one hand, redistribution of income would have increased absolute mobility in the United States (26).']",0.0,54.0,758,72,16,28
https://openalex.org/W3204735205,https://openalex.org/W2564827629,https://doi.org/10.1086/732527,https://doi.org/10.1126/science.aal4617,Mobility for All: Representative Intergenerational Mobility Estimates over the 20th Century,The fading American dream: Trends in absolute income mobility since 1940,0b03b5a762cba7c9d5f51edf8a78f67322ccde77,d71a5599772aa934e261834ba0ea62249d775b75,['background'],True,"['Next, we following Chetty et al. (2014a) and calculate ranks for fathers and children.', 'For recent work on intergenerational absolute mobility, see Chetty et al. (2017) and Berman (2018).', 'Papers on intergenerational relative mobility that include women and non-whites present results only for more modern periods (see, e.g., Chetty et al., 2014b, Solon, 1992, Chetty et al., 2018, or Mazumder, 2018) or short snapshots of time (see, e.g., Card et al., 2018).', 'For example, Chetty et al. (2014b) finds no decrease in rank-rank income mobility over a short, more recent period (the 1971 to 1986 cohorts), despite the increase in inequality over this period.', 'Of particular interest are Black women, both because there has been almost no mobility work that has included them and because, of the four main subgroups we examine in detail, they are the worst off in terms of adult family income over most of our period (and differently from more recent data e.g. Chetty et al. (2018)).', 'An important recent contribution to this literature is Chetty et al. (2018).', '8The tiny share of Black children in the upper ranks of parental income distribution even in modern data can be seen in the Appendix figures of Chetty et al. (2018).', '(2014a), Chetty and Hendren (2018a) and Chetty and Hendren (2018b). And while our approach allows us to reach further back in history than IRS or PSID data, it cannot reach as far back as Census linking (as in Ward, 2020, Song et al.', 'For example, in Chetty et al., 2018 a key assumption underlying the calculation of steady-state racial inequality gaps is that race-specific intergenerational elasticities (IGE) are constant over time.', 'Chetty et al. (2014b) pioneered the use of administrative data to study U.S. mobility.', 'Relative to IRS data, our sample sizes are small, preventing us from breaking the\n10\ndata into neighborhoods or single percentiles as in Chetty et al. (2014a), Chetty and Hendren (2018a) and Chetty and Hendren (2018b).', 'Chetty et al. (2014a) focus on this specification:\nRankic = γ cRankpic + δy + i. (2)\nIn this estimation, γc is an estimate of the rank-rank correlation for cohort c.', '(2014a), Chetty and Hendren (2018a) and Chetty and Hendren (2018b).']",5.0,54.0,758,72,35,80
https://openalex.org/W3207067564,https://openalex.org/W2564827629,https://doi.org/10.1111/1467-8462.12461,https://doi.org/10.1126/science.aal4617,The Correlation of Wealth Between Parents and Children in Australia,The fading American dream: Trends in absolute income mobility since 1940,dc1113a08e6ac21741081c45b604401e082fb4fe,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],0.0,54.0,758,72,5,36
