from_id,to_id,weights,from_data_cat_title,from_method_cat_title,from_rq_cat_title,from_year,from_method_cat,from_data_cat,from_rq_cat,to_data_cat_title,to_method_cat_title,to_rq_cat_title,to_year,from_data_cat_title,from_method_cat_title,from_rq_cat_title,from_year,from_method_cat,from_data_cat,from_rq_cat,to_data_cat_title,to_method_cat_title,to_rq_cat_title,to_year,to_method_cat,to_data_cat,to_rq_cat
https://openalex.org/W3001385022,https://openalex.org/W2587329652,1,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2020,Regression‐based Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2020,Regression‐based Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants
https://openalex.org/W3033501614,https://openalex.org/W2587329652,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2020,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2020,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants
https://openalex.org/W4381512763,https://openalex.org/W2592479289,1,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2023,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,No dataset,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2017,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2023,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,No dataset,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2017,Regression‐based Measures,No dataset,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)"
https://openalex.org/W2889122466,https://openalex.org/W2595264819,1,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2019,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2019,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Non‐parametric Approaches,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W2984996373,https://openalex.org/W2595264819,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2019,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2019,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Non‐parametric Approaches,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3022704615,https://openalex.org/W2595264819,1,No dataset,Absolute Mobility Measures,Empirical Estimates and Determinants,2020,Absolute Mobility Measures,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,No dataset,Absolute Mobility Measures,Empirical Estimates and Determinants,2020,Absolute Mobility Measures,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Non‐parametric Approaches,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3145594932,https://openalex.org/W2595264819,1,Linked Administrative Data,Rank‐based Measures,Empirical Estimates and Determinants,2019,Rank‐based Measures,Linked Administrative Data,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Linked Administrative Data,Rank‐based Measures,Empirical Estimates and Determinants,2019,Rank‐based Measures,Linked Administrative Data,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Non‐parametric Approaches,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3176622639,https://openalex.org/W2595264819,1,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2021,Rank‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2021,Rank‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Non‐parametric Approaches,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3178385122,https://openalex.org/W2595264819,1,Others,Regression‐based Measures,Empirical Estimates and Determinants,2021,Regression‐based Measures,Others,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Others,Regression‐based Measures,Empirical Estimates and Determinants,2021,Regression‐based Measures,Others,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Non‐parametric Approaches,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4285024880,https://openalex.org/W2595264819,1,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,Measurement and Methodological Advances,2022,Transition Matrix / Probability Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,Measurement and Methodological Advances,2022,Transition Matrix / Probability Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Non‐parametric Approaches,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4386370708,https://openalex.org/W2595264819,1,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2023,Rank‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2023,Rank‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Non‐parametric Approaches,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4402986304,https://openalex.org/W2595264819,1,Panel/Longitudinal Surveys,Others,Measurement and Methodological Advances,2024,Others,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Panel/Longitudinal Surveys,Others,Measurement and Methodological Advances,2024,Others,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Non‐parametric Approaches,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W2889122466,https://openalex.org/W2663861583,1,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2019,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,National Survey Data,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,2017,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2019,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,National Survey Data,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Decomposition / Structural Approaches,National Survey Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W2889122466,https://openalex.org/W2716435981,1,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2019,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2019,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W2897475839,https://openalex.org/W2716435981,1,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2020,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2020,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W2900408224,https://openalex.org/W2716435981,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2018,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2018,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3001385022,https://openalex.org/W2716435981,1,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2020,Regression‐based Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2020,Regression‐based Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3022704615,https://openalex.org/W2716435981,1,No dataset,Absolute Mobility Measures,Empirical Estimates and Determinants,2020,Absolute Mobility Measures,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,No dataset,Absolute Mobility Measures,Empirical Estimates and Determinants,2020,Absolute Mobility Measures,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3214804213,https://openalex.org/W2716435981,1,Administrative/Registry Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2021,Transition Matrix / Probability Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Administrative/Registry Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2021,Transition Matrix / Probability Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4281690951,https://openalex.org/W2716435981,1,Administrative/Registry Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2022,Regression‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Administrative/Registry Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2022,Regression‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4381666160,https://openalex.org/W2716435981,1,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4384133380,https://openalex.org/W2716435981,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Regression‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Regression‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4399323633,https://openalex.org/W2716435981,1,Others,Others,Empirical Estimates and Determinants,2024,Regression‐based Measures,Others,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Others,Others,Empirical Estimates and Determinants,2024,Regression‐based Measures,Others,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4405654739,https://openalex.org/W2716435981,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,Linked Administrative Data,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,Linked Administrative Data,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3001811947,https://openalex.org/W2761614070,1,Panel/Longitudinal Surveys,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2020,Regression‐based Measures,Panel/Longitudinal Surveys,"Demographic Differences in Mobility (Race, Gender, etc.)",Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017,Panel/Longitudinal Surveys,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2020,Regression‐based Measures,Panel/Longitudinal Surveys,"Demographic Differences in Mobility (Race, Gender, etc.)",Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017,Regression‐based Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4394017071,https://openalex.org/W2761614070,1,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Rank‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Rank‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017,Regression‐based Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4401845594,https://openalex.org/W2761614070,1,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Rank‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Rank‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017,Regression‐based Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3190097825,https://openalex.org/W2766173862,1,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2021,Regression‐based Measures,Panel/Longitudinal Surveys,"Policy, Institutional, and Geographic Impacts",Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2021,Regression‐based Measures,Panel/Longitudinal Surveys,"Policy, Institutional, and Geographic Impacts",Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants
https://openalex.org/W4404002973,https://openalex.org/W2766173862,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants
https://openalex.org/W2900408224,https://openalex.org/W2767134817,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2018,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2017,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2018,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3039606322,https://openalex.org/W2767134817,1,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2020,Regression‐based Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2017,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2020,Regression‐based Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2017,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4381889820,https://openalex.org/W2772867153,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W2924600205,https://openalex.org/W2772867153,1,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2019,Transition Matrix / Probability Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2019,Transition Matrix / Probability Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017,Regression‐based Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance
