from_id,to_id,weights,from_data_cat_title,from_method_cat_title,from_rq_cat_title,from_year,to_data_cat_title,to_method_cat_title,to_rq_cat_title,to_year
https://openalex.org/W3001811947,https://openalex.org/W2761614070,1,Panel/Longitudinal Surveys,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2020,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4394017071,https://openalex.org/W2761614070,1,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4401845594,https://openalex.org/W2761614070,1,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3190097825,https://openalex.org/W2766173862,1,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2021,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017
https://openalex.org/W4404002973,https://openalex.org/W2766173862,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017
https://openalex.org/W2900408224,https://openalex.org/W2767134817,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2018,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2017
https://openalex.org/W3039606322,https://openalex.org/W2767134817,1,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2020,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2017
https://openalex.org/W4381889820,https://openalex.org/W2772867153,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W2924600205,https://openalex.org/W2772867153,1,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2019,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W2963918180,https://openalex.org/W2772867153,1,Administrative/Registry Data,Others,Intergenerational Wealth Mobility and Inheritance,2019,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W2984996373,https://openalex.org/W2772867153,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2019,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3025676006,https://openalex.org/W2772867153,1,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,"Demographic Differences in Mobility (Race, Gender, etc.)",2020,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3207067564,https://openalex.org/W2772867153,1,Linked Administrative Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2022,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4362611983,https://openalex.org/W2772867153,1,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,2023,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4390145267,https://openalex.org/W2772867153,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4390870445,https://openalex.org/W2772867153,1,Archival/Historical Data,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2024,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4394017071,https://openalex.org/W2772867153,1,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4401845594,https://openalex.org/W2772867153,1,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4402986304,https://openalex.org/W2772867153,1,Panel/Longitudinal Surveys,Others,Measurement and Methodological Advances,2024,Panel/Longitudinal Surveys,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W2921712035,https://openalex.org/W2773177589,1,No dataset,Absolute Mobility Measures,Empirical Estimates and Determinants,2018,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3190097825,https://openalex.org/W2773177589,1,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2021,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4394017071,https://openalex.org/W2773177589,1,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4401845594,https://openalex.org/W2773177589,1,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4393244952,https://openalex.org/W2564827629,1,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,2024,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3208235548,https://openalex.org/W2564827629,1,Linked Administrative Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2021,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4289222991,https://openalex.org/W2564827629,1,Big Data,Others,Empirical Estimates and Determinants,2022,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3045264130,https://openalex.org/W2564827629,1,Opportunity Atlas,Absolute Mobility Measures,"Policy, Institutional, and Geographic Impacts",2020,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4280580662,https://openalex.org/W2564827629,1,No dataset,Regression‐based Measures,Theoretical and Structural Models,2022,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3018625260,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2020,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3088079582,https://openalex.org/W2564827629,1,National Survey Data,Others,Perceptions of Mobility and Attitudes,2020,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4213429281,https://openalex.org/W2564827629,1,National Survey Data,Others,Perceptions of Mobility and Attitudes,2022,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4295122648,https://openalex.org/W2564827629,1,Administrative/Registry Data,Absolute Mobility Measures,Empirical Estimates and Determinants,2022,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W2598656573,https://openalex.org/W2564827629,1,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2016,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W2773358030,https://openalex.org/W2564827629,1,No dataset,Others,Intergenerational Wealth Mobility and Inheritance,2020,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W2811219136,https://openalex.org/W2564827629,1,Others,Regression‐based Measures,Empirical Estimates and Determinants,2018,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W2896751489,https://openalex.org/W2564827629,1,No dataset,Transition Matrix / Probability Measures,Measurement and Methodological Advances,2018,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W2920476039,https://openalex.org/W2564827629,1,Opportunity Atlas,Regression‐based Measures,Empirical Estimates and Determinants,2019,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W2947666646,https://openalex.org/W2564827629,1,Administrative/Registry Data,Others,"Policy, Institutional, and Geographic Impacts",2019,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3022704615,https://openalex.org/W2564827629,1,No dataset,Absolute Mobility Measures,Empirical Estimates and Determinants,2020,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3037705751,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Non‐parametric Approaches,Measurement and Methodological Advances,2020,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3039606322,https://openalex.org/W2564827629,1,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2020,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3119775080,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2021,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3121144081,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2021,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3123816425,https://openalex.org/W2564827629,1,Administrative/Registry Data,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2019,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3125052842,https://openalex.org/W2564827629,1,No dataset,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3128702014,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Others,Measurement and Methodological Advances,2021,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3163153651,https://openalex.org/W2564827629,1,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2022,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3190097825,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2021,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3190102834,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2018,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3197901707,https://openalex.org/W2564827629,1,Opportunity Atlas,Regression‐based Measures,Empirical Estimates and Determinants,2021,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3204735205,https://openalex.org/W2564827629,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3207067564,https://openalex.org/W2564827629,1,Linked Administrative Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2022,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W3216038618,https://openalex.org/W2564827629,1,Others,Non‐parametric Approaches,Empirical Estimates and Determinants,2021,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4283657131,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Absolute Mobility Measures,Empirical Estimates and Determinants,2022,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4296277673,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2022,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4312204683,https://openalex.org/W2564827629,1,Administrative/Registry Data,Absolute Mobility Measures,Empirical Estimates and Determinants,2022,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4381660505,https://openalex.org/W2564827629,1,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4383346553,https://openalex.org/W2564827629,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4386370708,https://openalex.org/W2564827629,1,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2023,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4388938469,https://openalex.org/W2564827629,1,Administrative/Registry Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2023,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4390066466,https://openalex.org/W2564827629,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4390693054,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2024,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4399529338,https://openalex.org/W2564827629,1,Others,Absolute Mobility Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2024,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4401242778,https://openalex.org/W2564827629,1,Natural/Experimental Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2024,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4402066912,https://openalex.org/W2564827629,1,International Panel Data,Others,Empirical Estimates and Determinants,2024,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4402923847,https://openalex.org/W2564827629,1,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4402986304,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Others,Measurement and Methodological Advances,2024,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4403370613,https://openalex.org/W2564827629,1,Panel/Longitudinal Surveys,Others,Empirical Estimates and Determinants,2024,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W4407152405,https://openalex.org/W2564827629,1,Opportunity Atlas,Regression‐based Measures,Empirical Estimates and Determinants,2025,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017
https://openalex.org/W1947133949,https://openalex.org/W2117407660,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2015,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,1998
https://openalex.org/W3122728969,https://openalex.org/W1559271355,1,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2006,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1998
https://openalex.org/W2905819002,https://openalex.org/W1559271355,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2018,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1998
https://openalex.org/W2187204840,https://openalex.org/W1559271355,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2011,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1998
https://openalex.org/W2208317766,https://openalex.org/W1559271355,1,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2015,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1998
https://openalex.org/W2598656573,https://openalex.org/W1559271355,1,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2016,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1998
https://openalex.org/W3124226182,https://openalex.org/W1559271355,1,No dataset,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2013,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1998
https://openalex.org/W3124621746,https://openalex.org/W1559271355,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1998
https://openalex.org/W3125844548,https://openalex.org/W1559271355,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2011,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1998
https://openalex.org/W2049884882,https://openalex.org/W2117544103,1,Others,Regression‐based Measures,Empirical Estimates and Determinants,2006,No dataset,Others,Measurement and Methodological Advances,1998
https://openalex.org/W2148814768,https://openalex.org/W2117544103,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2005,No dataset,Others,Measurement and Methodological Advances,1998
https://openalex.org/W1580804840,https://openalex.org/W2117544103,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2011,No dataset,Others,Measurement and Methodological Advances,1998
https://openalex.org/W2184544484,https://openalex.org/W2117544103,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2011,No dataset,Others,Measurement and Methodological Advances,1998
https://openalex.org/W2261420935,https://openalex.org/W2117544103,1,No dataset,Decomposition / Structural Approaches,Theoretical and Structural Models,2013,No dataset,Others,Measurement and Methodological Advances,1998
https://openalex.org/W3093752946,https://openalex.org/W2117544103,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009,No dataset,Others,Measurement and Methodological Advances,1998
https://openalex.org/W439017983,https://openalex.org/W2117544103,1,Linked Administrative Data,Regression‐based Measures,Others,2012,No dataset,Others,Measurement and Methodological Advances,1998
https://openalex.org/W2044900547,https://openalex.org/W3123505781,1,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2005,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,1998
