id,cost
197,0.0027984000000000004
198,0.0016995000000000003
199,0.0036552999999999998
200,0.0025806
201,0.0032065
202,0.0038742000000000004
203,0.0038258
204,0.0052272
205,0.0020152
206,0.0034991000000000006
207,0.0029425000000000002
208,0.0048609000000000005
209,0.0028732000000000002
210,0.0028259
211,0.0033704000000000004
212,0.0035189
213,0.0052458999999999995
214,0.0052041
215,0.0028710000000000003
216,0.005747500000000001
217,0.0072281
218,0.0027951
219,0.0039325
220,0.0020152
221,0.0032780000000000005
222,0.0025916000000000003
223,0.0029029000000000004
224,0.0020141000000000004
225,0.0019085
226,0.0034177
227,0.0029491
228,0.0048268
229,0.0023243000000000005
230,0.0120307
231,0.006012600000000001
232,0.0024948
233,0.0036278000000000005
234,0.0029711000000000004
235,0.0020185
236,0.0037136
237,0.0025883
238,0.0025487
239,0.0038038000000000004
240,0.0023617
241,0.0039017
242,0.002926
243,0.0025311000000000005
244,0.0030195
245,0.001837
246,0.0035508000000000002
247,0.0024695
248,0.0036674
249,0.0025938000000000003
250,0.0026444
251,0.0023749
252,0.0030096000000000003
253,0.0030448000000000003
254,0.0017908000000000004
255,0.0076351000000000014
256,0.0048092000000000005
257,0.0022770000000000004
258,0.0019129
259,0.0014718
260,0.0031812000000000003
261,0.0036432
262,0.0031592
263,0.0029898
264,0.004516600000000001
265,0.0023463000000000004
266,0.0026444000000000003
267,0.0045056
268,0.0058993000000000006
269,0.0059884000000000005
270,0.0046871000000000005
271,0.0037048
272,0.0023287
273,0.004257
274,0.0031888999999999997
275,0.0019998
276,0.0025124
277,0.0053394
278,0.005482400000000001
279,0.0019547
280,0.0022869
281,0.004020500000000001
282,0.0021076
283,0.0025685
284,0.0025388
285,0.0029381000000000008
286,0.0020922
287,0.0024376
288,0.0019261
289,0.0027356999999999998
290,0.0041371
291,0.0032329000000000004
292,0.0026609
293,0.0058278
294,0.004092
295,0.006116
296,0.003344
297,0.004643100000000001
298,0.0043054
299,0.0035640000000000003
300,0.0031526
301,0.0032131
302,0.0026312
303,0.0090387
304,0.0024552000000000003
305,0.0017655000000000001
306,0.0045947
307,0.0022275000000000003
308,0.004856500000000001
309,0.0037246000000000007
310,0.0022077000000000004
311,0.0023111
312,0.0029568000000000007
313,0.0027423
314,0.0017523
315,0.0027698
316,0.0037004000000000004
317,0.004103000000000001
318,0.004417600000000001
319,0.0035288000000000008
320,0.0027236000000000005
321,0.0023045
322,0.004328500000000001
323,0.0051194
324,0.0023859
325,0.0030678999999999997
326,0.0028765000000000006
327,0.0020713
328,0.0034771000000000003
329,0.0051117
330,0.0060181
331,0.0022869
332,0.005634200000000001
333,0.0039699
334,0.0022374
335,0.0048499
336,0.0038720000000000004
337,0.0026928000000000004
338,0.002079
339,0.0024002000000000003
340,0.0031482
341,0.004187700000000001
342,0.001892
343,0.001837
344,0.0038797000000000002
345,0.0039050000000000005
346,0.0042768
347,0.002046
348,0.0020636
349,0.0029337
350,0.0017512000000000003
351,0.0039842
352,0.0058047
353,0.0024838
354,0.0013959
355,0.0041822
356,0.0038313
357,0.0035244000000000004
358,0.0036652000000000004
359,0.0031581000000000005
360,0.0037873
361,0.0040832
362,0.0017732
363,0.0022187000000000005
364,0.0054714
365,0.0065835
366,0.0017061000000000003
367,0.0040172
368,0.0035849000000000002
369,0.0030888
370,0.0029590000000000003
371,0.0022154
372,0.0019041000000000002
373,0.0031328000000000007
374,0.0023958
375,0.0022825000000000002
376,0.0019954000000000005
377,0.0020438
378,0.007748400000000001
379,0.0041887999999999995
380,0.0042064
381,0.0042537
382,0.0032252
383,0.0048741
384,0.0045672
385,0.0024442
386,0.0077120999999999995
387,0.0033682000000000004
388,0.0036938000000000006
389,0.0024596
390,0.0017446000000000002
391,0.0071324000000000005
392,0.0032516000000000003
393,0.0033132
394,0.002959
395,0.002046
396,0.0020922000000000002
397,0.0020031000000000003
398,0.0042229
399,0.0027027
400,0.0023848000000000003
401,0.0021417
402,0.0025311000000000005
403,0.0033187
404,0.006444900000000001
405,0.0054494
406,0.0029568000000000003
407,0.0041129
408,0.0035178
409,0.0022979000000000003
410,0.0026422000000000004
411,0.0028182
412,0.0025872000000000004
413,0.0019866000000000003
414,0.0018073000000000004
415,0.0028809000000000005
416,0.0038984
417,0.0033583000000000003
418,0.0024771999999999997
419,0.0022935
420,0.003036
421,0.0029359
422,0.0055583
423,0.0020317
424,0.0042339000000000005
425,0.0018326000000000002
426,0.0035299000000000007
427,0.0051194000000000005
428,0.0029524
429,0.0039985
430,0.0033275
431,0.0035101000000000004
432,0.0020383
433,0.0027049
434,0.0030503000000000006
435,0.0025135
436,0.0084601
437,0.0028765
438,0.0042196000000000004
439,0.0026498999999999997
440,0.006412999999999999
441,0.0048345
442,0.0073117
443,0.0017446
444,0.0023012
445,0.0022121
446,0.0021219000000000003
447,0.0072842
448,0.0023474
449,0.004895000000000001
450,0.0036420999999999997
451,0.0021351
452,0.0031955000000000004
453,0.0030393000000000004
454,0.0024409
455,0.0028127000000000004
456,0.0019558
457,0.0022572
458,0.0038511
459,0.004345
460,0.0021681
461,0.0052250000000000005
462,0.0028193
463,0.0073667
464,0.0025344
465,0.0021109
466,0.0028479000000000004
467,0.003454
468,0.0026543
469,0.0045474
470,0.003641
471,0.005357000000000001
472,0.0021637
473,0.0026895
474,0.0024618
475,0.0037147
476,0.0022572
477,0.0037015000000000004
478,0.0039402000000000005
479,0.0044924000000000006
480,0.0022858
481,0.0017864
482,0.004345
483,0.0052404
484,0.0016654
485,0.0044066
486,0.006151200000000001
487,0.0017457
488,0.0049335
489,0.0019404000000000001
490,0.0023452000000000004
491,0.0045397
492,0.0060258
493,0.012453100000000002
494,0.0021835
495,0.0086801
496,0.0031977
497,0.0034551
498,0.0040304
499,0.004601300000000001
500,0.0013684
501,0.0023385999999999997
502,0.0021791000000000002
503,0.0032494000000000004
504,0.007032300000000001
505,0.0020779
506,0.002618
507,0.0037609
508,0.0025157
509,0.0037796
510,0.0040975000000000004
511,0.0038984
512,0.0033341
513,0.0034936000000000004
514,0.0031735
515,0.0026157999999999997
516,0.0039325
517,0.0022638000000000003
518,0.0021923000000000003
519,0.0036696000000000003
520,0.0040293
521,0.0036289
522,0.0053196
523,0.0033264
524,0.0061798
525,0.0055044000000000004
526,0.0059410999999999995
527,0.0079827
528,0.0047025
529,0.0022979000000000003
530,0.0027357
531,0.0022902
532,0.0026774
533,0.0053625
534,0.0020801
535,0.0026257000000000003
536,0.0024948
537,0.0018974999999999999
538,0.0037532000000000004
539,0.0018953000000000002
540,0.005545100000000001
541,0.0025674
542,0.0026994000000000002
543,0.0035343000000000006
544,0.0033000000000000004
545,0.0034331000000000006
546,0.0029755
547,0.0054362
548,0.0020658
549,0.0022638
550,0.0057508
551,0.0025421000000000003
552,0.0017886000000000002
553,0.005049
554,0.0054131000000000006
555,0.0020988000000000005
556,0.0020251
557,0.0034771000000000003
558,0.0016401000000000002
559,0.0029557000000000003
560,0.0023672000000000003
561,0.0029205000000000004
562,0.0026147
563,0.0026763000000000004
564,0.0024145
565,0.0036806
566,0.0047289
567,0.0025981999999999997
568,0.0149567
569,0.0043516
570,0.0036784
571,0.0015125000000000002
572,0.0064097
573,0.0045881
574,0.0036245
575,0.0025245
576,0.0026862
577,0.0041371
578,0.003586
579,0.0016709000000000001
580,0.0029799000000000006
581,0.0022451000000000003
582,0.0040491
583,0.001958
584,0.0025245000000000003
585,0.0023375
586,0.0039171
587,0.006814500000000001
588,0.004713500000000001
589,0.0023991000000000004
590,0.0020328000000000004
591,0.0017754000000000001
592,0.0018304
593,0.0034210000000000004
594,0.0026257000000000003
595,0.0018062000000000002
596,0.0048752000000000005
597,0.004541900000000001
598,0.0027445000000000004
599,0.004145900000000001
600,0.0031878
601,0.0033264
602,0.0030173000000000005
603,0.0033099
604,0.0034419000000000003
605,0.003432
606,0.0022572
607,0.0029326000000000005
608,0.0049643
609,0.003586
610,0.0026114000000000003
611,0.0050479
612,0.0076791
613,0.0044616000000000005
614,0.0031888999999999997
615,0.0022396
616,0.0072534
