,std_x,std_y,avg_disp,node,iter
85,0.2690672682821418,0.2005491843381548,0.32012813862967493,Empirical Estimates and Determinants,1000
86,0.2929712904925817,0.2048235405596813,0.314474947585342,Non‐parametric Approaches,1000
87,0.21523725418356213,0.1869991865781267,0.25411811237369897,Panel/Longitudinal Surveys,1000
88,0.18890451829141486,0.199063544804201,0.24805311162774105,Regression‐based Measures,1000
89,0.16520740405471745,0.17572824423681915,0.21655890080728868,Rank‐based Measures,1000
90,0.7443690314658528,0.799403898969673,1.0825903567324613,Pseudo-Panel/Household Budget Survey,2000
91,0.6093122427845984,0.42804197933970023,0.735470905733728,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2000
92,0.5530760632216619,0.48083195576622517,0.7195162784697984,Others_RqType,2000
93,0.5130701914138117,0.5098563524645642,0.7183324840294458,Perceptions of Mobility and Attitudes,2000
94,0.4109075948321048,0.5466944140026087,0.6786917196617404,Big Data,2000
95,0.4939521666310604,0.47325855101082315,0.6760345062933927,International Panel Data,2000
96,0.5203799755710218,0.4318453133315425,0.6667128726176558,University/Institution Data,2000
97,0.5304035257444655,0.42176444534548174,0.6637212927731826,Natural/Experimental Data,2000
98,0.4771079597762588,0.4357255160994271,0.6396512182786702,Theoretical and Structural Models,2000
99,0.4438993814791447,0.4408285575959154,0.6136601965025847,Multigenerational Measures,2000
100,0.3915140531436262,0.44135858523645066,0.5773919992645145,Opportunity Atlas,2000
101,0.4073355040546359,0.4224878053905015,0.5669410033266167,Others_DataType,2000
102,0.38983281389472757,0.4389316368004694,0.5610052304665948,Archival/Historical Data,2000
103,0.44629027576374614,0.3555215394137509,0.5477821070441565,"Demographic Differences in Mobility (Race, Gender, etc.)",2000
104,0.33756537948754267,0.4302960575319325,0.5374986840892954,No dataset,2000
105,0.3500533338929852,0.39331285282849215,0.5072736671952681,Decomposition / Structural Approaches,2000
106,0.3196293217787696,0.35445811805244365,0.46695587629049795,Administrative/Registry Data,2000
107,0.26257590935743447,0.37147440403392495,0.44338808023686704,Measurement and Methodological Advances,2000
108,0.32133454820271273,0.29481048640475344,0.4203248214280034,Absolute Mobility Measures,2000
109,0.31043342252253975,0.32047035602616286,0.4145962674161662,"Policy, Institutional, and Geographic Impacts",2000
110,0.2979726117787923,0.26146580758550164,0.38640796799260346,Transition Matrix / Probability Measures,2000
111,0.3019871542192446,0.24759913415086962,0.3700588682593134,Non‐parametric Approaches,2000
112,0.23923078670379028,0.2943070639497052,0.36484448261484353,Others_Measure,2000
113,0.280881779891909,0.2583834216334901,0.3600742047727105,Linked Administrative Data,2000
114,0.23362807259533142,0.2439639670333781,0.31835613153373254,Empirical Estimates and Determinants,2000
115,0.26156016022865347,0.19980832958970995,0.31359723096061365,Intergenerational Wealth Mobility and Inheritance,2000
116,0.2645351870383759,0.1999561089804744,0.3125216343917898,National Survey Data,2000
117,0.20982089939309828,0.1555164538591616,0.23610346341817104,Panel/Longitudinal Surveys,2000
118,0.18255925848665552,0.1804839040019686,0.23519333857703761,Regression‐based Measures,2000
119,0.1927443038170226,0.16827024058293888,0.23507964527612252,Rank‐based Measures,2000
