id;cited_by_count;title;abs;type_method;type_dataset;type_RQ
https://openalex.org/W2544001857;582.0;The Impacts of Neighborhoods on Intergenerational Mobility II: County-Level Estimates*;We estimate the causal effect of each county in the United States on children’s incomes in adulthood. We first estimate a fixed effects model that is identified by analyzing families who move across counties with children of different ages. We then use these fixed effect estimates to (i) quantify how much places matter for intergenerational mobility, (ii) construct forecasts of the causal effect of growing up in each county that can be used to guide families seeking to move to opportunity, and (iii) characterize which types of areas produce better outcomes. For children growing up in low-income families, each year of childhood exposure to a one standard deviation (std. dev.) better county increases income in adulthood by 0.5%. There is substantial variation in counties’ causal effects even within metro areas. Counties with less concentrated poverty, less income inequality, better schools, a larger share of two-parent families, and lower crime rates tend to produce better outcomes for children in poor families. Boys’ outcomes vary more across areas than girls’ outcomes, and boys have especially negative outcomes in highly segregated areas. Areas that generate better outcomes have higher house prices on average, but our approach uncovers many “opportunity bargains”—places that generate good outcomes but are not very expensive.;1;14;2
https://openalex.org/W1545014524;567.0;Unequal chances: family background and economic success;"Is United States the land of equal opportunity or is playing field tilted in favor of those whose parents are wealthy, well educated, and white? If family background is important in getting ahead, why? And if processes that transmit economic status from parent to child are unfair, could public policy address problem? Unequal Chances provides new answers to these questions by leading economists, sociologists, biologists, behavioral geneticists, and philosophers.
	
	New estimates show that intergenerational inequality in United States is far greater than was previously thought. Moreover, while inheritance of wealth and better schooling typically enjoyed by children of well-to-do contribute to this process, these two standard explanations fail to explain extent of intergenerational status transmission. The genetic inheritance of IQ is even less important. Instead, parent-offspring similarities in personality and behavior may play an important role. Race contributes to process, and intergenerational mobility patterns of African Americans and European Americans differ substantially.";None;None;None
https://openalex.org/W1580804840;511.0;Is a College Degree Still the Great Equalizer? Intergenerational Mobility across Levels of Schooling in the United States;"A quarter century ago, an important finding in stratification research showed that the intergenerational occupational association was much weaker among college graduates than among those with lower levels of education. This article provides a comprehensive assessment of the “meritocratic power” of a college degree. Drawing on five longitudinal data sets, the author analyzes intergenerational mobility in terms of class, occupational status, earnings, and household income for men and women. Findings indicate that the intergenerational association is strong among those with low educational attainment; it weakens or disappears among bachelor’s degree holders but reemerges among those with advanced degrees, leading to a U-shaped pattern of parental influence. Educational and labor market factors explain these differences in mobility: parental resources influence college selectivity, field of study, and earnings more strongly for advanced-degree holders than for those with a bachelor’s degree alone.";1;1;5
https://openalex.org/W3093752946;445.0;Trends in Intergenerational Income Mobility;Previous studies of recent U.S. trends in intergenerational income mobility have produced widely varying results, partly because of large sampling errors. By making more efficient use of the available information in the Panel Study of Income Dynamics, we generate more reliable estimates of the recent time series variation in intergenerational mobility. Our results, which pertain to the cohorts born between 1952 and 1975, do not reveal major changes in intergenerational mobility.;1;1;2
https://openalex.org/W2288802977;423.0;CROSS‐COUNTRY RANKINGS IN INTERGENERATIONAL MOBILITY: A COMPARISON OF APPROACHES FROM ECONOMICS AND SOCIOLOGY;Abstract This paper summarizes research on the relative level of intergenerational mobility – whether classified by income, education or social class. The literatures on education and income mobility reveal a similar ranking with South America, other developing nations, southern European countries and France tending to have rather limited mobility although the Nordic countries exhibit strong mobility. Estimates of mobility based on social class point to rather different patterns, and we demonstrate that these differences are most likely generated by intergenerational earnings persistence within social classes. The second part of the paper looks for explanations for the differences in earnings and education persistence and finds that mobility is negatively correlated with inequality and the return to education but positively correlated with a nation's education spending.;None;None;None
https://openalex.org/W3122728969;414.0;American Exceptionalism in a New Light: A Comparison of Intergenerational Earnings Mobility in the Nordic Countries, the United Kingdom and the United States;"We develop methods and employ similar sample restrictions to analyze differences in intergenerational earnings mobility across the United States, the United Kingdom, Denmark, Finland, Norway and Sweden. We examine earnings mobility among pairs of fathers and sons as well as fathers and daughters using both mobility matrices and regression and correlation coefficients. Our results suggest that all countries exhibit substantial earnings persistence across generations, but with statistically significant differences across countries. Mobility is lower in the U.S. than in the U.K., where it is lower again compared to the Nordic countries. Persistence is greatest in the tails of the distributions and tends to be particularly high in the upper tails: though in the U.S. this is reversed with a particularly high likelihood that sons of the poorest fathers will remain in the lowest earnings quintile. This is a challenge to the popular notion of ""American exceptionalism."" The U.S. also differs from the Nordic countries in its very low likelihood that sons of the highest earners will show downward ""long-distance"" mobility into the lowest earnings quintile. In this, the U.K. is more similar to the U.S.";1;14;1
https://openalex.org/W2082418718;401.0;Intergenerational Income Mobility Among Daughters;New evidence on daughters' intergenerational mobility in a framework that encompasses women not in the labor force, using broader measures of economic status than just the women's own earnings, is presented, and the role of husbands' earnings is highlighted. A parallel analysis of sons' mobility is performed. Intergenerational transmission of income status may be weaker for daughters than for sons, but is still quite substantial. Assortative mating is an important element in the intergenerational transmission process.;None;None;None
https://openalex.org/W3124199804;364.0;Innovation and Top Income Inequality;Abstract In this article, we use cross-state panel and cross-U.S. commuting-zone data to look at the relationship between innovation, top income inequality and social mobility. We find positive correlations between measures of innovation and top income inequality. We also show that the correlations between innovation and broad measures of inequality are not significant. Next, using instrumental variable analysis, we argue that these correlations at least partly reflect a causality from innovation to top income shares. Finally, we show that innovation, particularly by new entrants, is positively associated with social mobility, but less so in local areas with more intense lobbying activities.;None;None;None
https://openalex.org/W1581532684;326.0;The Distribution of Wealth and Fiscal Policy in Economies With Finitely Lived Agents;We study the dynamics of the distribution of overlapping generation economy with finitely lived agents and inter-generational transmission of wealth.Financial markets are incomplete, exposing agents to both labor income and capital income risk.We show that the stationary wealth distribution is a Pareto distribution in the right tail and that it is capital income risk, rather than labor income, that drives the properties of the right tail of the wealth distribution.We also study analytically the dependence of the distribution of wealth, of wealth inequality in particular, on various fiscal policy instruments like capital income taxes and estate taxes.We show that capital income and estate taxes can significantly reduce wealth inequality.Finally, we characterize optimal redistributive taxes with respect to a utilitarian social welfaremeasure.Social welfare is maximized short of minimal wealth inequality and with zero estate taxes.Finally, we study the effects of different degrees of social mobility on the wealth distribution.;None;None;None
https://openalex.org/W4289222991;325.0;Social capital I: measurement and associations with economic mobility;"Social capital-the strength of an individual's social network and community-has been identified as a potential determinant of outcomes ranging from education to health1-8. However, efforts to understand what types of social capital matter for these outcomes have been hindered by a lack of social network data. Here, in the first of a pair of papers9, we use data on 21 billion friendships from Facebook to study social capital. We measure and analyse three types of social capital by ZIP (postal) code in the United States: (1) connectedness between different types of people, such as those with low versus high socioeconomic status (SES); (2) social cohesion, such as the extent of cliques in friendship networks; and (3) civic engagement, such as rates of volunteering. These measures vary substantially across areas, but are not highly correlated with each other. We demonstrate the importance of distinguishing these forms of social capital by analysing their associations with economic mobility across areas. The share of high-SES friends among individuals with low SES-which we term economic connectedness-is among the strongest predictors of upward income mobility identified to date10,11. Other social capital measures are not strongly associated with economic mobility. If children with low-SES parents were to grow up in counties with economic connectedness comparable to that of the average child with high-SES parents, their incomes in adulthood would increase by 20% on average. Differences in economic connectedness can explain well-known relationships between upward income mobility and racial segregation, poverty rates, and inequality12-14. To support further research and policy interventions, we publicly release privacy-protected statistics on social capital by ZIP code at https://www.socialcapital.org .";None;None;None
https://openalex.org/W3121694509;299.0;The Intergenerational Earnings and Income Mobility of Canadian Men: Evidence from Longitudinal Income Tax Data;Our objective is to obtain an accurate estimate of the degree of intergenerational income mobility in Canada. We use income tax information on about 400,000 father-son pairs, and find intergenerational earnings elasticities to be about 0.2. Earnings mobility tends to be slightly greater than income mobility, but nonparametric techniques uncover significant nonlinearities in both of these relationships. Intergenerational earnings mobility is greater at the lower end of the income distribution than at the upper end, and displays an inverted V-shape elsewhere. Intergenerational income mobility follows roughly the same pattern, but is much lower at the very top of the income distribution.;1;2;2
https://openalex.org/W3123704707;296.0;Life Course Risks, Mobility Regimes, and Mobility Consequences: A Comparison of Sweden, Germany, and the United States;The analysis of intergenerational mobility has primarily used measures of social position that are functions of an individual's occupation. Occupation‐based models of social mobility, however, have limitations that arguably have grown in recent decades. Meta‐analysis of available evidence for Sweden, western Germany, and the United States concerning occupational mobility, household income mobility, job displacement, union dissolution, and poverty dynamics shows the limitations of the individual‐level occupation‐based career‐trajectory approach to life course mobility. This article develops an alternative formulation at the household level, which focuses on cross‐national variation in the extent to which societal institutions influence the rate of events with the potential to change a household's life conditions via the manipulation of incentives for mobility‐generating events, and the extent to which they mitigate the consequences of these events through social insurance. The combination of these institutional processes produces the distinctive characteristics of the mobility regimes of these countries.;None;None;None
https://openalex.org/W2041617746;288.0;Income Convergence in an Endogeneous Growth Model;An endogeneous growth model is developed that produces convergence in per capita income and growth rates of output. Agents have identical preferences and access to identical technologies of production and investment, but differing levels of initial human capital. A spillover effect of human capital in the investment technology provides below-average human capital agents with a higher rate of return on investment than above-average human capital agents. Thus below-average human capital agents grow faster than above-average human capital agents. This model explains income convergence of the developed world, regional income convergence within the United States, and intergenerational mobility.;None;None;None
https://openalex.org/W3122665792;275.0;Aspirations and Inequality;The premise of this paper is twofold. First, people’s aspirations for their future wellbeing (or that of their children) aect their incentives to invest. Second, the experiences of others help shape one’s aspirations. This paper marries a model of aspirations-based choice with a simple theory of aspirations formation to study the relationship between aspirations and the distribution of income. Through its impact on investments, aspirations aect economic mobility and the income distribution, which in turn shape aspirations. Thus aspirations, income, and the distribution of income evolve jointly, and in many situations in a self-reinforcing way. We study the consequences of this model for income distribution as well as for growth rates over dierent quantiles of the distribution. We show that extreme equality is unstable. Moreover, when the same aspirations are shared in a society, polarization arises. The theory we propose captures both the complacency stemming from low aspirations and the frustration resulting from aspirations that are too high. As a result, for commonly held aspirations, growth rates have an inverted U-shape along the income distribution.;None;None;None
https://openalex.org/W3007051557;270.0;Income Segregation and Intergenerational Mobility Across Colleges in the United States*;Abstract We construct publicly available statistics on parents’ incomes and students’ earnings outcomes for each college in the United States using deidentified data from tax records. These statistics reveal that the degree of parental income segregation across colleges is very high, similar to that across neighborhoods. Differences in postcollege earnings between children from low- and high-income families are much smaller among students who attend the same college than across colleges. Colleges with the best earnings outcomes predominantly enroll students from high-income families, although a few mid-tier public colleges have both low parent income levels and high student earnings. Linking these income data to SAT and ACT scores, we simulate how changes in the allocation of students to colleges affect segregation and intergenerational mobility. Equalizing application, admission, and matriculation rates across parental income groups conditional on test scores would reduce segregation substantially, primarily by increasing the representation of middle-class students at more selective colleges. However, it would have little effect on the fraction of low-income students at elite private colleges because there are relatively few students from low-income families with sufficiently high SAT/ACT scores. Differences in parental income distributions across colleges could be eliminated by giving low- and middle-income students a sliding-scale preference in the application and admissions process similar to that implicitly given to legacy students at elite private colleges. Assuming that 80% of observational differences in students’ earnings conditional on test scores, race, and parental income are due to colleges’ causal effects—a strong assumption, but one consistent with prior work—such changes could reduce intergenerational income persistence among college students by about 25%. We conclude that changing how students are allocated to colleges could substantially reduce segregation and increase intergenerational mobility, even without changing colleges’ educational programs.;None;None;None
https://openalex.org/W2085516690;258.0;A Theory of Fertility: From High Plateau to Destabilization;Familial-based economies dominated by elders and males benefit from high fertility as large families provide labor and security against old age and hence economic advantage for those in positions of power and authority. The familial power structure serves the purpose of preserving stable relations of production and continuity in a materially advantageous status quo. In such economies the net intergenerational wealth flow is upward with women and the young consuming less and contributing more labor than men and elders. In the West where parents spend more on children and depend less on them the net intergenerational flow of wealth is a downward one. After industrialization in the West the precapitalist familial mode of production continued to oeprate inside households. A 2-tiered system of production thus prevailed until changes in the market economy gradually eroded the familial hosuehold mode of production thus leading to social change and making it uneconomic to have large families. Developing countries will no doubt pass through the same stage of a 2-tiered mode of production but the transition to a capitalist mode of production will be shorter due to the availability of contraceptives and the impact of education and the Western example emphasizing sex and age equality.;None;None;None
https://openalex.org/W1994031345;257.0;Unequal But Fluid: Social Mobility in Chile in Comparative Perspective;A major finding in comparative mobility research is the high similarity across countries and the lack of association between mobility and other national attributes, with one exception: higher inequality seems to be associated with lower mobility. Evidence for the mobility-inequality link is, however, inconclusive, largely because most mobility studies have been conducted in advanced countries with relatively similar levels of inequality. This article introduces Chile to the comparative project. As the 10th most unequal country in the world, Chile is an adjudicative case. If high inequality results in lower mobility, Chile should be significantly more rigid than its industrialized peers. This hypothesis is disproved by the analysis. Despite vast economic inequality, Chile is as fluid, if not more so, than the much more equal industrialized nations. Furthermore, there is no evidence of a decline in mobility as the result of the increase in inequality during the market-oriented transformation of the country in the 1970s and 1980s. Study of the specific mobility flows in Chile indicates a significant barrier to long-range downward mobility from the elite (signaling high “elite closure”), but very low barriers across nonelite classes. This particular mobility regime is explained by the pattern, not the level, of Chilean inequality-high concentration in the top income decile, but significantly less inequality across the rest of the class structure. The high Chilean mobility is, however, largely inconsequential, because it takes place among classes that share similar positions in the social hierarchy of resources and rewards. The article concludes by redefining the link between inequality and mobility.;None;None;None
https://openalex.org/W1979983413;257.0;Comparative Social Mobility Revisited: Models of Convergence and Divergence in 16 Countries;This paper reanalyzes 3-stratum intergenerational mobility classifications, assembled by Hazelrigg and Garnier for men in 16 countries in the 1960s and 1970s. Log-linear and log-multiplicative models are used to compare mobility regimes and to estimate effects of industrialization, educational enrollment, social democracy, and income inequality on immobility and other parameters of the mobility process. Several models of mobility fit the data equally well, so criteria of plausibility and parsimony are applied to choose one model of stratum-specific immobility and another model of vertical mobility with uniform immobility. We find substantial similarity in mobility and immobility across countries, but the exogenous variables do explain systematic differences among countries. Cross-national variations are complex because most of the exogenous variables have different effects on different parameters of the mobility regime. Relative to other factors, industrialization and education have weaker effects on mobility regimes than has usually been supposed.;1;9;2
https://openalex.org/W1988669335;225.0;THE INTERGENERATIONAL CORRELATION BETWEEN CHILDREN'S ADULT EARNINGS AND THEIR PARENTS' INCOME: RESULTS FROM THE MICHIGAN PANEL SURVEY OF INCOME DYNAMICS;Intergenerational correlations between parental income and child earnings reflect the extent of intergenerational economic mobility and equality of opportunity. Previous estimates are about 0.2, but these estimates suffer from a number of problems, including the use of but one year of observations and of nonrandom samples. We present new estimates based on the Panel Study of Income Dynamics. These estimates suggest correlations over 0.5 with longer‐run income and earning measures, as well as some gender and race differences and some impact of liquidity constraints. They also suggest that the intergenerational elasticity is greater as parental income increases, the opposite of the Becker‐Tomes conjecture.;1;1;2
https://openalex.org/W2049884882;223.0;Intergenerational Social Mobility: The United States in Comparative Perspective;Emily Beller and Michael Hout examine trends in U.S. social mobility, especially as it relates to the degree to which a person's income or occupation depends on his or her parents' background and to the independent contribution of economic growth. They also compare U.S. social mobility with that in other countries. They conclude that slower economic growth since 1975 and the concentration of that growth among the wealthy have slowed the pace of U.S. social mobility. In measuring mobility, economists tend to look at income and sociologists, occupation. The consensus among those measuring occupational mobility is that the average correlation between the occupations of fathers and sons today ranges from 0.30 to 0.40, meaning that most variation in the ranking of occupations is independent of social origins. Those measuring income mobility tend to agree that the elasticity between fathers' and sons' earnings in the United States today is about 0.4, meaning that 40 percent of the difference in incomes between families in the parents' generation also shows up in differences in incomes in the sons' generation. Beller and Hout show that occupational mobility increased during the 1970s, compared with the 1940s-1960s, but there is some evidence to suggest that by the 1980s and 1990s it had declined to past levels. Existing data on income mobility show no clear trends over time, but increases in economic inequality during the 1980s made mobility more consequential by making economic differences between families persist for a longer time. In international comparisons, the United States occupies a middle ground in occupational mobility but ranks lower in income mobility. Researchers have used the variation in mobility to study whether aspects of a country's policy regime, such as the educational or social welfare systems, might be driving these results. There is as yet, however, no scholarly consensus about the sources of cross-national differences in mobility.;1;13;2
https://openalex.org/W1482154549;223.0;Education, productivity, and inequality: the East African natural experiment;Drawing on the experiences of Kenya and Tanzania, investigates how the expansion of the educational system affects productivity and the growth and distribution of income. Explains that Kenya and Tanzania, with their similar colonial background, resources, and economic structure, but markedly divergent educational policies, constitute a natural experiment. Obtains measures of both reasoning ability and cognitive skill from surveys of representative samples of urban wage employees, allowing the development of a model to evaluate the human capital, screening, and credentialist interpretations of the link between educational attainment and earnings. Evaluates competing explanations for the steeper earnings-experience profile of the more educated. Estimates the effects of country differences in the quantity and quality education on output. Analyzes occupation as an important intermediary between education and earnings. Isolates the effect that institutional intervention by the government has on the wage structure. Measures the responsiveness of the wages of secondary and primary leavers to changes in their relative supply. Examines how levels of inequality change in response to changes in the composition of the workforce that result from educational expansion. Considers the equality of the distribution of school places in Kenya and Tanzania. Explores whether the expansion of secondary enrollment in Kenya, and the contrasting situation in Tanzania, have affected the degree of intergenerational mobility and the process of class formation. Examines methodological and policy issues in the cost-benefit analysis and in the financing of secondary education. Considers the implications of the findings for future research and the extent to which the results can be generalized to other countries and situations. A companion volume, Education, Work and Pay in East Africa, describes the economies and education systems of Kenya and Tanzania, and contains an annotated set of cross-tabulations and other summary statistics based on East African surveys. Knight is a Senior member of the research staff at the Institute of Economics and Statistics. Sabot is Professor of Economics at Williams College. Index.;None;None;None
https://openalex.org/W2117407660;218.0;How Much Income Mobility is There in Britain?;Journal Article How Much Income Mobility is There in Britain? Get access Sarah Jarvis, Sarah Jarvis University of Essex Search for other works by this author on: Oxford Academic Google Scholar Stephen Jenkins Stephen Jenkins University of Essex Search for other works by this author on: Oxford Academic Google Scholar The Economic Journal, Volume 108, Issue 447, 1 March 1998, Pages 428–443, https://doi.org/10.1111/1468-0297.00296 Published: 27 December 2001;None;None;None
https://openalex.org/W2009090633;216.0;Analyses of Intergenerational Mobility;This article reviews the sociological and economic literature on intergenerational mobility. Findings on social class, occupational status, earnings, and income mobility are discussed and discrepancies among them are evaluated. The review also examines nonlinearities in the intergenerational association, variation in mobility across advanced industrial countries, and recent mobility trends in the United States. The literature suggests an association between inequality and economic mobility at the country level, with the United States featuring higher inequality and lower mobility than other advanced industrial countries. However, mobility has not declined in the United States over the recent decades in which inequality has expanded. The inequality-mobility relationship fails to emerge when occupational measures of mobility are used, likely because these measures do not fully capture some mechanisms of economic reproduction.;None;None;None
https://openalex.org/W2470832101;207.0;The Class Pay Gap in Higher Professional and Managerial Occupations;This article demonstrates how class origin shapes earnings in higher professional and managerial employment. Taking advantage of newly released data in Britain’s Labour Force Survey, we examine the relative openness of different high-status occupations and the earnings of the upwardly mobile within them. In terms of access, we find a distinction between traditional professions, such as law, medicine, and finance, which are dominated by the children of higher managers and professionals, and more technical occupations, such as engineering and IT, that recruit more widely. Moreover, even when people who are from working-class backgrounds are successful in entering high-status occupations, they earn 17 percent less, on average, than individuals from privileged backgrounds. This class-origin pay gap translates to up to £7,350 ($11,000) lower annual earnings. This difference is partly explained by the upwardly mobile being employed in smaller firms and working outside London, but it remains substantial even net of a variety of important predictors of earnings. These findings underline the value of investigating differences in mobility rates between individual occupations as well as illustrating how, beyond entry, the mobile population often faces an earnings “class ceiling” within high-status occupations.;None;None;None
https://openalex.org/W3124226182;205.0;Income Inequality, Equality of Opportunity, and Intergenerational Mobility;Families, labor markets, and public policies all structure a child's opportunities and determine the extent to which adult earnings are related to family background. Cross-country comparisons and the underlying trends suggest that these drivers will most likely lower the degree of intergenerational earnings mobility for the next generation of Americans coming of age in a more polarized labor market, while the substantial rise in the income shares of the top 1 percent, their access to sources of high-quality human capital investment for their children, and the intergenerational transmission of employers and wealth will imply a much higher rate of transmission of economic advantage at the very top.;None;None;None
https://openalex.org/W2512952691;200.0;Intergenerational Wealth Mobility and the Role of Inheritance: Evidence from Multiple Generations;This study estimates intergenerational wealth correlations across up to four generations and examines the degree to which the wealth association between parents and children can be explained by inheritances. Using a Swedish data set with newly hand‐collected data on wealth and bequests, we find parent‐child rank correlations of 0.3–0.4 and grandparent–grandchild rank correlations of 0.1–0.2. Bequests and gifts appear to be central in this process, accounting for at least half of the parent–child wealth correlation while earnings and education can account for only a quarter.;1;9;2
