citingPaper,citedPaper,citingDOI,citedDOI,citingTitle,citedTitle,citingPaperId,citedPaperId
https://openalex.org/W4401242778,https://openalex.org/W2564827629,https://doi.org/10.1016/j.jebo.2024.106683,https://doi.org/10.1126/science.aal4617,Finance and intergenerational mobility: Evidence from US banking reforms,The fading American dream: Trends in absolute income mobility since 1940,4f8934ef2563dd9dce3d76a928e1904bf73d5013,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4402066912,https://openalex.org/W2564827629,https://doi.org/10.1111/roiw.12710,https://doi.org/10.1126/science.aal4617,Using machine learning to unveil the predictors of intergenerational mobility,The fading American dream: Trends in absolute income mobility since 1940,6d63ae3df2d5394029e22d35d106ddc8f775156a,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4402923847,https://openalex.org/W2564827629,https://doi.org/10.1016/j.jce.2024.09.001,https://doi.org/10.1126/science.aal4617,Can digital financial inclusion facilitate intergenerational income mobility? Evidence from China,The fading American dream: Trends in absolute income mobility since 1940,95ec5e690888a173f194be04a5c2d62328f0caf6,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4402986304,https://openalex.org/W2564827629,https://doi.org/10.1177/23780231241276332,https://doi.org/10.1126/science.aal4617,The Effect of Intergenerational Income Mobility: Reachability-Based Conceptualization and Copula-Based Measurement,The fading American dream: Trends in absolute income mobility since 1940,0f91d2fd5ef743e1c31ae759c7214b0925123195,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4403370613,https://openalex.org/W2564827629,https://doi.org/10.1007/s11205-024-03437-1,https://doi.org/10.1126/science.aal4617,Using Survey Data to Estimate Intergenerational Mobility in Income and Education in Portugal,The fading American dream: Trends in absolute income mobility since 1940,7b9619a654bbea64621441e0d296fda3250fcc4c,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4407152405,https://openalex.org/W2564827629,https://doi.org/10.1093/pnasnexus/pgae587,https://doi.org/10.1126/science.aal4617,Big cities fuel inequality within and across generations,The fading American dream: Trends in absolute income mobility since 1940,7fc9c143bb4322bed0ea59fdef59918ca5130980,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W1947133949,https://openalex.org/W2117407660,https://doi.org/10.1111/roiw.12222,https://doi.org/10.1111/1468-0297.00296,The Sins of the Fathers: Intergenerational Income Mobility in <scp>C</scp>hina,How Much Income Mobility is There in Britain?,ab23ee580eec5b5f4b9482a4b4bb248af64ed547,b1d4276bb0a8cbb00bdd822d2a8169c03ea9be01
https://openalex.org/W3122728969,https://openalex.org/W1515121029,https://doi.org/10.2139/ssrn.878675,https://doi.org/10.1080/01603477.1980.11489214,"American Exceptionalism in a New Light: A Comparison of Intergenerational Earnings Mobility in the Nordic Countries, the United Kingdom and the United States",On Intergenerational Income Mobility in Britain,b07277495dbda8c494dd5330eef29e6888e9046b,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2123210148,https://openalex.org/W1515121029,https://doi.org/10.5860/choice.50-4551,https://doi.org/10.1080/01603477.1980.11489214,Economic mobility and the rise of the Latin American middle class,On Intergenerational Income Mobility in Britain,c057329059f8fcdaa64581733cea1e88d871787d,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W3027769937,https://openalex.org/W1515121029,https://doi.org/10.15195/v7.a10,https://doi.org/10.1080/01603477.1980.11489214,It's All about the Parents: Inequality Transmission across Three Generations in Sweden,On Intergenerational Income Mobility in Britain,b2e086068a5fd9443c3c3cc9ce54f23b84bf0918,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W1557569468,https://openalex.org/W1515121029,https://doi.org/10.3368/jhr.51.1.239,https://doi.org/10.1080/01603477.1980.11489214,Heterogeneous Income Profiles and Lifecycle Bias in Intergenerational Mobility Estimation,On Intergenerational Income Mobility in Britain,daf3c3d2b4e8c44cddad924ee167584cf229b664,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W1559271355,https://openalex.org/W1515121029,https://doi.org/10.2139/ssrn.139768,https://doi.org/10.1080/01603477.1980.11489214,The Intergenerational Earnings and Income Mobility of Canadian Men: Evidence from Longitudinal Income Tax Data,On Intergenerational Income Mobility in Britain,6e63917dfbc4af9fec063a85103eb26996c8adfe,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W1581391655,https://openalex.org/W1515121029,https://doi.org/10.2139/ssrn.116908,https://doi.org/10.1080/01603477.1980.11489214,The Intergenerational Income Mobility of Canadian Men,On Intergenerational Income Mobility in Britain,9d833ce9b1721b3272062abf5fcbba69a553a740,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W1963513809,https://openalex.org/W1515121029,https://doi.org/10.2307/2109490,https://doi.org/10.1080/01603477.1980.11489214,Patterns of Intergenerational Mobility in Income and Earnings,On Intergenerational Income Mobility in Britain,a3b26f28044a750740e71e13039e2001c63abe66,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W1988669335,https://openalex.org/W1515121029,https://doi.org/10.1111/j.1475-4991.1990.tb00275.x,https://doi.org/10.1080/01603477.1980.11489214,THE INTERGENERATIONAL CORRELATION BETWEEN CHILDREN'S ADULT EARNINGS AND THEIR PARENTS' INCOME: RESULTS FROM THE MICHIGAN PANEL SURVEY OF INCOME DYNAMICS,On Intergenerational Income Mobility in Britain,94be6478bb552a419e86a3684b411708c0a6e384,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2003050456,https://openalex.org/W1515121029,https://doi.org/10.1080/1081602x.2014.975149,https://doi.org/10.1080/01603477.1980.11489214,"Intergenerational income mobility in Gothenburg, Sweden, 1925–1958, before the rise of the welfare state",On Intergenerational Income Mobility in Britain,abe3092df3d43e3e9550ee420b9cafc908cf2f70,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2034417760,https://openalex.org/W1515121029,https://doi.org/10.1016/j.jpolmod.2009.07.004,https://doi.org/10.1080/01603477.1980.11489214,Intergenerational income mobility: The transmission of socio-economic status in Spain,On Intergenerational Income Mobility in Britain,28dd6bf51111bcf08cfb6f65f5e84366b5bd4596,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2037428382,https://openalex.org/W1515121029,https://doi.org/10.1111/j.1475-4991.2000.tb00409.x,https://doi.org/10.1080/01603477.1980.11489214,INTERGENERATIONAL INCOME MOBILITY IN SWEDEN: WHAT DO TAX‐DATA SHOW?,On Intergenerational Income Mobility in Britain,3cbf0d2f81c9192f1be0e01e2877068435177321,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2044900547,https://openalex.org/W1515121029,https://doi.org/10.1111/j.1467-9485.2005.00355.x,https://doi.org/10.1080/01603477.1980.11489214,ETHNIC AND GENDER DIFFERENCES IN INTERGENERATIONAL MOBILITY: A STUDY OF 26‐YEAR‐OLDS IN THE USA,On Intergenerational Income Mobility in Britain,dcc21aa4712f5422f679429321a6af668cafe8ff,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2131012252,https://openalex.org/W1515121029,https://doi.org/10.26686/lew.v0i0.1661,https://doi.org/10.1080/01603477.1980.11489214,Intergenerational Economic Mobility in New Zealand,On Intergenerational Income Mobility in Britain,2418a75a50ba936927d0a8f2f20b7b07ef7407b6,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2184544484,https://openalex.org/W1515121029,,https://doi.org/10.1080/01603477.1980.11489214,Trends in Intergenerational Income Mobility in Sweden,On Intergenerational Income Mobility in Britain,e75e092db3832b7d028a4f92bc32f9217a13f5a3,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2208317766,https://openalex.org/W1515121029,https://doi.org/10.2139/ssrn.2612376,https://doi.org/10.1080/01603477.1980.11489214,Intergenerational Mobility of Earnings and Income Among Sons and Daughters in Vietnam,On Intergenerational Income Mobility in Britain,b819c97e66eeea6547929eb662f6688960817168,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2288802977,https://openalex.org/W1515121029,https://doi.org/10.1111/j.1467-6419.2011.00690.x,https://doi.org/10.1080/01603477.1980.11489214,CROSS‐COUNTRY RANKINGS IN INTERGENERATIONAL MOBILITY: A COMPARISON OF APPROACHES FROM ECONOMICS AND SOCIOLOGY,On Intergenerational Income Mobility in Britain,879f6c083fba2364c58c3a54c17c48af76c257e0,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2741490491,https://openalex.org/W1515121029,,https://doi.org/10.1080/01603477.1980.11489214,Intergenerational transmission of socioeconomic conditions in Austria in the context of European welfare regimes,On Intergenerational Income Mobility in Britain,2f0e4e79557b378707f7aa9e55a06a1871cd9000,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2756659966,https://openalex.org/W1515121029,https://doi.org/10.1111/1475-4932.12445,https://doi.org/10.1080/01603477.1980.11489214,Direct Measures of Intergenerational Income Mobility for Australia,On Intergenerational Income Mobility in Britain,283ef3f6da216d921dac8f0f4398dd92d8afbdf5,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2889122466,https://openalex.org/W1515121029,https://doi.org/10.1177/2378023119881282,https://doi.org/10.1080/01603477.1980.11489214,A Meta-Analysis of the Association between Income Inequality and Intergenerational Mobility,On Intergenerational Income Mobility in Britain,70ad42e5bba5d7802727c9920c046e20c84f4f15,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2921143263,https://openalex.org/W1515121029,https://doi.org/10.1017/dem.2018.19,https://doi.org/10.1080/01603477.1980.11489214,Are we born equal: a study of intergenerational income mobility in China,On Intergenerational Income Mobility in Britain,3b3bc0f47e95293dface8555a648a7a95ff03b45,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W2967279307,https://openalex.org/W1515121029,https://doi.org/10.1111/labr.12164,https://doi.org/10.1080/01603477.1980.11489214,Intergenerational Earnings and Income Mobility in Vietnam,On Intergenerational Income Mobility in Britain,a41a2554885f8a20e35d1de1a76b0d89c3a9bfe3,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W3121694509,https://openalex.org/W1515121029,https://doi.org/10.2307/146378,https://doi.org/10.1080/01603477.1980.11489214,The Intergenerational Earnings and Income Mobility of Canadian Men: Evidence from Longitudinal Income Tax Data,On Intergenerational Income Mobility in Britain,6e63917dfbc4af9fec063a85103eb26996c8adfe,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W3186457560,https://openalex.org/W1515121029,https://doi.org/10.1177/00194662231159838,https://doi.org/10.1080/01603477.1980.11489214,Income Inequality and Intergenerational Mobility in India,On Intergenerational Income Mobility in Britain,704ae2db46ac0d6c9f5127655fb61dc287411df2,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W37448061,https://openalex.org/W1515121029,,https://doi.org/10.1080/01603477.1980.11489214,An empirical study of intergenerational transmission of poverty from the perspective of income mobility,On Intergenerational Income Mobility in Britain,8126a378bd1a158947de25f283c26d7bbdc52547,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W4205552064,https://openalex.org/W1515121029,https://doi.org/10.1007/s10834-021-09809-w,https://doi.org/10.1080/01603477.1980.11489214,The Intergenerational Mobility of Income: A Study Applied to the Spanish Case (2005–2011),On Intergenerational Income Mobility in Britain,9297ca940891a4c5b33c988225664f64ce198c16,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W439017983,https://openalex.org/W1515121029,,https://doi.org/10.1080/01603477.1980.11489214,Essays on Educational Choice and Intergenerational Mobility,On Intergenerational Income Mobility in Britain,ea71390d598efff3b90f85c604128162dc54c8e4,2e35e736144665bf6e23ecd01a50f49b8464d228
https://openalex.org/W1577807578,https://openalex.org/W1966505070,https://doi.org/10.1111/j.1468-4446.2010.01310.x,https://doi.org/10.1111/j.1467-985x.2008.00575.x,Has social mobility in Britain decreased? Reconciling divergent findings on income and class mobility,On Square Ordinal Contingency Tables: A Comparison of Social Class and Income Mobility for the Same Individuals,8f1c27ab69616b665c946c7191eac46d0fddb0d7,aaebdc8d807dc1bb5bfd69a4c0cfe3547acb34ef
https://openalex.org/W3208235548,https://openalex.org/W3041900243,https://doi.org/10.1111/1475-4932.12641,https://doi.org/10.2139/ssrn.3648796,Are We Richer than Our Parents Were? Absolute Income Mobility in Australia*,Trends in Absolute Income Mobility in North America and Europe,07dc9c431568cf0cb529403d1736df8fee714f30,a015a1963eace5bcae957c54151aeb1e2cd06793
https://openalex.org/W4283657131,https://openalex.org/W3041900243,https://doi.org/10.1257/app.20200631,https://doi.org/10.2139/ssrn.3648796,The Long-Run Evolution of Absolute Intergenerational Mobility,Trends in Absolute Income Mobility in North America and Europe,6d1923bd378acf189bec995cd31c108f56cda4e2,a015a1963eace5bcae957c54151aeb1e2cd06793
https://openalex.org/W4312204683,https://openalex.org/W3041900243,https://doi.org/10.1016/j.euroecorev.2022.104359,https://doi.org/10.2139/ssrn.3648796,Absolute income mobility and the effect of parent generation inequality: An extended decomposition approach,Trends in Absolute Income Mobility in North America and Europe,9686d301b252214a15ebcffd88a14cca292ac6e8,a015a1963eace5bcae957c54151aeb1e2cd06793
https://openalex.org/W4381660505,https://openalex.org/W3041900243,https://doi.org/10.1007/s10888-023-09569-7,https://doi.org/10.2139/ssrn.3648796,"Intergenerational mobility in the Netherlands: models, outcomes and trends",Trends in Absolute Income Mobility in North America and Europe,73028feed3e5fd64ad69c54ff08eb5170f40b3a1,a015a1963eace5bcae957c54151aeb1e2cd06793
https://openalex.org/W4386370708,https://openalex.org/W3041900243,https://doi.org/10.1257/jel.20211413,https://doi.org/10.2139/ssrn.3648796,Measuring Intergenerational Income Mobility: A Synthesis of Approaches,Trends in Absolute Income Mobility in North America and Europe,16cfe121caf595f6b48ed0c00ab2df483f87760b,a015a1963eace5bcae957c54151aeb1e2cd06793
